Kmin_MC_a1     Kmin_MC_a2     Kmin_MC_a3     Kmin_TR_a1     Kmin_TR_a2     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.399913E+02   0.299277E+02   0.210472E+02   0.311946E+02   0.244127E+02   0.578081E-02   0.122123E-01   0.795216E-02   0.377354E-02   0.172168E-01  -0.950299E+03
   0.399913E+02   0.299835E+02   0.211608E+02   0.311946E+02   0.245707E+02   0.728202E-02   0.373791E-02   0.464148E-02   0.278986E-02   0.469010E-02  -0.948677E+03
   0.399913E+02   0.300796E+02   0.210387E+02   0.311946E+02   0.245707E+02   0.883131E-02   0.947864E-02   0.489367E-02   0.116229E-02   0.439072E-02  -0.948839E+03
   0.399006E+02   0.300796E+02   0.210777E+02   0.313503E+02   0.240712E+02   0.641641E-02   0.514538E-03   0.952542E-02   0.330559E-02   0.249088E-02  -0.948683E+03
   0.400385E+02   0.300796E+02   0.210554E+02   0.313503E+02   0.240081E+02   0.321820E-02   0.514538E-03   0.370963E-02   0.870224E-02   0.249088E-02  -0.949290E+03
   0.399207E+02   0.300244E+02   0.209976E+02   0.317559E+02   0.242549E+02   0.465175E-02   0.416482E-02   0.432506E-02   0.443855E-02   0.270733E-01  -0.951379E+03
   0.398274E+02   0.300244E+02   0.211096E+02   0.317559E+02   0.242549E+02   0.958900E-02   0.122156E-01   0.808225E-02   0.684907E-02   0.720994E-02  -0.950440E+03
   0.399293E+02   0.299560E+02   0.211169E+02   0.324668E+02   0.242585E+02   0.156149E-01   0.811342E-02   0.177053E-02   0.185348E-01   0.523895E-02  -0.955057E+03
   0.399293E+02   0.299222E+02   0.210005E+02   0.306559E+02   0.243349E+02   0.556858E-02   0.101356E-01   0.498974E-02   0.295580E-02   0.122036E-01  -0.950824E+03
   0.397983E+02   0.300242E+02   0.210796E+02   0.309779E+02   0.243349E+02   0.534442E-02   0.293496E-02   0.104743E-01   0.989644E-03   0.389972E-02  -0.948020E+03
   0.398594E+02   0.301600E+02   0.210914E+02   0.310198E+02   0.245222E+02   0.992299E-02   0.253348E-02   0.385589E-02   0.499807E-02   0.511945E-02  -0.949588E+03
   0.399136E+02   0.299390E+02   0.211319E+02   0.310811E+02   0.243168E+02   0.107101E-01   0.143032E-01   0.607284E-02   0.170398E-02   0.113530E-02  -0.949364E+03
   0.399136E+02   0.298829E+02   0.211608E+02   0.316875E+02   0.243168E+02   0.167714E-02   0.221567E-01   0.253421E-01   0.107037E-01   0.704059E-02  -0.954329E+03
   0.397443E+02   0.297968E+02   0.211556E+02   0.317574E+02   0.241700E+02   0.429127E-02   0.230408E-02   0.161439E-01   0.948634E-02   0.810931E-03  -0.952709E+03
   0.400235E+02   0.300960E+02   0.211244E+02   0.313964E+02   0.242600E+02   0.872453E-02   0.629089E-02   0.541996E-02   0.254011E-01   0.510817E-02  -0.951649E+03
   0.399282E+02   0.300876E+02   0.211493E+02   0.313964E+02   0.242776E+02   0.936909E-02   0.104893E-02   0.716820E-02   0.279079E-02   0.105876E-02  -0.948868E+03
   0.399282E+02   0.298372E+02   0.211243E+02   0.313964E+02   0.242776E+02   0.196184E-02   0.522826E-02   0.128103E-02   0.679979E-02   0.125025E-01  -0.949884E+03
   0.400565E+02   0.300472E+02   0.209865E+02   0.314897E+02   0.248922E+02   0.403965E-02   0.522826E-02   0.402132E-02   0.145231E-01   0.149514E-01  -0.953023E+03
   0.397175E+02   0.300677E+02   0.211167E+02   0.306770E+02   0.248049E+02   0.884739E-02   0.124492E-01   0.180677E-01   0.221110E-01   0.200524E-02  -0.954208E+03
   0.397175E+02   0.301307E+02   0.210515E+02   0.302121E+02   0.247392E+02   0.944551E-02   0.267326E-01   0.860005E-02   0.342264E-02   0.108875E-01  -0.955431E+03
   0.394320E+02   0.300663E+02   0.210445E+02   0.305161E+02   0.249715E+02   0.113354E-01   0.867202E-02   0.181535E-01   0.359442E-02   0.185906E-01  -0.956981E+03
   0.402465E+02   0.299856E+02   0.210531E+02   0.310774E+02   0.242020E+02   0.276122E-03   0.861412E-02   0.913989E-02   0.132493E-01   0.383998E-02  -0.951338E+03
   0.398396E+02   0.300104E+02   0.210428E+02   0.310774E+02   0.243008E+02   0.103437E-01   0.104068E-01   0.356606E-02   0.199286E-02   0.134673E-01  -0.949749E+03
   0.397588E+02   0.300731E+02   0.211545E+02   0.312818E+02   0.248112E+02   0.129474E-01   0.490934E-01   0.112495E-01   0.948326E-02   0.131892E-02  -0.956082E+03
   0.398917E+02   0.299705E+02   0.210882E+02   0.307684E+02   0.241588E+02   0.897750E-02   0.336893E-02   0.780834E-02   0.174841E-02   0.203663E-02  -0.948639E+03
   0.401862E+02   0.299475E+02   0.210791E+02   0.311115E+02   0.247750E+02   0.101261E-01   0.918752E-02   0.206945E-01   0.220954E-01   0.385659E-01  -0.957135E+03
   0.400578E+02   0.299450E+02   0.211309E+02   0.312544E+02   0.242278E+02   0.115798E-01   0.236789E-01   0.425770E-02   0.251918E-02   0.238893E-02  -0.950976E+03
   0.400578E+02   0.299809E+02   0.211218E+02   0.311492E+02   0.243656E+02   0.625145E-02   0.561743E-02   0.404748E-02   0.409218E-03   0.213456E-01  -0.949555E+03
   0.397525E+02   0.298751E+02   0.211190E+02   0.310656E+02   0.245557E+02   0.439997E-02   0.180162E-01   0.156499E-02   0.409218E-03   0.116423E-02  -0.949606E+03
   0.399388E+02   0.298751E+02   0.211791E+02   0.309950E+02   0.244584E+02   0.158188E-01   0.208004E-01   0.156499E-02   0.508738E-02   0.764133E-02  -0.954401E+03
   0.398653E+02   0.299519E+02   0.210790E+02   0.322697E+02   0.244584E+02   0.118896E-01   0.295883E-01   0.526862E-02   0.108787E-01   0.764133E-02  -0.953937E+03
   0.397566E+02   0.299987E+02   0.211564E+02   0.321338E+02   0.246584E+02   0.737894E-02   0.148605E-02   0.708062E-02   0.807164E-02   0.698201E-02  -0.951564E+03
   0.399591E+02   0.299375E+02   0.212127E+02   0.302434E+02   0.241501E+02   0.135530E-01   0.251595E-01   0.874268E-03   0.154532E-02   0.665105E-02  -0.955895E+03
   0.399591E+02   0.299431E+02   0.211417E+02   0.307679E+02   0.245922E+02   0.360877E-02   0.154145E-01   0.878835E-02   0.235823E-01   0.958734E-02  -0.953119E+03
   0.400064E+02   0.298898E+02   0.211159E+02   0.313464E+02   0.245922E+02   0.442231E-02   0.624026E-02   0.647563E-02   0.357884E-01   0.130802E-01  -0.953137E+03
   0.398035E+02   0.298898E+02   0.210839E+02   0.314516E+02   0.245922E+02   0.119988E-01   0.378389E-02   0.192013E-01   0.260832E-01   0.165244E-03  -0.952487E+03
   0.397857E+02   0.298898E+02   0.210839E+02   0.311086E+02   0.241621E+02   0.104566E-01   0.326977E-01   0.286423E-01   0.242988E-02   0.255727E-01  -0.956543E+03
   0.399900E+02   0.299028E+02   0.212354E+02   0.316409E+02   0.242197E+02   0.928730E-02   0.755853E-02   0.334985E-01   0.205488E-01   0.291633E-02  -0.956472E+03
   0.399900E+02   0.299028E+02   0.211118E+02   0.302317E+02   0.245199E+02   0.630671E-02   0.107911E-01   0.717072E-02   0.259738E-03   0.491312E-02  -0.951206E+03
   0.398497E+02   0.300640E+02   0.211118E+02   0.311867E+02   0.245199E+02   0.506609E-02   0.157759E-02   0.172103E-01   0.467854E-02   0.423793E-02  -0.949302E+03
   0.399544E+02   0.301002E+02   0.210745E+02   0.320383E+02   0.241276E+02   0.575876E-02   0.525229E-03   0.182095E-02   0.227068E-03   0.861544E-03  -0.948716E+03
   0.398686E+02   0.299505E+02   0.211707E+02   0.311441E+02   0.244687E+02   0.440618E-03   0.956496E-02   0.146600E-01   0.227068E-03   0.671054E-02  -0.950501E+03
   0.397139E+02   0.300020E+02   0.211901E+02   0.311071E+02   0.244687E+02   0.903083E-02   0.314829E-02   0.493492E-03   0.322513E-02   0.371293E-02  -0.949345E+03
   0.397139E+02   0.300261E+02   0.210409E+02   0.317353E+02   0.245595E+02   0.477197E-02   0.261000E-01   0.493492E-03   0.335579E-01   0.175710E-01  -0.955143E+03
   0.398493E+02   0.300352E+02   0.209662E+02   0.320918E+02   0.246868E+02   0.565818E-02   0.104843E-01   0.601054E-03   0.476442E-02   0.141011E-01  -0.952526E+03
   0.398493E+02   0.299344E+02   0.210781E+02   0.307659E+02   0.244501E+02   0.942921E-02   0.138270E-02   0.938511E-02   0.174459E-01   0.143356E-02  -0.949861E+03
   0.400846E+02   0.299344E+02   0.210781E+02   0.315283E+02   0.245332E+02   0.429143E-02   0.162681E-02   0.848271E-02   0.115806E-01   0.125420E-01  -0.950078E+03
   0.399127E+02   0.300557E+02   0.210247E+02   0.313113E+02   0.247738E+02   0.607856E-02   0.618074E-02   0.311168E-01   0.530151E-02   0.453778E-01  -0.956116E+03
   0.399127E+02   0.300976E+02   0.211679E+02   0.313289E+02   0.241320E+02   0.444600E-02   0.842282E-03   0.144683E-01   0.936072E-03   0.221613E-02  -0.950270E+03
   0.398177E+02   0.301354E+02   0.210907E+02   0.311179E+02   0.242884E+02   0.480288E-02   0.821610E-04   0.686942E-02   0.409779E-02   0.145254E-01  -0.950001E+03
   0.395762E+02   0.300478E+02   0.210907E+02   0.312946E+02   0.242884E+02   0.313338E-02   0.111563E-02   0.240214E-02   0.525539E-02   0.234944E-02  -0.948805E+03
   0.397970E+02   0.298888E+02   0.210824E+02   0.313964E+02   0.240535E+02   0.196027E-05   0.751881E-03   0.192750E-01   0.752323E-02   0.499905E-02  -0.950644E+03
   0.400519E+02   0.299018E+02   0.211220E+02   0.313964E+02   0.244921E+02   0.709913E-02   0.333610E-02   0.173870E-01   0.649616E-02   0.120212E-02  -0.949540E+03
   0.396620E+02   0.299119E+02   0.211140E+02   0.308789E+02   0.244881E+02   0.347656E-02   0.795737E-02   0.210220E-02   0.408264E-02   0.485269E-02  -0.949601E+03
   0.400553E+02   0.300321E+02   0.211025E+02   0.312691E+02   0.243920E+02   0.921513E-02   0.561637E-02   0.111442E-01   0.247909E-01   0.457192E-02  -0.951178E+03
   0.398609E+02   0.300775E+02   0.210106E+02   0.313275E+02   0.246884E+02   0.126326E-03   0.757373E-02   0.620381E-02   0.455374E-02   0.198970E-01  -0.951542E+03
   0.398836E+02   0.298738E+02   0.210794E+02   0.318732E+02   0.246884E+02   0.451420E-02   0.730358E-02   0.226366E-02   0.242256E-02   0.350402E-02  -0.949679E+03
   0.398494E+02   0.298738E+02   0.210432E+02   0.305745E+02   0.245839E+02   0.763947E-02   0.321564E-02   0.395276E-02   0.174508E-01   0.610544E-02  -0.951181E+03
   0.396241E+02   0.301482E+02   0.210432E+02   0.305278E+02   0.240957E+02   0.258366E-02   0.135932E-01   0.101149E-01   0.750904E-02   0.854070E-02  -0.954372E+03
   0.399490E+02   0.302048E+02   0.210104E+02   0.313897E+02   0.240957E+02   0.145745E-02   0.649434E-02   0.111971E-01   0.229894E-02   0.100946E-01  -0.952727E+03
   0.399490E+02   0.300383E+02   0.210288E+02   0.304669E+02   0.248075E+02   0.511921E-02   0.158277E-01   0.163280E-01   0.159642E-01   0.324470E-02  -0.953987E+03
   0.399490E+02   0.300383E+02   0.210288E+02   0.317468E+02   0.240906E+02   0.185523E-02   0.365141E-03   0.219913E-02   0.255040E-01   0.140234E-01  -0.951784E+03
   0.398304E+02   0.300605E+02   0.210021E+02   0.313624E+02   0.244359E+02   0.110094E-01   0.388973E-01   0.243054E-01   0.653735E-02   0.118257E-01  -0.955646E+03
   0.399466E+02   0.300605E+02   0.211449E+02   0.309319E+02   0.250638E+02   0.465954E-02   0.947951E-02   0.282329E-01   0.754320E-02   0.104996E-01  -0.955944E+03
   0.399466E+02   0.300850E+02   0.210796E+02   0.313519E+02   0.254448E+02   0.105059E-01   0.201191E-01   0.152181E-02   0.566368E-02   0.533616E-02  -0.955807E+03
   0.397091E+02   0.299736E+02   0.210466E+02   0.314973E+02   0.242958E+02   0.273028E-02   0.100152E-01   0.189652E-01   0.359416E-01   0.146530E-01  -0.954794E+03
   0.397091E+02   0.301438E+02   0.210956E+02   0.308057E+02   0.244510E+02   0.119651E-01   0.527361E-02   0.152466E-01   0.113195E-01   0.997208E-03  -0.952122E+03
   0.399617E+02   0.298476E+02   0.211707E+02   0.314200E+02   0.240285E+02   0.806125E-02   0.191648E-02   0.144630E-01   0.141133E-01   0.141585E-01  -0.953155E+03
   0.399959E+02   0.299098E+02   0.211328E+02   0.305251E+02   0.240264E+02   0.110829E-02   0.122814E-01   0.611681E-02   0.197424E-01   0.212084E-01  -0.954526E+03
   0.398142E+02   0.299679E+02   0.210435E+02   0.307840E+02   0.240843E+02   0.133223E-02   0.222757E-02   0.462719E-02   0.207110E-01   0.129698E-01  -0.951465E+03
   0.401512E+02   0.299849E+02   0.211156E+02   0.311584E+02   0.239959E+02   0.700031E-02   0.283725E-03   0.910526E-02   0.902524E-02   0.420278E-02  -0.950236E+03
   0.401499E+02   0.299849E+02   0.211156E+02   0.309921E+02   0.244033E+02   0.602315E-02   0.244089E-02   0.341097E-01   0.269304E-01   0.420278E-02  -0.953745E+03
   0.397881E+02   0.298810E+02   0.211087E+02   0.310846E+02   0.240269E+02   0.570935E-02   0.157405E-01   0.441833E-02   0.386216E-02   0.411173E-03  -0.950160E+03
   0.398703E+02   0.300230E+02   0.211087E+02   0.315835E+02   0.242977E+02   0.749525E-02   0.952149E-02   0.625276E-03   0.545312E-02   0.124881E-01  -0.949206E+03
   0.398703E+02   0.299495E+02   0.210960E+02   0.319698E+02   0.238720E+02   0.958739E-02   0.968140E-03   0.190019E-02   0.314552E-02   0.140607E-01  -0.951275E+03
   0.398703E+02   0.299870E+02   0.210268E+02   0.316480E+02   0.246929E+02   0.628855E-02   0.968140E-03   0.380542E-02   0.679202E-02   0.250620E-01  -0.950671E+03
   0.401430E+02   0.299762E+02   0.209937E+02   0.314810E+02   0.240271E+02   0.760799E-02   0.968140E-03   0.525072E-03   0.174143E-01   0.720867E-02  -0.951502E+03
   0.402520E+02   0.299727E+02   0.211306E+02   0.321646E+02   0.245108E+02   0.101318E-01   0.536942E-02   0.179729E-01   0.339005E-02   0.491468E-02  -0.952697E+03
   0.397852E+02   0.299278E+02   0.211382E+02   0.315061E+02   0.245108E+02   0.239051E-02   0.960752E-02   0.126112E-02   0.288361E-02   0.306008E-02  -0.948863E+03
   0.398747E+02   0.298628E+02   0.212027E+02   0.310576E+02   0.245108E+02   0.273476E-02   0.246616E-02   0.296806E-02   0.515039E-02   0.274207E-01  -0.952762E+03
   0.397205E+02   0.300475E+02   0.211100E+02   0.311536E+02   0.244747E+02   0.124276E-01   0.603053E-02   0.171175E-01   0.116818E-02   0.255335E-01  -0.952682E+03
   0.399808E+02   0.298526E+02   0.211754E+02   0.308652E+02   0.242982E+02   0.853185E-02   0.328166E-01   0.272627E-01   0.234222E-02   0.297222E-02  -0.955058E+03
   0.399808E+02   0.298526E+02   0.211232E+02   0.303529E+02   0.240147E+02   0.469047E-02   0.863339E-02   0.200964E-01   0.621200E-02   0.181218E-02  -0.953445E+03
   0.398241E+02   0.298854E+02   0.210617E+02   0.306724E+02   0.241155E+02   0.792518E-02   0.777416E-02   0.103313E-01   0.621200E-02   0.421258E-02  -0.950946E+03
   0.397984E+02   0.300978E+02   0.210650E+02   0.304375E+02   0.244562E+02   0.487013E-02   0.109439E-01   0.169689E-01   0.779636E-02   0.150708E-01  -0.953417E+03
   0.399071E+02   0.299259E+02   0.210396E+02   0.311222E+02   0.244562E+02   0.606930E-02   0.130782E-02   0.406099E-02   0.281508E-02   0.337082E-01  -0.950504E+03
   0.396704E+02   0.299594E+02   0.209975E+02   0.312912E+02   0.244562E+02   0.998170E-02   0.799619E-02   0.595333E-02   0.256393E-01   0.178433E-02  -0.951969E+03
   0.398434E+02   0.299594E+02   0.210776E+02   0.313282E+02   0.245037E+02   0.162238E-03   0.119998E-01   0.686964E-02   0.120989E-02   0.403994E-02  -0.948622E+03
   0.398434E+02   0.299866E+02   0.210219E+02   0.310989E+02   0.241173E+02   0.709178E-02   0.180919E-02   0.878572E-02   0.332400E-02   0.188415E-02  -0.948673E+03
   0.399936E+02   0.299866E+02   0.210219E+02   0.316077E+02   0.247689E+02   0.529104E-02   0.117157E-01   0.736730E-03   0.974695E-03   0.539764E-02  -0.949448E+03
   0.401017E+02   0.300033E+02   0.210640E+02   0.313030E+02   0.239987E+02   0.400599E-02   0.137373E-02   0.304062E-01   0.274690E-01   0.672204E-02  -0.954015E+03
   0.401017E+02   0.299153E+02   0.211576E+02   0.309521E+02   0.242719E+02   0.707040E-02   0.796662E-02   0.146989E-01   0.192624E-02   0.713839E-02  -0.950795E+03
   0.397107E+02   0.299489E+02   0.211740E+02   0.315293E+02   0.240455E+02   0.306407E-02   0.272443E-02   0.135191E-01   0.153528E-01   0.116564E-01  -0.952845E+03
   0.397107E+02   0.300429E+02   0.211035E+02   0.312379E+02   0.243702E+02   0.198554E-01   0.600434E-02   0.565992E-02   0.123568E-01   0.328134E-02  -0.956724E+03
   0.398085E+02   0.301264E+02   0.211314E+02   0.311815E+02   0.248273E+02   0.921993E-02   0.153912E-01   0.196091E-02   0.433900E-02   0.101279E-01  -0.951986E+03
   0.400083E+02   0.298404E+02   0.210658E+02   0.302111E+02   0.248608E+02   0.555799E-02   0.100580E-01   0.486842E-02   0.174217E-02   0.701899E-02  -0.953444E+03
   0.394858E+02   0.298525E+02   0.209732E+02   0.321804E+02   0.240571E+02   0.605892E-02   0.515290E-02   0.359321E-02   0.319395E-01   0.489252E-02  -0.958702E+03
   0.398571E+02   0.302429E+02   0.211350E+02   0.312416E+02   0.243213E+02   0.138048E-01   0.592634E-02   0.116748E-01   0.595022E-02   0.546430E-02  -0.954258E+03
   0.399583E+02   0.298500E+02   0.210105E+02   0.312558E+02   0.246345E+02   0.193892E-02   0.244433E-02   0.192898E-02   0.265145E-01   0.191439E-02  -0.951422E+03
   0.399583E+02   0.297805E+02   0.211875E+02   0.313043E+02   0.243687E+02   0.125883E-01   0.798865E-02   0.138859E-01   0.138458E-01   0.298205E-02  -0.954172E+03
   0.398941E+02   0.301791E+02   0.211697E+02   0.314218E+02   0.246435E+02   0.147146E-01   0.160064E-01   0.893510E-02   0.219144E-01   0.163850E-01  -0.957405E+03
   0.396618E+02   0.302805E+02   0.209938E+02   0.311783E+02   0.245378E+02   0.150604E-01   0.164794E-01   0.893510E-02   0.188182E-01   0.116816E-01  -0.958425E+03
   0.399905E+02   0.298133E+02   0.209261E+02   0.313471E+02   0.250435E+02   0.115888E-01   0.182060E-02   0.661449E-02   0.237168E-01   0.646144E-02  -0.956831E+03
   0.396021E+02   0.301855E+02   0.211475E+02   0.313185E+02   0.242120E+02   0.110052E-01   0.104460E-01   0.589616E-02   0.769344E-03   0.461861E-02  -0.952725E+03
   0.400955E+02   0.299641E+02   0.210271E+02   0.314021E+02   0.246312E+02   0.737915E-03   0.255859E-01   0.607788E-02   0.678448E-04   0.298742E-01  -0.953392E+03
   0.398803E+02   0.299641E+02   0.210291E+02   0.310211E+02   0.246678E+02   0.102812E-01   0.676949E-02   0.607788E-02   0.239119E-02   0.691682E-02  -0.949284E+03
   0.398803E+02   0.301105E+02   0.209824E+02   0.317352E+02   0.244750E+02   0.866998E-02   0.452257E-02   0.335368E-02   0.256660E-02   0.895055E-02  -0.950125E+03
   0.398803E+02   0.301105E+02   0.210038E+02   0.317352E+02   0.249550E+02   0.689317E-02   0.222422E-01   0.335368E-02   0.539873E-02   0.127551E-02  -0.952882E+03
   0.399822E+02   0.299194E+02   0.210884E+02   0.318719E+02   0.239855E+02   0.165687E-02   0.133243E-01   0.229050E-02   0.551109E-02   0.118986E-01  -0.951396E+03
   0.398067E+02   0.298527E+02   0.210884E+02   0.307137E+02   0.242827E+02   0.522778E-02   0.206388E-01   0.125056E-01   0.120194E-01   0.548575E-03  -0.952318E+03
   0.398120E+02   0.300579E+02   0.210675E+02   0.312750E+02   0.248074E+02   0.133932E-01   0.220279E-01   0.186943E-01   0.136948E-02   0.726008E-02  -0.953247E+03
   0.400295E+02   0.301632E+02   0.211649E+02   0.312358E+02   0.238485E+02   0.851692E-02   0.314502E-01   0.933592E-02   0.700459E-03   0.217568E-02  -0.955395E+03
   0.399571E+02   0.301028E+02   0.210956E+02   0.315736E+02   0.246732E+02   0.409063E-02   0.824793E-02   0.365750E-02   0.712885E-02   0.141320E-01  -0.951002E+03
   0.399417E+02   0.300033E+02   0.210870E+02   0.314440E+02   0.246732E+02   0.620817E-02   0.921838E-02   0.234016E-02   0.537173E-01   0.229732E-01  -0.955292E+03
   0.401964E+02   0.301666E+02   0.211196E+02   0.316077E+02   0.247376E+02   0.860088E-02   0.749879E-02   0.917217E-02   0.194908E-01   0.940982E-02  -0.955034E+03
   0.396325E+02   0.299882E+02   0.210623E+02   0.319157E+02   0.244708E+02   0.929625E-02   0.738106E-02   0.133389E-01   0.772445E-03   0.726342E-02  -0.950763E+03
   0.401048E+02   0.299882E+02   0.210732E+02   0.312410E+02   0.244708E+02   0.107598E-02   0.238295E-02   0.157661E-01   0.566219E-03   0.103768E-01  -0.949391E+03
   0.398016E+02   0.300376E+02   0.210177E+02   0.315626E+02   0.245888E+02   0.402301E-02   0.518962E-01   0.217665E-02   0.566219E-03   0.147080E-01  -0.954021E+03
   0.397438E+02   0.300827E+02   0.211235E+02   0.313452E+02   0.243918E+02   0.107309E-02   0.247274E-01   0.649089E-02   0.165545E-01   0.181671E-01  -0.953808E+03
   0.397438E+02   0.301155E+02   0.210170E+02   0.321320E+02   0.249420E+02   0.919650E-02   0.262338E-02   0.335428E-02   0.829484E-02   0.337580E-02  -0.952213E+03
   0.398795E+02   0.298688E+02   0.211145E+02   0.307648E+02   0.248174E+02   0.105680E-01   0.453720E-03   0.364854E-02   0.816926E-02   0.814568E-02  -0.950599E+03
   0.398395E+02   0.298135E+02   0.209963E+02   0.318248E+02   0.246395E+02   0.321092E-02   0.812896E-03   0.236043E-01   0.521945E-02   0.366517E-02  -0.953390E+03
   0.398289E+02   0.300313E+02   0.211095E+02   0.306252E+02   0.246395E+02   0.867659E-02   0.815385E-02   0.185876E-02   0.575982E-04   0.516512E-02  -0.949076E+03
   0.400120E+02   0.298596E+02   0.211382E+02   0.313976E+02   0.241562E+02   0.115959E-01   0.710711E-02   0.185876E-02   0.295119E-02   0.137284E-01  -0.951094E+03
   0.400120E+02   0.298596E+02   0.210228E+02   0.310598E+02   0.247154E+02   0.996252E-02   0.494806E-02   0.306046E-01   0.641843E-02   0.943982E-02  -0.953374E+03
   0.397418E+02   0.301237E+02   0.211794E+02   0.312595E+02   0.242368E+02   0.121241E-02   0.193967E-01   0.179452E-02   0.132345E-01   0.386177E-02  -0.953112E+03
   0.398245E+02   0.301061E+02   0.211246E+02   0.317096E+02   0.244586E+02   0.482355E-02   0.135865E-01   0.114495E-01   0.150292E-01   0.157377E-01  -0.953287E+03
   0.397277E+02   0.300514E+02   0.211203E+02   0.314326E+02   0.242653E+02   0.469285E-02   0.131004E-01   0.122993E-01   0.861193E-02   0.456385E-02  -0.950817E+03
   0.400669E+02   0.300514E+02   0.211049E+02   0.316358E+02   0.242653E+02   0.517094E-02   0.584190E-02   0.707102E-02   0.219709E-02   0.170256E-01  -0.950181E+03
   0.398445E+02   0.298974E+02   0.210973E+02   0.309198E+02   0.242653E+02   0.117413E-01   0.610232E-03   0.117729E-02   0.109388E-01   0.316592E-01  -0.952314E+03
   0.401383E+02   0.300017E+02   0.210498E+02   0.304607E+02   0.248125E+02   0.108749E-01   0.763852E-02   0.117729E-02   0.197977E-01   0.167836E-01  -0.953889E+03
   0.398667E+02   0.299526E+02   0.209657E+02   0.303133E+02   0.243165E+02   0.706895E-03   0.130147E-01   0.102341E-01   0.226439E-01   0.760174E-02  -0.955298E+03
   0.400340E+02   0.300350E+02   0.210525E+02   0.303792E+02   0.243740E+02   0.586685E-03   0.140431E-01   0.527563E-02   0.171291E-01   0.126291E-01  -0.952988E+03
   0.401090E+02   0.299864E+02   0.211256E+02   0.318259E+02   0.248661E+02   0.319222E-02   0.458788E-01   0.633971E-02   0.284287E-02   0.194493E-01  -0.957027E+03
   0.400811E+02   0.300891E+02   0.211288E+02   0.309336E+02   0.244717E+02   0.798839E-02   0.420339E-01   0.166601E-02   0.191282E-01   0.138917E-01  -0.955409E+03
   0.400319E+02   0.300894E+02   0.210977E+02   0.309589E+02   0.245103E+02   0.296671E-02   0.828055E-02   0.162320E-01   0.259499E-02   0.167257E-01  -0.951682E+03
   0.396958E+02   0.299277E+02   0.210977E+02   0.310167E+02   0.246432E+02   0.109053E-01   0.739843E-02   0.825001E-03   0.195675E-01   0.362351E-02  -0.950711E+03
   0.401811E+02   0.300696E+02   0.210977E+02   0.313471E+02   0.244359E+02   0.324361E-02   0.143416E-01   0.409211E-03   0.481558E-02   0.964516E-02  -0.950577E+03
   0.398976E+02   0.299050E+02   0.211399E+02   0.314679E+02   0.240503E+02   0.327320E-02   0.157782E-02   0.102808E-02   0.151116E-01   0.138958E-02  -0.949358E+03
   0.398661E+02   0.298461E+02   0.211399E+02   0.312686E+02   0.247830E+02   0.911607E-02   0.196003E-01   0.474451E-02   0.630406E-03   0.172215E-02  -0.950926E+03
   0.401588E+02   0.301092E+02   0.209623E+02   0.315324E+02   0.245644E+02   0.648805E-02   0.252231E-02   0.303601E-02   0.196796E-02   0.823499E-02  -0.951042E+03
   0.395802E+02   0.300256E+02   0.210310E+02   0.302734E+02   0.242374E+02   0.110399E-02   0.625500E-02   0.303601E-02   0.128393E-01   0.510021E-03  -0.952594E+03
   0.397910E+02   0.300625E+02   0.211330E+02   0.316016E+02   0.242374E+02   0.241404E-02   0.107880E-01   0.142464E-01   0.999818E-02   0.963049E-02  -0.951734E+03
   0.399003E+02   0.300569E+02   0.211003E+02   0.316016E+02   0.242374E+02   0.599524E-02   0.229104E-02   0.363940E-03   0.827174E-02   0.198643E-01  -0.949745E+03
   0.398525E+02   0.300049E+02   0.210536E+02   0.312116E+02   0.242431E+02   0.109418E-02   0.219115E-02   0.175403E-02   0.349370E-02   0.192730E-01  -0.948817E+03
   0.396532E+02   0.299903E+02   0.210662E+02   0.315464E+02   0.245609E+02   0.847609E-02   0.321800E-03   0.155608E-02   0.410647E-02   0.146407E-01  -0.949183E+03
   0.397905E+02   0.301223E+02   0.210624E+02   0.318881E+02   0.244775E+02   0.564750E-02   0.981633E-02   0.155608E-02   0.900976E-02   0.137767E-01  -0.951291E+03
   0.399545E+02   0.300861E+02   0.210579E+02   0.316397E+02   0.243950E+02   0.892451E-02   0.298004E-01   0.190270E-02   0.569927E-02   0.183089E-01  -0.952494E+03
   0.397486E+02   0.300543E+02   0.211647E+02   0.307270E+02   0.246661E+02   0.327033E-02   0.858303E-02   0.905753E-02   0.257717E-01   0.110030E-01  -0.954380E+03
   0.400026E+02   0.299062E+02   0.210771E+02   0.314404E+02   0.246363E+02   0.888599E-02   0.979951E-02   0.324943E-01   0.178669E-01   0.200315E-01  -0.954845E+03
   0.404136E+02   0.299067E+02   0.210781E+02   0.314132E+02   0.243302E+02   0.916586E-02   0.139131E-01   0.194206E-01   0.827892E-03   0.156424E-01  -0.954476E+03
   0.404538E+02   0.301228E+02   0.210796E+02   0.321225E+02   0.245901E+02   0.857029E-02   0.185403E-02   0.110597E-01   0.876182E-02   0.233084E-01  -0.957116E+03
   0.398546E+02   0.300625E+02   0.211104E+02   0.320696E+02   0.247064E+02   0.728164E-02   0.170031E-02   0.120073E-01   0.146512E-01   0.181428E-02  -0.951444E+03
   0.397724E+02   0.299149E+02   0.211854E+02   0.320747E+02   0.241953E+02   0.312029E-02   0.130000E-02   0.183775E-02   0.313363E-01   0.364205E-02  -0.953624E+03
