Kmin_MR_a0     Kmin_MR_a1     Kmin_MR_a2     Kmin_MR_a3     Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.301228E+02   0.119942E+02  -0.201317E+00   0.710582E+00   0.291095E+02  -0.389861E+00   0.745011E+01  -0.483299E+01   0.642743E-01   0.372662E-01   0.363384E-02   0.848424E-02   0.152508E-01  -0.111239E+04
   0.302702E+02   0.122306E+02  -0.293929E+00  -0.209351E+00   0.289077E+02   0.164357E+01   0.336102E+01  -0.546808E+01   0.532719E-01   0.872291E-02   0.104663E-01   0.111049E-02   0.108232E-01  -0.110532E+04
   0.300663E+02   0.121536E+02  -0.705185E+00  -0.881166E-01   0.288683E+02   0.193182E+01   0.366651E+01  -0.211621E+01   0.544807E-01   0.224575E-02   0.222669E-02   0.220384E-02   0.186560E-01  -0.110321E+04
   0.301041E+02   0.119864E+02  -0.382879E+00  -0.881166E-01   0.292526E+02   0.104310E+01   0.542066E+01  -0.619249E+01   0.612449E-01   0.195603E-01   0.885467E-02   0.391370E-02   0.128770E-01  -0.110497E+04
   0.301014E+02   0.118143E+02  -0.923237E+00  -0.559191E+00   0.294650E+02   0.120722E+01   0.341882E+01  -0.430811E+01   0.593368E-01   0.537668E-02   0.111428E-02   0.422251E-02   0.104417E-02  -0.110061E+04
   0.301014E+02   0.115942E+02  -0.916608E+00  -0.122657E+01   0.298770E+02   0.182947E+01   0.333629E+01  -0.542472E+01   0.572402E-01   0.102637E-01   0.111428E-02   0.137122E-01   0.674140E-02  -0.110536E+04
   0.301604E+02   0.120148E+02  -0.916608E+00  -0.772530E+00   0.300784E+02   0.599215E+00   0.534331E+01  -0.210197E+01   0.641783E-01   0.564913E-02   0.343419E-03   0.373707E-02   0.354192E-02  -0.110251E+04
   0.301604E+02   0.123644E+02   0.139973E+00  -0.490601E+00   0.301167E+02  -0.252278E+00   0.525333E+01  -0.578409E+01   0.687402E-01   0.134835E-01   0.229681E-02   0.413615E-02   0.137213E-01  -0.110856E+04
   0.300426E+02   0.123644E+02  -0.191970E+00   0.104391E+00   0.294373E+02   0.146896E+01   0.469599E+01  -0.248909E+01   0.633933E-01   0.119242E-01   0.469181E-02   0.824001E-02   0.857922E-03  -0.110411E+04
   0.302390E+02   0.121990E+02  -0.191970E+00  -0.323802E+00   0.300533E+02   0.278446E+00   0.533081E+01  -0.204612E+01   0.623173E-01   0.137582E-01   0.562271E-02   0.661710E-02   0.431064E-02  -0.110497E+04
   0.303582E+02   0.121990E+02  -0.223623E+00  -0.463567E+00   0.282335E+02   0.273694E+01   0.251770E+01  -0.457132E+01   0.533391E-01   0.358311E-01   0.138775E-01   0.840801E-02   0.297147E-02  -0.111032E+04
   0.304048E+02   0.122177E+02  -0.467526E+00  -0.393210E+00   0.281210E+02   0.245859E+01   0.381699E+01  -0.544348E+01   0.549979E-01   0.573977E-02   0.483500E-03   0.509035E-02   0.339136E-02  -0.110592E+04
   0.304592E+02   0.123903E+02  -0.467526E+00   0.983615E-01   0.289503E+02   0.202195E+01   0.376511E+01  -0.284174E+01   0.599042E-01   0.128654E-01   0.804305E-02   0.124948E-01   0.759282E-02  -0.110633E+04
   0.304700E+02   0.119997E+02  -0.147814E+01  -0.865968E+00   0.294402E+02  -0.174578E+00   0.553464E+01  -0.101095E+01   0.658871E-01   0.732713E-02   0.215725E-02   0.144782E-01   0.445765E-02  -0.111083E+04
   0.305595E+02   0.123771E+02  -0.503749E+00  -0.339685E-01   0.304411E+02   0.128562E+01   0.424652E+01  -0.538548E+01   0.644370E-01   0.194080E-01   0.178075E-01   0.345085E-02   0.522739E-02  -0.110978E+04
   0.302154E+02   0.125042E+02  -0.421376E-01  -0.204943E+00   0.295131E+02   0.305826E+01   0.712098E+01  -0.692867E+00   0.605096E-01   0.440173E-02   0.128193E-01   0.171466E-01   0.569027E-02  -0.110831E+04
   0.301892E+02   0.123051E+02  -0.270869E+00  -0.204943E+00   0.282646E+02   0.361718E+01   0.111392E+01  -0.340091E+01   0.600658E-01   0.440173E-02   0.148048E-01   0.698329E-02   0.136618E-01  -0.110717E+04
   0.301892E+02   0.120121E+02   0.687355E-01  -0.913124E+00   0.280761E+02   0.214506E+01   0.373354E+01  -0.281024E+01   0.604129E-01   0.238703E-03   0.128207E-01   0.100325E-01   0.126530E-01  -0.110790E+04
   0.296977E+02   0.112391E+02  -0.867043E+00  -0.913124E+00   0.296267E+02   0.344016E+01   0.488749E+01  -0.412391E+01   0.530426E-01   0.355783E-02   0.108221E-01   0.335810E-02   0.145856E-01  -0.110874E+04
   0.299034E+02   0.115772E+02  -0.115406E+01  -0.228538E+00   0.294245E+02   0.125474E+01   0.351483E+01  -0.396573E+01   0.640793E-01   0.224426E-02   0.302539E-01   0.345253E-01   0.445706E-02  -0.110757E+04
   0.301424E+02   0.116638E+02  -0.115406E+01  -0.339699E+00   0.295971E+02  -0.107482E+01   0.731106E+01  -0.432861E+01   0.602427E-01   0.136678E-01   0.579643E-02   0.173865E-01   0.620080E-03  -0.110749E+04
   0.300436E+02   0.115687E+02  -0.932963E+00  -0.965600E+00   0.286883E+02   0.202564E+00   0.267294E+01  -0.656558E+01   0.560552E-01   0.787745E-02   0.217228E-01   0.833709E-02   0.945758E-02  -0.110969E+04
   0.300436E+02   0.118206E+02  -0.154397E+01   0.896701E-02   0.295768E+02   0.212238E+01   0.504053E+01  -0.212508E+01   0.597940E-01   0.105214E-01   0.345491E-02   0.757409E-02   0.559697E-02  -0.110484E+04
   0.300436E+02   0.118206E+02  -0.107286E+01  -0.778087E+00   0.296237E+02   0.160946E+01   0.783233E+01  -0.580169E+01   0.617047E-01   0.267359E-02   0.166187E-02   0.185812E-01   0.444566E-04  -0.110437E+04
   0.300768E+02   0.119437E+02  -0.306570E+00   0.994256E-01   0.296237E+02   0.724612E+00   0.761779E+01  -0.498680E+00   0.617519E-01   0.254423E-04   0.547267E-03   0.284866E-01   0.387240E-02  -0.110757E+04
   0.299308E+02   0.114467E+02  -0.976640E+00  -0.702236E+00   0.299528E+02   0.120812E+01   0.489896E+01  -0.463781E+01   0.657676E-01   0.821011E-02   0.396387E-04   0.112034E-01   0.423724E-02  -0.110277E+04
   0.299366E+02   0.116988E+02  -0.814619E+00  -0.227857E+00   0.296562E+02   0.238629E+00   0.690178E+01  -0.402590E+01   0.565769E-01   0.212130E-02   0.558046E-02   0.246610E-01   0.254778E-01  -0.110653E+04
   0.299366E+02   0.116853E+02  -0.974835E+00  -0.705942E+00   0.291065E+02   0.343467E+01   0.418665E+01  -0.519865E+01   0.549817E-01   0.112192E-01   0.255419E-02   0.137080E-02   0.270908E-02  -0.110301E+04
   0.299366E+02   0.111882E+02  -0.107340E+01  -0.171958E+01   0.296214E+02   0.206573E+01   0.617985E+01  -0.282687E+01   0.637542E-01   0.249752E-01   0.859215E-03   0.275246E-01   0.100169E-01  -0.110962E+04
   0.298614E+02   0.112680E+02  -0.131022E+01  -0.225725E+00   0.299552E+02   0.171850E+01   0.474306E+01  -0.219565E+01   0.616692E-01   0.187590E-01   0.159412E-03   0.479931E-02   0.131335E-01  -0.110532E+04
   0.298720E+02   0.115398E+02  -0.148295E+01  -0.101095E+01   0.294705E+02   0.171850E+01   0.612320E+01  -0.401456E+01   0.593270E-01   0.206657E-02   0.328083E-02   0.693940E-02   0.671649E-02  -0.110317E+04
   0.301965E+02   0.119418E+02  -0.373027E+00  -0.368149E+00   0.286181E+02   0.246413E+01   0.469193E+01  -0.359670E+01   0.599546E-01   0.524825E-02   0.656946E-03   0.112114E-01   0.484592E-02  -0.110258E+04
   0.299343E+02   0.119418E+02  -0.463094E+00  -0.285846E+00   0.297042E+02   0.546254E+00   0.716917E+01  -0.302347E+01   0.590331E-01   0.750638E-02   0.631956E-04   0.264973E-03   0.638697E-03  -0.110193E+04
   0.299343E+02   0.119837E+02  -0.416918E+00  -0.600212E+00   0.292184E+02   0.337663E+01   0.695165E+01  -0.172637E+01   0.653576E-01   0.350005E-01   0.485841E-03   0.264973E-03   0.685230E-02  -0.110893E+04
   0.301918E+02   0.115714E+02  -0.416918E+00  -0.132162E+01   0.295568E+02   0.343896E+01   0.149359E+01  -0.213570E+01   0.601770E-01   0.101542E-01   0.155345E-04   0.238102E-02   0.133572E-01  -0.110767E+04
   0.302428E+02   0.115714E+02  -0.843812E+00  -0.643869E+00   0.287554E+02   0.321987E+01   0.238199E+01  -0.221807E+01   0.605251E-01   0.382255E-01   0.184428E-01   0.735489E-03   0.585669E-02  -0.110893E+04
   0.302435E+02   0.118736E+02  -0.246824E+00  -0.394299E+00   0.300375E+02   0.106946E+01   0.517013E+01  -0.567913E+01   0.615837E-01   0.453874E-02   0.175593E-01   0.855267E-02   0.437143E-02  -0.110539E+04
   0.302581E+02   0.113951E+02  -0.113971E+01  -0.101910E+01   0.296054E+02   0.272895E+01   0.457010E+01  -0.270670E+01   0.605568E-01   0.165330E-01   0.147215E-01   0.143295E-01   0.333144E-01  -0.111147E+04
   0.302581E+02   0.119706E+02  -0.112627E+01  -0.725258E+00   0.299660E+02   0.478650E+00   0.404062E+01  -0.366475E+01   0.604109E-01   0.120985E-02   0.676700E-02   0.402751E-02   0.969231E-02  -0.110355E+04
   0.300407E+02   0.115692E+02  -0.109850E+01  -0.363951E+00   0.308427E+02   0.198204E+01   0.416569E+01  -0.504124E+01   0.665491E-01   0.236296E-01   0.978148E-03   0.789865E-02   0.285313E-02  -0.110556E+04
   0.299876E+02   0.115127E+02  -0.128466E+01  -0.588876E+00   0.289183E+02   0.112099E+01   0.547083E+01  -0.309336E+01   0.655041E-01   0.112686E-02   0.290813E-03   0.280281E-01   0.170660E-02  -0.110490E+04
   0.299876E+02   0.118147E+02  -0.146635E+01  -0.349238E+00   0.291087E+02   0.288585E+01   0.410866E+01  -0.432966E+01   0.492962E-01   0.282094E-02   0.154667E-01   0.909321E-03   0.148867E-01  -0.110939E+04
   0.300654E+02   0.121528E+02  -0.125707E+01   0.165873E+00   0.303144E+02   0.289041E+01   0.513875E+01  -0.396862E+01   0.611702E-01   0.582917E-02   0.107229E-01   0.331317E-02   0.827001E-02  -0.110623E+04
   0.301040E+02   0.118459E+02  -0.695798E+00   0.923088E-01   0.293345E+02   0.289041E+01   0.325668E+01  -0.856417E+00   0.585974E-01   0.266844E-02   0.558072E-02   0.517714E-02   0.828576E-02  -0.110288E+04
   0.301040E+02   0.117715E+02  -0.651781E+00   0.560907E-01   0.293887E+02   0.434689E+01   0.463914E+01  -0.287935E+00   0.611148E-01   0.181732E-01   0.923839E-02   0.191187E-01   0.801908E-02  -0.110757E+04
   0.303681E+02   0.127427E+02  -0.205478E+00  -0.349339E-01   0.294727E+02   0.212130E+01   0.487045E+01  -0.185153E+01   0.628515E-01   0.132253E-02   0.689631E-02   0.423979E-01   0.817004E-03  -0.110817E+04
   0.298416E+02   0.115959E+02  -0.687090E+00  -0.360892E+00   0.294727E+02   0.212130E+01   0.263023E+01  -0.316516E+01   0.613546E-01   0.592857E-02   0.739812E-02   0.103122E-01   0.116571E-01  -0.110393E+04
   0.298416E+02   0.118090E+02  -0.806694E+00  -0.161675E+00   0.297786E+02   0.330929E+01   0.447163E+01  -0.522493E+01   0.545847E-01   0.682044E-02   0.739812E-02   0.190869E-02   0.836948E-03  -0.110418E+04
   0.299378E+02   0.117790E+02  -0.142318E+01  -0.470343E+00   0.289474E+02   0.276781E+01   0.585559E+01  -0.325961E+01   0.577291E-01   0.879981E-02   0.110371E-01   0.517766E-02   0.128999E-01  -0.110564E+04
   0.299687E+02   0.117113E+02  -0.142318E+01  -0.772232E+00   0.291624E+02  -0.245920E+00   0.477279E+01  -0.280296E+01   0.619343E-01   0.409601E-02   0.153609E-01   0.296696E-02   0.296369E-02  -0.110511E+04
   0.300976E+02   0.117113E+02  -0.363581E+00  -0.637619E+00   0.299937E+02   0.265242E+01   0.649533E+01  -0.289162E+01   0.646797E-01   0.192925E-02   0.252639E-01   0.173976E-01   0.896150E-02  -0.110714E+04
   0.301132E+02   0.120997E+02  -0.412814E+00   0.235441E+00   0.288866E+02   0.211824E+01   0.203328E+01  -0.332413E+01   0.530878E-01   0.792506E-02   0.398123E-02   0.180677E-01   0.103221E-01  -0.110609E+04
   0.300591E+02   0.118527E+02  -0.412814E+00  -0.544708E+00   0.288866E+02   0.424428E+01   0.106559E+01  -0.154696E+01   0.611199E-01   0.194861E-02   0.354043E-03   0.113465E-01   0.395209E-02  -0.110410E+04
   0.300591E+02   0.118527E+02  -0.153288E+01  -0.109536E+01   0.304981E+02   0.223654E+01   0.214072E+01  -0.414760E+01   0.636232E-01   0.250906E-02   0.141597E-01   0.284755E-02   0.313248E-02  -0.110697E+04
   0.298407E+02   0.112553E+02  -0.161341E+01  -0.160032E+01   0.289282E+02   0.125549E+01   0.264258E+01  -0.440647E+01   0.645819E-01   0.105036E-01   0.883009E-02   0.495549E-02   0.178471E-03  -0.110705E+04
   0.298720E+02   0.112646E+02  -0.131685E+01  -0.240774E+00   0.298138E+02   0.367178E+01   0.576033E+01   0.556820E+00   0.625710E-01   0.931619E-02   0.784451E-02   0.130923E-01   0.728296E-02  -0.110846E+04
   0.302583E+02   0.116592E+02  -0.106357E+01  -0.240774E+00   0.304969E+02   0.333320E+00   0.533512E+01  -0.141845E+01   0.734996E-01   0.143878E-01   0.220868E-01   0.173529E-01   0.544926E-02  -0.111244E+04
   0.301674E+02   0.117647E+02  -0.671091E+00  -0.114325E+01   0.309049E+02  -0.199251E+00   0.487502E+01  -0.757409E+01   0.586625E-01   0.146167E-01   0.475632E-02   0.592738E-02   0.719967E-02  -0.110897E+04
   0.300623E+02   0.116764E+02  -0.154774E+01  -0.114325E+01   0.294013E+02   0.932007E+00   0.406588E+01  -0.557910E+01   0.552611E-01   0.188904E-02   0.397091E-02   0.358198E-02   0.601751E-02  -0.110457E+04
   0.301948E+02   0.119685E+02  -0.545655E+00  -0.669863E+00   0.300020E+02   0.370015E+01   0.294736E+01  -0.473569E+01   0.616265E-01   0.448014E-01   0.103970E-01   0.322310E-01   0.699934E-04  -0.111039E+04
   0.303321E+02   0.122833E+02  -0.545655E+00  -0.904308E-01   0.276543E+02   0.327361E+01   0.343888E+01  -0.296044E+01   0.537919E-01   0.125507E-01   0.938805E-02   0.473826E-01   0.191768E-01  -0.111269E+04
   0.301744E+02   0.121940E+02  -0.545655E+00  -0.807253E+00   0.304629E+02   0.395342E+01   0.335633E+01  -0.556286E+01   0.647953E-01   0.726575E-02   0.264659E-01   0.185797E-01   0.827226E-02  -0.111044E+04
   0.301748E+02   0.125177E+02   0.224771E+00   0.426409E+00   0.300645E+02   0.159405E+01   0.615004E+01  -0.631561E+01   0.574686E-01   0.506132E-01   0.763411E-03   0.908446E-03   0.762686E-03  -0.110831E+04
   0.303019E+02   0.126940E+02  -0.616267E+00   0.686069E+00   0.295039E+02   0.349356E+01   0.615004E+01  -0.397445E+01   0.565446E-01   0.313098E-01   0.238838E-01   0.441670E-02   0.986685E-02  -0.111259E+04
   0.303353E+02   0.125903E+02  -0.629556E+00  -0.902829E-01   0.304247E+02   0.146924E+01   0.615004E+01  -0.349602E+01   0.596335E-01   0.961265E-02   0.424151E-02   0.310437E-02   0.149048E-01  -0.110606E+04
   0.299415E+02   0.120397E+02  -0.475870E+00   0.474838E+00   0.294382E+02   0.240135E+01   0.407278E+01  -0.478394E+01   0.553972E-01   0.774116E-02   0.984705E-02   0.340410E-02   0.200122E-02  -0.110327E+04
   0.298889E+02   0.118622E+02  -0.237040E-01  -0.427921E+00   0.295477E+02   0.240135E+01   0.197267E+01  -0.599879E+00   0.595615E-01   0.283574E-02   0.162201E-01   0.268400E-01   0.717714E-02  -0.110970E+04
   0.299926E+02   0.113863E+02  -0.580543E+00  -0.955642E+00   0.298269E+02   0.269817E+01   0.357970E+01  -0.100390E+01   0.620288E-01   0.105954E-01   0.513501E-02   0.334044E-02   0.744279E-02  -0.110516E+04
   0.301965E+02   0.117982E+02  -0.580543E+00  -0.434788E+00   0.292392E+02   0.442804E+00   0.671822E+01  -0.427679E+01   0.612332E-01   0.885830E-02   0.128164E-01   0.124355E-01   0.498882E-02  -0.110560E+04
   0.302012E+02   0.118554E+02  -0.685434E+00  -0.434788E+00   0.293311E+02   0.245457E+00   0.743975E+01  -0.480015E+01   0.615697E-01   0.315043E-01   0.362882E-02   0.642511E-02   0.780327E-02  -0.110707E+04
   0.301217E+02   0.119824E+02  -0.123094E+00   0.627196E+00   0.294719E+02   0.197177E+01   0.460569E+01  -0.203770E+01   0.595404E-01   0.486345E-01   0.100054E-01   0.201461E-02   0.259995E-02  -0.110801E+04
   0.301263E+02   0.120129E+02  -0.923904E+00   0.239239E+00   0.300741E+02   0.288621E+01   0.501469E+01  -0.699505E+01   0.604413E-01   0.231708E-01   0.815718E-03   0.649640E-02   0.259995E-02  -0.110589E+04
   0.299076E+02   0.116131E+02  -0.958960E+00  -0.332056E+00   0.300741E+02   0.142165E+01   0.535481E+01  -0.270212E+01   0.598209E-01   0.225422E-01   0.480064E-02   0.218960E-01   0.119313E-02  -0.110493E+04
   0.299442E+02   0.116131E+02  -0.794889E+00  -0.332056E+00   0.295081E+02   0.535420E+01   0.421666E+01  -0.117767E+01   0.601022E-01   0.455605E-01   0.573732E-02   0.202147E-01   0.587868E-02  -0.111040E+04
   0.300441E+02   0.114442E+02  -0.952163E+00  -0.940498E+00   0.290263E+02   0.157524E+01   0.510752E+01  -0.449208E+01   0.642857E-01   0.660473E-02   0.573732E-02   0.155349E-02   0.909250E-02  -0.110352E+04
   0.298646E+02   0.118361E+02  -0.485000E+00  -0.352465E+00   0.290263E+02   0.557547E+00   0.573818E+01  -0.498872E+01   0.592915E-01   0.581909E-02   0.925817E-03   0.825140E-03   0.814300E-02  -0.110259E+04
   0.302443E+02   0.119228E+02  -0.485000E+00  -0.844803E+00   0.311777E+02   0.152935E+01   0.719476E+01  -0.525149E+01   0.610378E-01   0.158662E-02   0.257953E-02   0.122747E-02   0.378566E-03  -0.110465E+04
   0.301256E+02   0.119228E+02  -0.485000E+00  -0.844803E+00   0.285743E+02   0.779628E+00   0.473647E+01  -0.466745E+01   0.550154E-01   0.323695E-02   0.526243E-02   0.786175E-03   0.378566E-03  -0.110255E+04
   0.301087E+02   0.118057E+02  -0.325955E+00   0.630356E-02   0.288530E+02   0.286946E+01   0.368769E+01  -0.428060E+01   0.595258E-01   0.723067E-03   0.720005E-02   0.534893E-02   0.372858E-02  -0.110217E+04
   0.300246E+02   0.114209E+02  -0.109361E+01  -0.311726E+00   0.289316E+02   0.216532E+01   0.368769E+01  -0.555396E+01   0.589212E-01   0.785322E-02   0.191181E-01   0.275240E-01   0.180138E-01  -0.110868E+04
   0.301277E+02   0.117508E+02  -0.132088E+01  -0.112212E+01   0.298587E+02   0.227756E+01   0.112369E+01  -0.150200E+01   0.624480E-01   0.202833E-01   0.225785E-02   0.180465E-01   0.111665E-01  -0.110911E+04
   0.299966E+02   0.115983E+02  -0.108469E+01  -0.258825E+00   0.295897E+02   0.270280E+01   0.424639E+01  -0.116825E+01   0.650902E-01   0.130336E-01   0.107234E-01   0.581905E-02   0.628046E-02  -0.110442E+04
   0.299651E+02   0.113841E+02  -0.134349E+01  -0.608212E+00   0.312985E+02   0.374743E+01   0.413685E+01  -0.488116E+01   0.670945E-01   0.690061E-02   0.405557E-01   0.457526E-02   0.360475E-02  -0.111091E+04
   0.301280E+02   0.116986E+02  -0.102667E+01  -0.117820E+01   0.311973E+02   0.283138E+01   0.716085E+01  -0.365957E+01   0.591808E-01   0.115068E-01   0.105944E-01   0.457526E-02   0.213450E-03  -0.110771E+04
   0.299892E+02   0.118000E+02  -0.813353E+00  -0.705938E+00   0.297164E+02   0.683447E+00   0.734669E+01  -0.596362E+01   0.546970E-01   0.151331E-01   0.766461E-02   0.172437E-02   0.192485E-02  -0.110425E+04
   0.301982E+02   0.118000E+02  -0.117373E+01  -0.246378E+00   0.284106E+02   0.116213E+01   0.239499E+01  -0.369678E+01   0.557784E-01   0.363775E-02   0.766461E-02   0.686701E-02   0.305661E-01  -0.110809E+04
   0.301486E+02   0.122393E+02  -0.774210E+00   0.179077E+00   0.301342E+02   0.350778E+01   0.622000E+01  -0.400832E+01   0.596070E-01   0.154710E-02   0.116887E-01   0.222015E-01   0.568462E-01  -0.111121E+04
   0.301486E+02   0.121205E+02  -0.410844E-02   0.179077E+00   0.288526E+02   0.310984E+00   0.476574E+01  -0.615778E+01   0.643288E-01   0.235269E-02   0.385434E-02   0.205359E-01   0.108843E-02  -0.110652E+04
   0.301710E+02   0.119572E+02  -0.843477E+00  -0.203232E+00   0.297360E+02   0.165317E+00   0.451448E+01  -0.190413E+01   0.638770E-01   0.407849E-02   0.633845E-02   0.458478E-02   0.496544E-02  -0.110341E+04
   0.301353E+02   0.121619E+02  -0.843477E+00  -0.987875E+00   0.308168E+02   0.178977E+01   0.554594E+01  -0.452547E+01   0.651888E-01   0.111396E-01   0.443258E-02   0.333758E-02   0.114106E-01  -0.110585E+04
   0.301353E+02   0.114470E+02  -0.622318E+00  -0.222016E+01   0.308168E+02   0.233628E+01   0.535007E+01  -0.372430E+01   0.769279E-01   0.328944E-02   0.351081E-02   0.189691E-01   0.265133E-03  -0.111253E+04
   0.302340E+02   0.123807E+02  -0.789279E-01   0.252939E+00   0.298040E+02   0.209874E+01   0.510674E+01  -0.283605E+01   0.679946E-01   0.244741E-02   0.632902E-02   0.239289E-02   0.577921E-02  -0.110422E+04
   0.302691E+02   0.123886E+02  -0.299221E+00   0.110864E+00   0.288150E+02   0.314658E+01   0.370495E+01  -0.361594E+01   0.615257E-01   0.211645E-02   0.169569E-01   0.229811E-01   0.354237E-01  -0.110874E+04
   0.302148E+02   0.123886E+02  -0.805623E+00  -0.137019E+01   0.302888E+02   0.576867E-01   0.660158E+01  -0.375550E+01   0.667462E-01   0.211645E-02   0.118536E-02   0.442177E-01   0.301238E-02  -0.111130E+04
   0.299636E+02   0.115353E+02  -0.129628E+01  -0.100294E+01   0.300220E+02   0.168392E+01   0.623448E+01  -0.204248E+01   0.688351E-01   0.590393E-02   0.229891E-01   0.136141E-02   0.147785E-01  -0.110715E+04
   0.299110E+02   0.114309E+02  -0.184185E+00  -0.116784E+01   0.300220E+02   0.262989E+01   0.258909E+01  -0.677994E+01   0.676325E-01   0.174914E-01   0.238845E-01   0.198044E-01   0.103552E-01  -0.111387E+04
   0.299110E+02   0.114109E+02  -0.947466E+00  -0.957741E+00   0.302789E+02   0.129385E+01   0.333690E+01  -0.214166E+01   0.646351E-01   0.119751E-01   0.117328E-01   0.678040E-02   0.188250E-02  -0.110504E+04
   0.299930E+02   0.114109E+02  -0.947466E+00  -0.957741E+00   0.300070E+02  -0.916226E+00   0.502893E+01  -0.433732E+01   0.652356E-01   0.111881E-01   0.239946E-01   0.119522E-01   0.499607E-02  -0.110801E+04
   0.299930E+02   0.117016E+02  -0.948445E+00   0.276422E+00   0.294450E+02   0.276966E+01   0.212197E+01  -0.206898E+01   0.612951E-01   0.257630E-01   0.760966E-02   0.384869E-01   0.196845E-01  -0.111050E+04
   0.299930E+02   0.117263E+02  -0.948445E+00  -0.379306E+00   0.296393E+02   0.190944E+01   0.452407E+01  -0.255576E+01   0.581314E-01   0.660893E-02   0.635491E-02   0.125591E-01   0.139079E-01  -0.110311E+04
   0.301978E+02   0.115313E+02  -0.825436E+00  -0.498104E+00   0.306138E+02   0.144171E+01   0.656583E+01  -0.397428E+01   0.613268E-01   0.362611E-02   0.204844E-01   0.416799E-02   0.557402E-03  -0.110638E+04
   0.299548E+02   0.115313E+02  -0.132154E+01  -0.882964E+00   0.295310E+02   0.429245E+01   0.364343E+01  -0.569423E+01   0.589600E-01   0.505834E-02   0.115632E-01   0.217803E-03   0.911937E-02  -0.110577E+04
   0.299548E+02   0.115798E+02  -0.116294E+01  -0.180838E+00   0.295310E+02   0.121639E+01   0.306027E+01  -0.279089E+01   0.616574E-01   0.518084E-02   0.148634E-03   0.216127E-01   0.309936E-01  -0.110634E+04
   0.300105E+02   0.113622E+02  -0.654836E+00  -0.145445E+01   0.300736E+02   0.525160E+00   0.333690E+01  -0.325386E+01   0.597129E-01   0.145797E-04   0.389507E-02   0.553761E-02   0.473287E-02  -0.110593E+04
   0.298396E+02   0.115882E+02  -0.117800E+01  -0.416112E+00   0.292256E+02   0.108780E+01   0.682873E+01  -0.350322E+01   0.593893E-01   0.702372E-02   0.240634E-02   0.166480E-01   0.153730E-01  -0.110528E+04
   0.301103E+02   0.118882E+02  -0.734607E+00  -0.350998E+00   0.295535E+02   0.766954E+00   0.395751E+01  -0.296138E+01   0.612008E-01   0.992484E-02   0.543419E-02   0.479805E-02   0.142374E-02  -0.110174E+04
   0.302422E+02   0.125229E+02   0.511745E+00   0.626035E+00   0.295535E+02   0.216481E+01   0.519377E+01  -0.734990E+01   0.609962E-01   0.298180E-02   0.918115E-03   0.357150E-01   0.202269E-03  -0.110950E+04
   0.300520E+02   0.118137E+02  -0.757547E+00  -0.261329E+00   0.292522E+02   0.230071E+01   0.269903E+01  -0.589513E+01   0.598057E-01   0.127980E-01   0.847348E-04   0.288384E-01   0.724759E-02  -0.110536E+04
   0.300520E+02   0.119671E+02  -0.445543E+00  -0.461149E+00   0.294268E+02   0.130964E+01   0.485641E+01  -0.537461E+01   0.622090E-01   0.141828E-01   0.225100E-01   0.140660E-01   0.295292E-02  -0.110505E+04
   0.300209E+02   0.121037E+02  -0.370250E+00   0.528206E-01   0.289602E+02   0.361120E+01   0.106534E+01  -0.455526E+01   0.600977E-01   0.900378E-03   0.337717E-02   0.566340E-02   0.666992E-02  -0.110442E+04
   0.303660E+02   0.127115E+02  -0.495530E+00   0.654755E+00   0.298431E+02  -0.458626E+00   0.553767E+01  -0.752143E+01   0.592490E-01   0.663662E-02   0.423602E-03   0.409687E-02   0.295836E-01  -0.111051E+04
   0.300442E+02   0.120894E+02  -0.495530E+00   0.555123E+00   0.300603E+02   0.201863E+01   0.436150E+01   0.803628E+00   0.646198E-01   0.241500E-01   0.516757E-02   0.610629E-05   0.132369E-02  -0.110729E+04
   0.300442E+02   0.112169E+02  -0.183157E+01   0.599662E+00   0.300603E+02   0.201863E+01   0.559187E+01  -0.302224E+01   0.613101E-01   0.178315E-02   0.324570E-01   0.932721E-02   0.118570E-01  -0.111453E+04
   0.295327E+02   0.112216E+02  -0.211037E+01  -0.761662E+00   0.303370E+02   0.274331E+01   0.386988E+01  -0.544135E+01   0.609176E-01   0.117918E-02   0.551659E-02   0.763743E-02   0.125403E-01  -0.111374E+04
   0.297941E+02   0.112585E+02  -0.161788E+01  -0.133934E+01   0.295692E+02   0.271353E+01   0.451170E+01  -0.198092E+01   0.698479E-01   0.538575E-02   0.123398E-01   0.398008E-03   0.614060E-02  -0.110722E+04
   0.298343E+02   0.112376E+02  -0.161788E+01  -0.137090E+01   0.300985E+02   0.157888E+01   0.410412E+01  -0.505241E+00   0.661259E-01   0.133996E-01   0.909015E-03   0.398008E-03   0.336588E-02  -0.110612E+04
   0.299609E+02   0.116237E+02  -0.161788E+01  -0.817854E+00   0.294352E+02   0.342477E+01   0.689309E+01  -0.174397E+01   0.584096E-01   0.452244E-02   0.907318E-03   0.398008E-03   0.291237E-01  -0.110722E+04
   0.299609E+02   0.121170E+02  -0.468278E+00  -0.314915E+00   0.288627E+02   0.395899E+01   0.448595E+01  -0.123448E+01   0.590033E-01   0.693695E-02   0.939687E-02   0.358075E-01   0.167196E-02  -0.110740E+04
