Kmin_MC_a0    Kmin_MC_a1    Kmin_MC_a2    Kmin_TR_a0    Kmin_TR_a1    Kmin_TR_a2    Q_mult_e1_n1  Q_mult_e1_n2  Q_mult_e2_n1  Q_mult_e2_n2  Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.321259E+02  0.113774E+02  0.117793E-01  0.344419E+02  0.260304E+01  0.455804E+01  0.106696E+01  0.870556E+00  0.113257E+01  0.132070E+01  0.529406E-01  0.172977E-01  0.489135E-02  0.268071E-01  0.202379E-01 -0.104715E+04
  0.321259E+02  0.113774E+02  0.117793E-01  0.353053E+02  0.260304E+01  0.455804E+01  0.106696E+01  0.870556E+00  0.113257E+01  0.132070E+01  0.529406E-01  0.246687E-01  0.544759E-02  0.107110E-01  0.188524E-01 -0.104612E+04
  0.321259E+02  0.113774E+02 -0.451353E+00  0.353053E+02  0.260304E+01  0.455804E+01  0.106696E+01  0.870556E+00  0.113257E+01  0.131072E+01  0.510628E-01  0.114470E-01  0.544759E-02  0.139122E-01  0.229937E-01 -0.104534E+04
  0.321259E+02  0.113774E+02 -0.451353E+00  0.353522E+02  0.260304E+01  0.463117E+01  0.106696E+01  0.119417E+01  0.113257E+01  0.131072E+01  0.510628E-01  0.114292E-01  0.123126E-01  0.139122E-01  0.118131E-02 -0.104410E+04
  0.321259E+02  0.112922E+02 -0.264019E+00  0.346261E+02  0.324788E+01  0.463117E+01  0.106696E+01  0.894780E+00  0.113257E+01  0.131072E+01  0.510628E-01  0.114292E-01  0.194789E-01  0.322100E-02  0.118131E-02 -0.104286E+04
  0.321259E+02  0.112922E+02 -0.264019E+00  0.354226E+02  0.324788E+01  0.463117E+01  0.106696E+01  0.135800E+01  0.113257E+01  0.131072E+01  0.567454E-01  0.555216E-02  0.194789E-01  0.161122E-01  0.118131E-02 -0.104882E+04
  0.320999E+02  0.112922E+02 -0.264019E+00  0.354226E+02  0.614366E+01  0.553681E+01  0.106696E+01  0.135800E+01  0.113257E+01  0.129088E+01  0.567454E-01  0.120045E-01  0.287031E-01  0.188708E-01  0.118131E-02 -0.105597E+04
  0.320999E+02  0.112922E+02 -0.264019E+00  0.347843E+02  0.155739E+01  0.491035E+00  0.106696E+01  0.121774E+01  0.113257E+01  0.133811E+01  0.567454E-01  0.132451E-01  0.331466E-01  0.188708E-01  0.118131E-02 -0.105012E+04
  0.320956E+02  0.112922E+02 -0.345909E+00  0.343694E+02  0.155739E+01  0.183188E+01  0.106696E+01  0.121774E+01  0.113257E+01  0.127787E+01  0.559630E-01  0.132451E-01  0.322430E-01  0.195444E-01  0.118131E-02 -0.104908E+04
  0.320881E+02  0.112922E+02 -0.345909E+00  0.343694E+02  0.249549E+01  0.135752E+01  0.106372E+01  0.121774E+01  0.115270E+01  0.127787E+01  0.559630E-01  0.132451E-01  0.340805E-01  0.380513E-02  0.118131E-02 -0.104500E+04
  0.320881E+02  0.112922E+02 -0.345909E+00  0.339811E+02  0.249549E+01  0.135752E+01  0.106372E+01  0.121774E+01  0.115270E+01  0.127787E+01  0.559630E-01  0.132451E-01  0.408228E-01  0.896827E-03  0.201997E-02 -0.104523E+04
  0.320881E+02  0.112922E+02 -0.345909E+00  0.341385E+02  0.148266E+01  0.135752E+01  0.106372E+01  0.121774E+01  0.115270E+01  0.127787E+01  0.484204E-01  0.160819E-01  0.408228E-01  0.293377E-02  0.201997E-02 -0.104709E+04
  0.320881E+02  0.112922E+02 -0.345909E+00  0.341385E+02  0.368900E+01  0.135752E+01  0.106372E+01  0.129729E+01  0.115270E+01  0.127787E+01  0.484204E-01  0.896643E-02  0.408228E-01  0.293377E-02  0.201997E-02 -0.104517E+04
  0.320881E+02  0.111145E+02 -0.345909E+00  0.340970E+02  0.368900E+01  0.135752E+01  0.106372E+01  0.129729E+01  0.115270E+01  0.127787E+01  0.484204E-01  0.289053E-01  0.305965E-01  0.115517E-02  0.201997E-02 -0.104595E+04
  0.320881E+02  0.111145E+02 -0.345909E+00  0.340970E+02  0.599316E+01  0.135752E+01  0.106372E+01  0.129729E+01  0.115270E+01  0.127787E+01  0.484204E-01  0.110468E-01  0.305965E-01  0.115517E-02  0.201997E-02 -0.104609E+04
  0.321086E+02  0.110271E+02  0.529125E+00  0.332879E+02  0.599316E+01  0.156181E+01  0.106372E+01  0.129729E+01  0.115270E+01  0.127787E+01  0.484204E-01  0.110468E-01  0.124872E-01  0.378960E-02  0.201997E-02 -0.104508E+04
  0.321086E+02  0.115568E+02  0.529125E+00  0.332879E+02  0.599316E+01  0.156181E+01  0.106372E+01  0.129729E+01  0.115270E+01  0.127787E+01  0.510501E-01  0.104450E-01  0.124872E-01  0.378960E-02  0.201997E-02 -0.104411E+04
  0.321086E+02  0.115568E+02  0.529125E+00  0.339281E+02  0.178951E+01  0.127085E+01  0.106372E+01  0.129729E+01  0.115270E+01  0.127787E+01  0.510501E-01  0.176048E-01  0.107068E-01  0.709824E-02  0.201997E-02 -0.104433E+04
  0.321086E+02  0.115568E+02  0.529125E+00  0.339281E+02  0.178951E+01  0.127085E+01  0.106372E+01  0.129729E+01  0.115270E+01  0.132342E+01  0.528677E-01  0.166929E-01  0.107068E-01  0.852272E-03  0.151384E-01 -0.104669E+04
  0.321086E+02  0.115568E+02  0.529125E+00  0.339147E+02  0.294167E+01  0.127098E+01  0.106372E+01  0.129729E+01  0.115270E+01  0.132342E+01  0.440258E-01  0.166929E-01  0.218068E-02  0.317996E-03  0.151384E-01 -0.104621E+04
  0.320608E+02  0.115568E+02  0.529125E+00  0.349517E+02  0.294167E+01  0.127098E+01  0.106372E+01  0.129729E+01  0.115110E+01  0.131761E+01  0.440258E-01  0.166929E-01  0.218068E-02  0.317996E-03  0.151384E-01 -0.104626E+04
  0.320608E+02  0.115568E+02  0.214969E+00  0.349517E+02  0.294167E+01  0.442922E+01  0.106372E+01  0.129729E+01  0.115110E+01  0.131761E+01  0.440258E-01  0.129168E-01  0.218068E-02  0.317996E-03  0.225036E-02 -0.104319E+04
  0.322272E+02  0.115568E+02  0.443830E+00  0.349517E+02  0.294167E+01  0.759516E+00  0.106372E+01  0.129729E+01  0.115110E+01  0.131761E+01  0.446963E-01  0.157391E-01  0.218068E-02  0.317996E-03  0.225036E-02 -0.104228E+04
  0.325403E+02  0.121008E+02  0.443830E+00  0.355176E+02  0.488206E+01  0.145724E+01  0.106372E+01  0.129729E+01  0.115110E+01  0.137655E+01  0.446963E-01  0.157391E-01  0.218068E-02  0.317996E-03  0.552311E-03 -0.104343E+04
  0.325403E+02  0.121008E+02  0.443830E+00  0.355607E+02  0.488206E+01  0.328381E+01  0.106372E+01  0.127525E+01  0.115110E+01  0.137655E+01  0.446963E-01  0.157391E-01  0.218068E-02  0.317996E-03  0.552311E-03 -0.104298E+04
  0.325403E+02  0.121008E+02  0.443830E+00  0.355607E+02  0.488206E+01  0.328381E+01  0.106372E+01  0.127525E+01  0.115110E+01  0.137655E+01  0.446963E-01  0.157391E-01  0.218068E-02  0.317996E-03  0.714149E-02 -0.104364E+04
  0.327541E+02  0.121008E+02  0.570675E+00  0.355607E+02  0.488206E+01  0.328381E+01  0.106372E+01  0.127525E+01  0.115110E+01  0.130691E+01  0.533471E-01  0.288061E-02  0.218068E-02  0.317996E-03  0.714149E-02 -0.104399E+04
  0.327541E+02  0.121284E+02  0.570675E+00  0.355607E+02  0.488206E+01  0.364355E+01  0.106372E+01  0.127525E+01  0.115110E+01  0.130691E+01  0.533471E-01  0.288061E-02  0.308080E-02  0.317996E-03  0.157963E-01 -0.104505E+04
  0.327541E+02  0.120866E+02  0.570675E+00  0.342760E+02  0.288521E+01  0.364355E+01  0.106372E+01  0.127525E+01  0.118315E+01  0.130691E+01  0.439882E-01  0.128605E-02  0.308080E-02  0.317996E-03  0.826946E-02 -0.104617E+04
  0.327541E+02  0.120866E+02  0.570675E+00  0.346315E+02  0.288521E+01  0.364355E+01  0.106372E+01  0.127525E+01  0.116572E+01  0.130691E+01  0.439882E-01  0.128605E-02  0.182976E-01  0.317996E-03  0.111967E-01 -0.104465E+04
  0.324664E+02  0.120866E+02  0.570675E+00  0.340416E+02  0.348123E+01  0.364355E+01  0.106372E+01  0.127525E+01  0.114050E+01  0.130205E+01  0.439882E-01  0.128605E-02  0.182976E-01  0.119606E-01  0.111967E-01 -0.104279E+04
  0.324664E+02  0.120866E+02  0.817455E+00  0.340416E+02  0.348123E+01  0.407470E+01  0.106372E+01  0.130402E+01  0.114050E+01  0.126197E+01  0.419599E-01  0.128605E-02  0.105037E-01  0.696741E-02  0.184618E-01 -0.104550E+04
  0.324664E+02  0.122352E+02  0.817455E+00  0.332522E+02  0.348123E+01  0.407470E+01  0.106372E+01  0.130402E+01  0.114050E+01  0.126197E+01  0.522071E-01  0.263930E-02  0.112000E-01  0.349010E-02  0.822270E-02 -0.104290E+04
  0.323877E+02  0.116942E+02  0.537744E+00  0.332522E+02  0.348123E+01  0.407470E+01  0.106372E+01  0.130402E+01  0.114050E+01  0.126197E+01  0.471918E-01  0.263930E-02  0.120168E-01  0.349010E-02  0.822270E-02 -0.104166E+04
  0.323877E+02  0.116942E+02  0.537744E+00  0.332522E+02  0.491042E+01  0.511684E+00  0.106372E+01  0.130402E+01  0.116504E+01  0.126197E+01  0.471918E-01  0.263930E-02  0.120168E-01  0.349010E-02  0.916040E-02 -0.104178E+04
  0.323877E+02  0.116942E+02  0.537744E+00  0.332522E+02  0.491042E+01 -0.939652E+00  0.106372E+01  0.112715E+01  0.116504E+01  0.126197E+01  0.471918E-01  0.337940E-02  0.120168E-01  0.349010E-02  0.916040E-02 -0.104273E+04
  0.323877E+02  0.116942E+02  0.540867E+00  0.332522E+02  0.491042E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.116504E+01  0.126197E+01  0.541159E-01  0.742821E-02  0.110631E-01  0.349010E-02  0.672380E-02 -0.104014E+04
  0.323877E+02  0.116942E+02  0.540867E+00  0.332995E+02  0.491042E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.129175E+01  0.541159E-01  0.472667E-02  0.527284E-02  0.349010E-02  0.672380E-02 -0.103990E+04
  0.324896E+02  0.120853E+02  0.540867E+00  0.333918E+02  0.413261E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.129175E+01  0.541159E-01  0.472667E-02  0.527284E-02  0.296628E-02  0.672380E-02 -0.103961E+04
  0.324896E+02  0.120853E+02  0.540867E+00  0.333918E+02  0.413261E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.129175E+01  0.541159E-01  0.472667E-02  0.527284E-02  0.296628E-02  0.672380E-02 -0.103961E+04
  0.324896E+02  0.120853E+02  0.540867E+00  0.333229E+02  0.413261E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.129175E+01  0.431128E-01  0.659024E-02  0.121274E-01  0.296628E-02  0.398441E-02 -0.104071E+04
  0.324896E+02  0.123758E+02  0.540867E+00  0.333229E+02  0.413261E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.129175E+01  0.431128E-01  0.453410E-02  0.191428E-02  0.296628E-02  0.398441E-02 -0.104119E+04
  0.324896E+02  0.118392E+02  0.540867E+00  0.333229E+02  0.413261E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.129175E+01  0.490177E-01  0.453410E-02  0.337298E-02  0.762497E-02  0.398441E-02 -0.103864E+04
  0.321079E+02  0.118392E+02  0.540867E+00  0.344712E+02  0.413261E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.126080E+01  0.490177E-01  0.453410E-02  0.388189E-02  0.735094E-02  0.107658E-02 -0.103966E+04
  0.321079E+02  0.118392E+02  0.540867E+00  0.339614E+02  0.413261E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.126080E+01  0.490177E-01  0.453410E-02  0.388189E-02  0.735094E-02  0.107658E-02 -0.103864E+04
  0.321079E+02  0.118392E+02  0.540867E+00  0.339614E+02  0.413261E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.123768E+01  0.490177E-01  0.453410E-02  0.388189E-02  0.735094E-02  0.107658E-02 -0.104001E+04
  0.321079E+02  0.118842E+02  0.540867E+00  0.339614E+02  0.344484E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.123768E+01  0.490177E-01  0.453410E-02  0.442278E-02  0.109900E-01  0.107658E-02 -0.104042E+04
  0.321487E+02  0.118842E+02  0.489307E+00  0.339810E+02  0.344484E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.129120E+01  0.482790E-01  0.453410E-02  0.724782E-02  0.109900E-01  0.107658E-02 -0.103849E+04
  0.321487E+02  0.114446E+02  0.489307E+00  0.340125E+02  0.344484E+01  0.282497E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.129120E+01  0.482790E-01  0.453410E-02  0.724782E-02  0.132966E-01  0.107658E-02 -0.103840E+04
  0.322676E+02  0.114446E+02  0.489307E+00  0.339409E+02  0.344484E+01  0.305262E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.129120E+01  0.482790E-01  0.686822E-02  0.724782E-02  0.922845E-02  0.107658E-02 -0.103852E+04
  0.322676E+02  0.114446E+02  0.682844E+00  0.339409E+02  0.344484E+01  0.336737E+01  0.106372E+01  0.112715E+01  0.114353E+01  0.129120E+01  0.482790E-01  0.591711E-02  0.724782E-02  0.139203E-01  0.107658E-02 -0.103987E+04
  0.322676E+02  0.114446E+02  0.682844E+00  0.339409E+02  0.451589E+01  0.336737E+01  0.106009E+01  0.112715E+01  0.114353E+01  0.129120E+01  0.476691E-01  0.225173E-01  0.724782E-02  0.139203E-01  0.671830E-03 -0.104177E+04
  0.322676E+02  0.114446E+02 -0.617562E+00  0.339409E+02  0.462453E+01  0.336737E+01  0.106009E+01  0.112715E+01  0.114353E+01  0.128637E+01  0.486340E-01  0.106665E-01  0.527994E-03  0.764675E-02  0.247899E-02 -0.103987E+04
  0.322676E+02  0.114446E+02 -0.617562E+00  0.346619E+02  0.462453E+01  0.336737E+01  0.106009E+01  0.112715E+01  0.115023E+01  0.128767E+01  0.486340E-01  0.106665E-01  0.527994E-03  0.779986E-02  0.472376E-02 -0.104055E+04
  0.322831E+02  0.114446E+02 -0.617562E+00  0.340437E+02  0.462453E+01  0.336737E+01  0.106009E+01  0.112715E+01  0.115023E+01  0.128767E+01  0.493739E-01  0.170766E-01  0.527994E-03  0.779986E-02  0.472376E-02 -0.104076E+04
  0.322831E+02  0.114446E+02 -0.617562E+00  0.340437E+02  0.462453E+01  0.336737E+01  0.106009E+01  0.112715E+01  0.113932E+01  0.129748E+01  0.493739E-01  0.124762E-01  0.527994E-03  0.117715E-01  0.102757E-01 -0.104157E+04
  0.322831E+02  0.114446E+02 -0.617562E+00  0.340437E+02  0.462453E+01  0.222076E+01  0.106009E+01  0.112715E+01  0.113932E+01  0.129748E+01  0.493739E-01  0.124762E-01  0.527994E-03  0.105516E-01  0.102757E-01 -0.104124E+04
  0.322260E+02  0.114446E+02 -0.648701E+00  0.339262E+02  0.462453E+01  0.222076E+01  0.106009E+01  0.112715E+01  0.113932E+01  0.129748E+01  0.493739E-01  0.161209E-01  0.527994E-03  0.141186E-01  0.102757E-01 -0.104159E+04
  0.320645E+02  0.114446E+02 -0.648701E+00  0.339262E+02  0.462453E+01  0.233795E+01  0.106009E+01  0.112715E+01  0.113460E+01  0.129748E+01  0.552185E-01  0.161209E-01  0.163775E-01  0.325969E-01  0.102757E-01 -0.104601E+04
  0.320645E+02  0.114446E+02 -0.648701E+00  0.339035E+02  0.275237E+01  0.233795E+01  0.106009E+01  0.112715E+01  0.113460E+01  0.129748E+01  0.552185E-01  0.193803E-01  0.771338E-02  0.238546E-01  0.130663E-01 -0.104476E+04
  0.320645E+02  0.114446E+02 -0.648701E+00  0.339035E+02  0.275237E+01  0.233795E+01  0.106009E+01  0.112715E+01  0.113460E+01  0.130363E+01  0.552185E-01  0.176635E-01  0.771338E-02  0.238546E-01  0.130663E-01 -0.104476E+04
  0.320645E+02  0.114446E+02 -0.648701E+00  0.339035E+02  0.275237E+01  0.233795E+01  0.106009E+01  0.112715E+01  0.113460E+01  0.130363E+01  0.500830E-01  0.176635E-01  0.771338E-02  0.238546E-01  0.130663E-01 -0.104391E+04
  0.320645E+02  0.114446E+02 -0.648701E+00  0.339035E+02  0.275237E+01  0.233795E+01  0.106009E+01  0.123005E+01  0.113460E+01  0.130363E+01  0.558111E-01  0.176635E-01  0.771338E-02  0.704910E-02  0.235557E-01 -0.104578E+04
  0.320645E+02  0.114520E+02 -0.648701E+00  0.353069E+02  0.275237E+01  0.426207E+01  0.106009E+01  0.123005E+01  0.114834E+01  0.130363E+01  0.558111E-01  0.176635E-01  0.771338E-02  0.704910E-02  0.205670E-01 -0.104653E+04
  0.320645E+02  0.115565E+02 -0.648701E+00  0.351631E+02  0.275237E+01  0.426207E+01  0.106009E+01  0.123005E+01  0.114834E+01  0.130363E+01  0.553853E-01  0.134774E-01  0.650634E-03  0.435270E-02  0.205976E-01 -0.104547E+04
  0.320645E+02  0.111772E+02 -0.648701E+00  0.356237E+02  0.275237E+01  0.426207E+01  0.106009E+01  0.123005E+01  0.114834E+01  0.130363E+01  0.515008E-01  0.134774E-01  0.650634E-03  0.435270E-02  0.211992E-01 -0.104434E+04
  0.320645E+02  0.111772E+02  0.347976E+00  0.343080E+02  0.275237E+01  0.426207E+01  0.106009E+01  0.123005E+01  0.114558E+01  0.132524E+01  0.515008E-01  0.655426E-02  0.660992E-02  0.194204E-01  0.186831E-01 -0.104361E+04
  0.320645E+02  0.111772E+02  0.347976E+00  0.343080E+02  0.275237E+01  0.223167E+01  0.106009E+01  0.118715E+01  0.116865E+01  0.132524E+01  0.491141E-01  0.655426E-02  0.660992E-02  0.111999E-01  0.754653E-02 -0.104220E+04
  0.320645E+02  0.111772E+02  0.347976E+00  0.343080E+02  0.318687E+01  0.223167E+01  0.106009E+01  0.118715E+01  0.112817E+01  0.131002E+01  0.491141E-01  0.262291E-02  0.660992E-02  0.524106E-02  0.558877E-02 -0.104178E+04
  0.320645E+02  0.111772E+02 -0.659245E+00  0.345119E+02  0.318687E+01  0.541156E+01  0.106009E+01  0.118715E+01  0.114834E+01  0.131059E+01  0.491141E-01  0.262291E-02  0.660992E-02  0.319674E-02  0.351321E-02 -0.104117E+04
  0.320645E+02  0.111772E+02 -0.659245E+00  0.354545E+02  0.318687E+01  0.684957E+01  0.106009E+01  0.118715E+01  0.114834E+01  0.131286E+01  0.491141E-01  0.262291E-02  0.660992E-02  0.319674E-02  0.351321E-02 -0.104343E+04
  0.320645E+02  0.112315E+02 -0.482690E+00  0.352300E+02  0.318687E+01  0.361056E+01  0.106009E+01  0.118715E+01  0.114834E+01  0.131286E+01  0.491141E-01  0.136414E-03  0.660992E-02  0.467395E-02  0.351321E-02 -0.103914E+04
  0.320645E+02  0.112315E+02 -0.482690E+00  0.352300E+02  0.318687E+01  0.361056E+01  0.106009E+01  0.118715E+01  0.114834E+01  0.131286E+01  0.491141E-01  0.136414E-03  0.660992E-02  0.994203E-02  0.122390E-01 -0.104054E+04
  0.320645E+02  0.112315E+02 -0.482690E+00  0.345335E+02  0.318687E+01  0.361056E+01  0.106009E+01  0.118715E+01  0.114834E+01  0.131286E+01  0.455033E-01  0.136414E-03  0.660992E-02  0.994203E-02  0.111383E-01 -0.104114E+04
  0.320645E+02  0.112766E+02  0.342464E+00  0.345335E+02  0.347804E+01  0.342529E+01  0.106009E+01  0.118715E+01  0.114834E+01  0.128960E+01  0.455033E-01  0.136414E-03  0.660992E-02  0.994203E-02  0.326147E-02 -0.103884E+04
  0.320645E+02  0.112766E+02  0.342464E+00  0.345335E+02  0.347804E+01  0.342529E+01  0.106009E+01  0.118715E+01  0.114834E+01  0.128960E+01  0.455033E-01  0.378564E-02  0.963630E-03  0.751416E-02  0.326147E-02 -0.103840E+04
  0.320645E+02  0.112766E+02  0.393234E+00  0.345335E+02  0.619506E+01  0.342529E+01  0.106009E+01  0.118715E+01  0.114821E+01  0.128960E+01  0.511075E-01  0.378564E-02  0.103941E-01  0.751416E-02  0.326147E-02 -0.104147E+04
  0.320645E+02  0.112766E+02  0.393234E+00  0.345335E+02  0.619506E+01  0.342529E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.128960E+01  0.511075E-01  0.614859E-02  0.103941E-01  0.519990E-02  0.326147E-02 -0.104239E+04
  0.320645E+02  0.112766E+02  0.393234E+00  0.340173E+02  0.619506E+01  0.342529E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.128960E+01  0.511075E-01  0.614859E-02  0.789935E-02  0.558921E-02  0.326147E-02 -0.104187E+04
  0.320645E+02  0.112766E+02  0.393234E+00  0.340173E+02  0.619506E+01  0.342529E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.128960E+01  0.513981E-01  0.367903E-02  0.178033E-01  0.105233E-01  0.326147E-02 -0.104316E+04
  0.319706E+02  0.112766E+02  0.393234E+00  0.340173E+02  0.282770E+01  0.345612E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.128960E+01  0.513981E-01  0.367903E-02  0.240626E-01  0.105233E-01  0.450615E-03 -0.104137E+04
  0.319706E+02  0.112766E+02  0.393234E+00  0.338491E+02  0.282770E+01  0.347699E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.122300E+01  0.528237E-01  0.367903E-02  0.239300E-01  0.895044E-02  0.450615E-03 -0.104441E+04
  0.319706E+02  0.112766E+02  0.393234E+00  0.329035E+02  0.554654E+01  0.347699E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.129067E+01  0.525619E-01  0.233268E-01  0.239300E-01  0.895044E-02  0.450615E-03 -0.104723E+04
  0.319706E+02  0.112766E+02  0.393234E+00  0.331675E+02  0.554654E+01  0.347699E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.129067E+01  0.489114E-01  0.248212E-01  0.239300E-01  0.895044E-02  0.450615E-03 -0.104592E+04
  0.322119E+02  0.119278E+02  0.393234E+00  0.343300E+02  0.554654E+01  0.115474E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.129067E+01  0.489114E-01  0.248212E-01  0.877448E-02  0.356711E-02  0.450615E-03 -0.104094E+04
  0.322119E+02  0.119278E+02  0.393234E+00  0.343300E+02  0.554654E+01  0.101882E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.129067E+01  0.452028E-01  0.124990E-01  0.490167E-02  0.151240E-01  0.180705E-03 -0.104111E+04
  0.322119E+02  0.120897E+02  0.393234E+00  0.343300E+02  0.554654E+01  0.101882E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.129067E+01  0.452028E-01  0.124990E-01  0.490167E-02  0.110681E-01  0.180705E-03 -0.104184E+04
  0.322119E+02  0.117735E+02  0.393234E+00  0.337050E+02  0.554654E+01  0.101882E+01  0.106009E+01  0.118715E+01  0.113666E+01  0.129067E+01  0.452028E-01  0.124990E-01  0.490167E-02  0.737188E-02  0.896682E-03 -0.103965E+04
  0.322119E+02  0.117735E+02  0.393234E+00  0.337050E+02  0.554654E+01  0.101882E+01  0.106009E+01  0.109094E+01  0.113666E+01  0.128871E+01  0.476964E-01  0.124990E-01  0.490167E-02  0.246178E-01  0.896682E-03 -0.104028E+04
  0.322119E+02  0.117735E+02  0.393234E+00  0.337050E+02  0.554654E+01  0.101882E+01  0.106009E+01  0.109094E+01  0.113666E+01  0.128871E+01  0.476964E-01  0.365843E-02  0.527360E-02  0.302600E-01  0.896682E-03 -0.104000E+04
  0.322119E+02  0.117735E+02  0.393234E+00  0.337050E+02  0.554654E+01  0.101882E+01  0.106009E+01  0.109094E+01  0.113666E+01  0.128871E+01  0.535038E-01  0.365843E-02  0.527360E-02  0.343323E-01  0.896682E-03 -0.104150E+04
  0.322119E+02  0.117735E+02  0.393234E+00  0.334258E+02  0.554654E+01  0.322904E+01  0.106009E+01  0.109094E+01  0.115077E+01  0.128894E+01  0.550593E-01  0.176898E-02  0.527360E-02  0.347172E-01  0.896682E-03 -0.104311E+04
  0.322119E+02  0.117735E+02  0.393234E+00  0.345886E+02  0.315717E+01  0.322904E+01  0.106009E+01  0.113853E+01  0.115077E+01  0.128894E+01  0.541913E-01  0.176898E-02  0.155025E-01  0.347172E-01  0.297828E-02 -0.104134E+04
  0.321929E+02  0.117735E+02  0.393234E+00  0.345886E+02  0.354829E+01  0.322904E+01  0.106009E+01  0.113853E+01  0.114873E+01  0.128894E+01  0.443891E-01  0.176898E-02  0.134083E-01  0.282032E-01  0.166266E-03 -0.104011E+04
  0.321596E+02  0.117735E+02  0.393234E+00  0.345886E+02  0.354829E+01  0.322904E+01  0.106009E+01  0.113853E+01  0.114295E+01  0.128894E+01  0.508598E-01  0.176898E-02  0.134083E-01  0.282032E-01  0.166266E-03 -0.103916E+04
  0.321596E+02  0.117735E+02  0.393234E+00  0.345345E+02  0.354829E+01  0.322904E+01  0.106009E+01  0.113853E+01  0.113184E+01  0.128894E+01  0.508598E-01  0.176898E-02  0.134083E-01  0.282032E-01  0.166266E-03 -0.103966E+04
  0.321596E+02  0.118323E+02  0.393234E+00  0.337074E+02  0.354829E+01  0.322904E+01  0.106009E+01  0.113853E+01  0.113184E+01  0.128894E+01  0.503159E-01  0.176898E-02  0.858110E-02  0.282032E-01  0.166266E-03 -0.103917E+04
  0.321596E+02  0.118323E+02  0.393234E+00  0.341671E+02  0.354829E+01  0.322904E+01  0.106009E+01  0.113853E+01  0.113184E+01  0.126239E+01  0.503513E-01  0.176898E-02  0.926455E-02  0.282032E-01  0.166266E-03 -0.103976E+04
  0.321596E+02  0.118323E+02  0.393234E+00  0.341671E+02  0.354829E+01  0.322904E+01  0.106009E+01  0.113853E+01  0.113184E+01  0.126239E+01  0.468452E-01  0.176898E-02  0.926455E-02  0.307797E-01  0.347916E-03 -0.104026E+04
  0.321596E+02  0.118323E+02  0.393234E+00  0.341671E+02  0.354829E+01  0.313258E+01  0.106009E+01  0.107645E+01  0.113184E+01  0.126494E+01  0.468452E-01  0.176898E-02  0.188987E-01  0.307797E-01  0.347916E-03 -0.104075E+04
  0.321596E+02  0.118323E+02  0.393234E+00  0.339465E+02  0.354829E+01  0.313258E+01  0.106009E+01  0.107645E+01  0.113184E+01  0.132589E+01  0.549489E-01  0.176898E-02  0.402780E-02  0.340016E-01  0.590033E-02 -0.104199E+04
  0.321596E+02  0.118323E+02  0.393234E+00  0.342440E+02  0.354829E+01  0.313258E+01  0.106009E+01  0.107645E+01  0.113184E+01  0.126840E+01  0.549489E-01  0.929833E-02  0.741531E-04  0.340016E-01  0.590033E-02 -0.104155E+04
  0.321596E+02  0.118323E+02  0.393234E+00  0.342440E+02  0.354829E+01  0.313258E+01  0.106009E+01  0.107645E+01  0.113184E+01  0.126840E+01  0.549489E-01  0.364058E-02  0.741531E-04  0.363225E-01  0.590033E-02 -0.104121E+04
  0.321596E+02  0.118323E+02  0.393234E+00  0.342440E+02  0.354829E+01  0.460874E+01  0.106009E+01  0.114064E+01  0.113184E+01  0.126840E+01  0.549489E-01  0.364058E-02  0.741531E-04  0.214795E-01  0.590033E-02 -0.104069E+04
  0.321596E+02  0.118323E+02  0.358456E-01  0.342440E+02  0.310191E+01  0.460874E+01  0.106009E+01  0.114064E+01  0.113184E+01  0.126840E+01  0.427277E-01  0.186540E-02  0.741531E-04  0.934513E-02  0.590033E-02 -0.103991E+04
  0.321596E+02  0.118323E+02  0.358456E-01  0.342440E+02  0.310191E+01  0.371163E+01  0.106009E+01  0.994301E+00  0.113184E+01  0.126840E+01  0.442849E-01  0.552410E-02  0.741531E-04  0.732570E-02  0.590033E-02 -0.103836E+04
