Kmin_MC_a1     Kmin_MC_a2     Kmin_MC_a3     Kmin_MC_a4     Kmin_MC_a5     Kmin_MC_a6     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Kmin_TR_a4     Kmin_TR_a5     Kmin_TR_a6     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        
   0.257199E+02   0.348187E+02   0.501740E+02   0.362894E+02   0.385656E+02   0.318571E+02   0.297735E+02   0.240960E+02   0.243579E+02   0.281635E+02   0.245162E+02   0.286065E+02   0.242388E-01   0.415664E-02   0.906373E-02   0.105969E-02   0.151800E-01  -0.582869E+02
   0.340128E+02   0.348187E+02   0.386495E+02   0.386721E+02   0.309307E+02   0.338021E+02   0.293851E+02   0.331029E+02   0.224255E+02   0.273822E+02   0.209253E+02   0.266964E+02   0.449865E-02   0.576840E-02   0.154060E-01   0.140431E-01   0.182976E-02  -0.523878E+02
   0.315677E+02   0.322294E+02   0.314924E+02   0.346833E+02   0.352300E+02   0.307396E+02   0.273713E+02   0.229293E+02   0.287443E+02   0.361556E+02   0.331963E+02   0.291524E+02   0.181358E-01   0.700502E-02   0.949992E-02   0.286496E-02   0.915877E-03  -0.537556E+02
   0.333606E+02   0.321899E+02   0.350269E+02   0.353987E+02   0.286133E+02   0.371235E+02   0.237771E+02   0.300106E+02   0.270511E+02   0.318552E+02   0.279797E+02   0.246078E+02   0.346233E-01   0.392551E-02   0.808169E-02   0.852729E-03   0.874645E-02  -0.509202E+02
   0.364954E+02   0.350440E+02   0.322811E+02   0.367768E+02   0.335745E+02   0.311575E+02   0.254031E+02   0.262308E+02   0.239284E+02   0.316919E+02   0.239893E+02   0.281095E+02   0.150007E-01   0.931643E-03   0.101686E-01   0.217586E-02   0.874645E-02  -0.511571E+02
   0.361951E+02   0.318977E+02   0.443290E+02   0.359819E+02   0.360706E+02   0.303357E+02   0.245547E+02   0.325012E+02   0.280889E+02   0.305863E+02   0.246437E+02   0.285039E+02   0.170725E-01   0.361276E-02   0.196354E-03   0.626118E-07   0.579464E-03  -0.499124E+02
   0.340212E+02   0.375493E+02   0.373526E+02   0.401409E+02   0.302492E+02   0.352659E+02   0.272139E+02   0.271431E+02   0.214752E+02   0.313965E+02   0.203927E+02   0.265316E+02   0.313218E-01   0.361276E-02   0.115719E-02   0.376592E-02   0.132453E-01  -0.523177E+02
   0.329145E+02   0.365780E+02   0.329029E+02   0.353704E+02   0.358657E+02   0.364375E+02   0.255188E+02   0.301671E+02   0.272284E+02   0.339848E+02   0.283642E+02   0.310943E+02   0.237749E-01   0.413471E-02   0.855087E-03   0.143479E-01   0.167458E-01  -0.549594E+02
   0.325314E+02   0.338896E+02   0.462220E+02   0.298813E+02   0.352835E+02   0.309871E+02   0.300573E+02   0.343779E+02   0.280851E+02   0.285585E+02   0.309125E+02   0.389524E+02   0.247708E-01   0.286413E-01   0.855087E-03   0.772352E-02   0.240490E-01  -0.608171E+02
   0.317706E+02   0.311671E+02   0.386249E+02   0.386905E+02   0.361207E+02   0.314150E+02   0.246443E+02   0.303034E+02   0.263744E+02   0.270378E+02   0.277889E+02   0.226748E+02   0.148745E-01   0.460727E-02   0.385907E-02   0.413600E-02   0.154267E-01  -0.512263E+02
   0.318654E+02   0.303441E+02   0.367025E+02   0.360588E+02   0.372121E+02   0.338518E+02   0.277572E+02   0.243457E+02   0.211989E+02   0.287170E+02   0.320684E+02   0.288936E+02   0.448296E-01   0.157932E-02   0.172135E-01   0.592897E-02   0.592965E-02  -0.537792E+02
   0.357975E+02   0.297876E+02   0.386032E+02   0.349182E+02   0.373088E+02   0.329095E+02   0.298270E+02   0.322952E+02   0.328395E+02   0.258475E+02   0.275586E+02   0.337051E+02   0.163721E-01   0.157932E-02   0.699047E-02   0.116324E-01   0.184145E-01  -0.534124E+02
   0.327056E+02   0.353651E+02   0.337054E+02   0.355984E+02   0.384832E+02   0.300943E+02   0.293020E+02   0.256668E+02   0.216036E+02   0.218343E+02   0.334859E+02   0.305582E+02   0.166049E-01   0.184074E-02   0.135363E-01   0.435996E-01   0.147225E-01  -0.589308E+02
   0.355406E+02   0.364275E+02   0.386180E+02   0.386992E+02   0.318482E+02   0.359750E+02   0.283707E+02   0.236274E+02   0.285274E+02   0.321016E+02   0.182152E+02   0.219367E+02   0.328254E-01   0.184074E-02   0.210100E-02   0.416837E-03   0.902942E-02  -0.518886E+02
   0.278751E+02   0.373356E+02   0.397831E+02   0.392819E+02   0.318482E+02   0.363763E+02   0.275410E+02   0.290957E+02   0.259335E+02   0.261283E+02   0.249862E+02   0.329082E+02   0.170429E-01   0.550336E-03   0.885991E-02   0.182389E-01   0.114101E-01  -0.551938E+02
   0.352055E+02   0.365972E+02   0.358388E+02   0.351614E+02   0.302088E+02   0.385958E+02   0.275410E+02   0.301107E+02   0.277733E+02   0.256729E+02   0.276466E+02   0.241286E+02   0.157614E-01   0.102328E-01   0.727409E-02   0.352791E-02   0.132072E-01  -0.524242E+02
   0.335876E+02   0.368566E+02   0.395253E+02   0.392790E+02   0.262917E+02   0.361982E+02   0.274193E+02   0.246911E+02   0.266333E+02   0.304490E+02   0.306973E+02   0.275311E+02   0.608504E-02   0.175066E-02   0.546764E-02   0.184534E-02   0.156017E-01  -0.514803E+02
   0.329469E+02   0.330117E+02   0.325321E+02   0.358696E+02   0.309931E+02   0.333344E+02   0.290417E+02   0.258134E+02   0.259902E+02   0.239362E+02   0.260149E+02   0.243170E+02   0.270698E-01   0.943400E-03   0.593584E-02   0.855464E-03   0.111191E-02  -0.481393E+02
   0.349306E+02   0.330117E+02   0.398540E+02   0.320065E+02   0.326031E+02   0.333145E+02   0.293087E+02   0.250654E+02   0.317043E+02   0.256852E+02   0.273726E+02   0.288808E+02   0.277106E-01   0.236077E-01   0.133103E-02   0.855464E-03   0.104434E-02  -0.495125E+02
   0.346599E+02   0.383514E+02   0.365125E+02   0.332956E+02   0.424422E+02   0.322006E+02   0.272369E+02   0.295946E+02   0.279903E+02   0.321581E+02   0.306637E+02   0.311233E+02   0.291092E-01   0.321734E-01   0.296926E-02   0.702306E-02   0.153940E-01  -0.552472E+02
   0.377540E+02   0.303061E+02   0.386833E+02   0.371492E+02   0.378504E+02   0.321041E+02   0.281061E+02   0.259709E+02   0.247564E+02   0.314584E+02   0.226224E+02   0.179286E+02   0.193397E-02   0.448264E-02   0.329635E-02   0.297097E-01   0.675363E-02  -0.562550E+02
   0.323067E+02   0.327824E+02   0.343654E+02   0.401645E+02   0.371940E+02   0.321062E+02   0.289621E+02   0.388229E+02   0.287769E+02   0.283285E+02   0.312806E+02   0.326977E+02   0.340985E-01   0.242234E-01   0.448898E-02   0.180493E-01   0.184918E-01  -0.563136E+02
   0.360379E+02   0.343322E+02   0.372869E+02   0.351706E+02   0.408974E+02   0.301659E+02   0.269534E+02   0.204928E+02   0.322341E+02   0.318167E+02   0.269484E+02   0.319309E+02   0.390111E-01   0.206543E-01   0.200817E-02   0.156247E-01   0.788087E-03  -0.538124E+02
   0.304249E+02   0.306876E+02   0.416878E+02   0.366541E+02   0.310398E+02   0.356236E+02   0.245168E+02   0.286059E+02   0.257769E+02   0.199993E+02   0.275441E+02   0.213924E+02   0.212800E-01   0.311776E-03   0.150024E-02   0.322976E-02   0.151137E-02  -0.517061E+02
   0.330930E+02   0.393398E+02   0.345311E+02   0.322995E+02   0.286337E+02   0.391487E+02   0.299076E+02   0.277010E+02   0.311809E+02   0.222127E+02   0.331132E+02   0.282540E+02   0.354933E-01   0.311776E-03   0.146386E-01   0.220027E-02   0.959452E-02  -0.546866E+02
   0.329166E+02   0.346544E+02   0.320400E+02   0.420056E+02   0.358906E+02   0.316905E+02   0.317036E+02   0.271247E+02   0.261003E+02   0.215411E+02   0.279480E+02   0.300446E+02   0.408825E-01   0.120951E-02   0.206339E-01   0.154820E-01   0.127856E-01  -0.549806E+02
   0.340994E+02   0.360454E+02   0.320400E+02   0.348300E+02   0.399441E+02   0.342400E+02   0.331146E+02   0.311613E+02   0.339556E+02   0.182883E+02   0.337835E+02   0.263038E+02   0.175848E-01   0.176849E-01   0.501811E-03   0.102539E-01   0.929606E-02  -0.577697E+02
   0.340227E+02   0.334460E+02   0.373678E+02   0.388236E+02   0.280629E+02   0.387871E+02   0.277382E+02   0.240611E+02   0.323120E+02   0.387313E+02   0.305631E+02   0.315677E+02   0.426318E-01   0.386085E-02   0.819342E-02   0.920641E-02   0.169875E-01  -0.577542E+02
   0.348854E+02   0.394637E+02   0.426041E+02   0.315944E+02   0.317091E+02   0.348420E+02   0.278976E+02   0.200569E+02   0.300175E+02   0.257279E+02   0.291970E+02   0.279562E+02   0.300212E-01   0.607525E-02   0.663443E-02   0.146728E-01   0.407829E-01  -0.563166E+02
   0.310751E+02   0.434344E+02   0.335763E+02   0.365426E+02   0.302461E+02   0.348420E+02   0.293827E+02   0.211793E+02   0.294726E+02   0.307141E+02   0.281555E+02   0.249826E+02   0.810703E-02   0.438692E-02   0.128008E-01   0.205051E-01   0.171238E-01  -0.563238E+02
   0.344955E+02   0.420573E+02   0.383593E+02   0.398229E+02   0.363002E+02   0.321668E+02   0.245377E+02   0.323229E+02   0.271257E+02   0.238931E+02   0.325869E+02   0.237592E+02   0.447434E-01   0.816309E-03   0.123456E-01   0.536750E-02   0.359481E-02  -0.547450E+02
   0.317511E+02   0.406996E+02   0.344565E+02   0.362881E+02   0.318629E+02   0.328970E+02   0.275753E+02   0.267062E+02   0.300257E+02   0.308586E+02   0.271877E+02   0.269962E+02   0.410368E-01   0.218048E-01   0.897396E-03   0.354426E-01   0.589769E-02  -0.538524E+02
   0.291142E+02   0.352545E+02   0.359218E+02   0.355919E+02   0.304222E+02   0.323767E+02   0.294807E+02   0.243312E+02   0.292181E+02   0.229347E+02   0.279651E+02   0.296260E+02   0.156537E-01   0.832740E-02   0.472655E-02   0.164539E-01   0.124656E-01  -0.525120E+02
   0.309305E+02   0.352669E+02   0.410273E+02   0.322972E+02   0.297147E+02   0.353582E+02   0.265203E+02   0.311935E+02   0.345583E+02   0.192483E+02   0.266149E+02   0.328541E+02   0.341632E-01   0.179692E-01   0.126511E-01   0.708837E-02   0.365790E-01  -0.584185E+02
   0.273026E+02   0.310156E+02   0.410273E+02   0.335886E+02   0.377915E+02   0.330855E+02   0.319810E+02   0.180901E+02   0.240040E+02   0.337125E+02   0.312514E+02   0.242769E+02   0.286842E-01   0.596863E-02   0.533235E-02   0.299299E-02   0.183802E-01  -0.574270E+02
   0.331067E+02   0.377522E+02   0.403018E+02   0.397317E+02   0.288555E+02   0.355719E+02   0.319753E+02   0.325267E+02   0.349539E+02   0.371733E+02   0.273270E+02   0.207670E+02   0.386102E-01   0.214409E-01   0.121139E-01   0.950618E-02   0.390282E-01  -0.612225E+02
   0.387415E+02   0.406840E+02   0.424280E+02   0.311325E+02   0.296264E+02   0.352526E+02   0.254706E+02   0.366996E+02   0.211082E+02   0.287628E+02   0.296755E+02   0.335631E+02   0.182483E-01   0.615930E-02   0.330178E-02   0.944532E-02   0.125515E-01  -0.575379E+02
   0.369804E+02   0.373804E+02   0.382291E+02   0.364511E+02   0.329242E+02   0.350108E+02   0.325991E+02   0.228360E+02   0.330303E+02   0.338613E+02   0.208881E+02   0.300296E+02   0.884755E-02   0.306185E-02   0.330178E-02   0.316520E-02   0.881690E-03  -0.517490E+02
   0.315105E+02   0.363183E+02   0.378325E+02   0.326713E+02   0.318654E+02   0.343256E+02   0.358266E+02   0.240598E+02   0.268329E+02   0.342841E+02   0.314405E+02   0.327168E+02   0.524684E-01   0.199564E-01   0.607459E-02   0.153278E-01   0.881690E-03  -0.571359E+02
   0.330898E+02   0.411113E+02   0.384842E+02   0.361219E+02   0.311143E+02   0.349355E+02   0.293785E+02   0.323739E+02   0.325348E+02   0.264666E+02   0.261763E+02   0.271265E+02   0.246874E-01   0.124528E-02   0.342589E-02   0.100968E-01   0.592749E-02  -0.498261E+02
   0.407079E+02   0.313293E+02   0.376152E+02   0.399524E+02   0.329266E+02   0.358702E+02   0.276809E+02   0.274236E+02   0.310494E+02   0.263637E+02   0.195358E+02   0.308180E+02   0.244895E-01   0.879637E-02   0.103667E-01   0.893139E-02   0.150685E-01  -0.555885E+02
   0.326677E+02   0.361364E+02   0.384919E+02   0.330884E+02   0.278588E+02   0.340241E+02   0.310217E+02   0.342990E+02   0.267157E+02   0.250591E+02   0.273340E+02   0.312149E+02   0.419649E-01   0.204339E-01   0.572262E-02   0.863819E-02   0.816438E-02  -0.533020E+02
   0.354326E+02   0.345474E+02   0.349571E+02   0.318580E+02   0.366058E+02   0.317894E+02   0.324617E+02   0.244760E+02   0.328413E+02   0.197281E+02   0.251788E+02   0.201135E+02   0.338665E-01   0.856265E-02   0.118260E-01   0.175023E-02   0.142550E-01  -0.548831E+02
   0.332789E+02   0.348624E+02   0.414249E+02   0.386010E+02   0.314902E+02   0.335014E+02   0.288019E+02   0.365201E+02   0.278363E+02   0.284165E+02   0.241922E+02   0.224906E+02   0.227045E-01   0.152808E-01   0.904520E-02   0.151565E-01   0.242137E-01  -0.539271E+02
   0.275766E+02   0.363384E+02   0.450083E+02   0.338066E+02   0.314671E+02   0.315164E+02   0.254601E+02   0.366315E+02   0.271384E+02   0.361959E+02   0.330255E+02   0.260609E+02   0.214282E-02   0.328009E-01   0.329688E-01   0.119999E-01   0.331338E-02  -0.623342E+02
   0.365134E+02   0.319889E+02   0.410600E+02   0.338066E+02   0.307440E+02   0.338476E+02   0.302112E+02   0.286513E+02   0.220161E+02   0.262638E+02   0.242698E+02   0.304903E+02   0.355691E-02   0.218861E-01   0.120959E-02   0.301400E-02   0.146969E-02  -0.523431E+02
   0.313652E+02   0.318710E+02   0.436656E+02   0.390535E+02   0.265598E+02   0.360942E+02   0.315720E+02   0.282522E+02   0.308280E+02   0.283277E+02   0.235986E+02   0.285284E+02   0.257153E-01   0.111001E-01   0.300068E-02   0.210717E-01   0.640908E-02  -0.543063E+02
   0.355195E+02   0.386192E+02   0.385363E+02   0.326237E+02   0.352934E+02   0.319773E+02   0.280396E+02   0.263653E+02   0.284542E+02   0.289760E+02   0.243187E+02   0.322021E+02   0.383361E-01   0.758870E-03   0.372372E-02   0.216154E-01   0.523152E-02  -0.504920E+02
   0.331300E+02   0.322074E+02   0.387654E+02   0.431875E+02   0.409787E+02   0.316131E+02   0.236216E+02   0.286730E+02   0.338291E+02   0.252752E+02   0.271625E+02   0.269552E+02   0.176952E-01   0.499622E-02   0.280700E-03   0.146444E-01   0.528845E-03  -0.547384E+02
   0.306043E+02   0.392350E+02   0.282784E+02   0.384324E+02   0.315134E+02   0.362736E+02   0.319758E+02   0.345593E+02   0.238263E+02   0.225645E+02   0.254350E+02   0.282124E+02   0.215648E-01   0.499622E-02   0.287687E-02   0.402266E-01   0.160606E-02  -0.572328E+02
   0.342328E+02   0.346363E+02   0.387119E+02   0.302811E+02   0.300638E+02   0.339431E+02   0.279829E+02   0.377432E+02   0.326950E+02   0.273758E+02   0.329073E+02   0.302893E+02   0.371262E-01   0.130988E-01   0.526244E-02   0.541131E-02   0.777598E-03  -0.530503E+02
   0.342328E+02   0.376468E+02   0.327054E+02   0.310509E+02   0.357220E+02   0.327592E+02   0.270137E+02   0.233830E+02   0.264770E+02   0.278722E+02   0.257036E+02   0.266336E+02   0.812705E-02   0.101139E-01   0.128889E-01   0.351789E-02   0.525531E-02  -0.518538E+02
   0.357224E+02   0.345836E+02   0.417131E+02   0.353701E+02   0.327211E+02   0.330004E+02   0.265966E+02   0.349278E+02   0.265509E+02   0.318658E+02   0.271722E+02   0.288674E+02   0.276349E-02   0.110256E-01   0.956501E-02   0.720568E-02   0.826019E-02  -0.508023E+02
   0.331186E+02   0.320144E+02   0.341222E+02   0.348006E+02   0.406595E+02   0.324489E+02   0.300132E+02   0.223951E+02   0.283521E+02   0.242048E+02   0.356791E+02   0.211829E+02   0.459471E-01   0.952167E-02   0.264846E-04   0.565810E-02   0.158213E-02  -0.537983E+02
   0.323656E+02   0.411943E+02   0.403099E+02   0.370255E+02   0.313738E+02   0.339748E+02   0.306842E+02   0.376627E+02   0.287079E+02   0.311743E+02   0.121589E+02   0.304161E+02   0.362310E-01   0.271530E-01   0.976484E-02   0.277447E-02   0.772097E-03  -0.618228E+02
   0.312148E+02   0.393606E+02   0.320142E+02   0.381534E+02   0.368917E+02   0.318562E+02   0.202193E+02   0.322883E+02   0.280264E+02   0.240564E+02   0.230992E+02   0.278424E+02   0.308179E-01   0.218852E-01   0.261692E-01   0.106677E-01   0.157052E-01  -0.587796E+02
   0.297566E+02   0.337818E+02   0.340713E+02   0.327919E+02   0.307433E+02   0.342013E+02   0.315141E+02   0.252254E+02   0.308667E+02   0.334581E+02   0.323261E+02   0.261234E+02   0.427394E-01   0.386604E-02   0.968067E-02   0.124111E-01   0.924248E-02  -0.533506E+02
   0.362749E+02   0.389874E+02   0.392795E+02   0.322784E+02   0.356962E+02   0.307232E+02   0.260867E+02   0.307156E+02   0.312624E+02   0.248550E+02   0.283669E+02   0.163668E+02   0.403010E-01   0.114055E-01   0.927868E-02   0.440508E-02   0.102788E-02  -0.548282E+02
   0.391241E+02   0.381710E+02   0.365455E+02   0.344813E+02   0.305875E+02   0.350452E+02   0.298993E+02   0.297927E+02   0.334119E+02   0.182987E+02   0.282052E+02   0.307662E+02   0.463323E-02   0.976528E-02   0.268120E-02   0.105465E-01   0.120045E-01  -0.538308E+02
   0.388729E+02   0.382318E+02   0.303504E+02   0.369262E+02   0.312044E+02   0.339127E+02   0.209204E+02   0.266591E+02   0.362824E+02   0.289019E+02   0.298656E+02   0.350153E+02   0.201200E-01   0.605980E-02   0.252514E-01   0.525886E-02   0.177186E-01  -0.594583E+02
   0.370466E+02   0.364570E+02   0.317090E+02   0.335110E+02   0.351031E+02   0.334027E+02   0.324167E+02   0.226304E+02   0.317672E+02   0.284165E+02   0.244024E+02   0.205828E+02   0.349597E-01   0.219851E-01   0.188648E-01   0.525886E-02   0.125163E-01  -0.552509E+02
   0.350540E+02   0.343619E+02   0.410557E+02   0.291020E+02   0.396906E+02   0.312040E+02   0.240814E+02   0.221031E+02   0.274852E+02   0.226119E+02   0.256450E+02   0.290611E+02   0.250033E-01   0.482472E-02   0.161188E-01   0.446623E-02   0.825768E-02  -0.550152E+02
   0.355642E+02   0.332677E+02   0.382364E+02   0.256146E+02   0.349623E+02   0.350229E+02   0.268514E+02   0.265922E+02   0.310858E+02   0.237655E+02   0.225430E+02   0.203183E+02   0.318866E-01   0.246201E-02   0.474243E-02   0.386167E-01   0.233399E-02  -0.594080E+02
   0.349017E+02   0.396474E+02   0.309676E+02   0.413263E+02   0.382550E+02   0.316038E+02   0.272263E+02   0.309091E+02   0.335445E+02   0.274005E+02   0.320831E+02   0.228620E+02   0.385437E-01   0.574994E-02   0.221103E-02   0.654249E-02   0.932853E-02  -0.538579E+02
   0.335637E+02   0.334923E+02   0.346593E+02   0.378727E+02   0.388335E+02   0.299158E+02   0.298181E+02   0.286744E+02   0.295291E+02   0.265753E+02   0.305720E+02   0.307974E+02   0.440383E-01   0.109891E-03   0.444904E-02   0.204286E-01   0.452192E-02  -0.513023E+02
   0.329543E+02   0.372092E+02   0.426378E+02   0.362437E+02   0.370226E+02   0.334142E+02   0.315468E+02   0.413530E+02   0.316947E+02   0.246504E+02   0.250125E+02   0.387839E+02   0.291600E-01   0.239882E-01   0.143737E-01   0.584796E-02   0.394744E-01  -0.630864E+02
   0.334289E+02   0.372092E+02   0.345196E+02   0.333900E+02   0.299877E+02   0.357197E+02   0.292710E+02   0.436363E+02   0.485370E+02   0.204425E+02   0.281685E+02   0.327072E+02   0.197506E-01   0.190299E-03   0.815546E-02   0.238294E-01   0.533456E-01  -0.733272E+02
   0.355417E+02   0.339298E+02   0.306794E+02   0.398647E+02   0.296105E+02   0.345239E+02   0.278100E+02   0.349380E+02   0.261489E+02   0.308643E+02   0.223213E+02   0.339248E+02   0.239230E-01   0.414498E-03   0.270155E-03   0.318589E-01   0.463603E-02  -0.536647E+02
   0.322374E+02   0.301351E+02   0.391142E+02   0.332528E+02   0.294300E+02   0.345239E+02   0.247546E+02   0.336642E+02   0.318424E+02   0.253769E+02   0.180643E+02   0.239703E+02   0.454305E-01   0.705438E-02   0.215406E-01   0.233292E-02   0.112536E-02  -0.563493E+02
   0.362571E+02   0.387310E+02   0.448313E+02   0.359728E+02   0.334319E+02   0.343695E+02   0.242323E+02   0.343200E+02   0.225762E+02   0.238362E+02   0.262298E+02   0.199858E+02   0.173697E-01   0.482879E-02   0.195611E-02   0.466302E-03   0.725074E-02  -0.542161E+02
   0.329792E+02   0.345391E+02   0.377726E+02   0.359728E+02   0.347699E+02   0.301975E+02   0.276869E+02   0.300998E+02   0.359381E+02   0.301843E+02   0.201017E+02   0.231601E+02   0.568961E-02   0.768888E-02   0.428089E-02   0.691568E-02   0.176833E-01  -0.548908E+02
   0.368135E+02   0.352681E+02   0.348297E+02   0.357051E+02   0.310956E+02   0.349766E+02   0.311244E+02   0.247029E+02   0.308426E+02   0.276981E+02   0.235181E+02   0.267901E+02   0.176921E-01   0.671746E-02   0.936222E-02   0.531630E-02   0.178282E-01  -0.505568E+02
   0.296998E+02   0.349425E+02   0.391325E+02   0.318686E+02   0.350866E+02   0.320078E+02   0.247521E+02   0.330165E+02   0.266169E+02   0.255526E+02   0.195511E+02   0.268919E+02   0.415097E-01   0.350513E-02   0.453609E-02   0.776737E-03   0.113118E-01  -0.524278E+02
   0.360530E+02   0.349425E+02   0.416031E+02   0.359629E+02   0.339261E+02   0.310308E+02   0.298690E+02   0.262583E+02   0.292120E+02   0.190515E+02   0.296848E+02   0.325150E+02   0.169856E-01   0.499977E-02   0.461990E-02   0.107205E-01   0.123353E-01  -0.526557E+02
   0.408684E+02   0.333836E+02   0.390796E+02   0.384324E+02   0.400860E+02   0.323554E+02   0.291034E+02   0.289451E+02   0.263678E+02   0.318698E+02   0.219741E+02   0.251270E+02   0.666131E-02   0.437833E-01   0.700115E-02   0.258653E-01   0.106996E-01  -0.596898E+02
   0.351725E+02   0.375217E+02   0.367758E+02   0.368613E+02   0.333496E+02   0.316337E+02   0.226829E+02   0.262462E+02   0.320204E+02   0.313079E+02   0.230051E+02   0.256729E+02   0.224930E-02   0.176895E-02   0.170810E-02   0.638434E-03   0.223121E-01  -0.514413E+02
   0.360429E+02   0.342359E+02   0.341860E+02   0.331950E+02   0.326385E+02   0.353943E+02   0.316609E+02   0.320502E+02   0.310651E+02   0.270829E+02   0.326317E+02   0.291173E+02   0.144037E-01   0.177161E-01   0.127369E-01   0.382367E-02   0.570866E-02  -0.530143E+02
   0.291076E+02   0.343721E+02   0.407157E+02   0.378139E+02   0.290602E+02   0.373049E+02   0.270001E+02   0.328772E+02   0.217462E+02   0.284186E+02   0.301945E+02   0.285851E+02   0.487241E-01   0.910797E-02   0.323278E-02   0.310601E-01   0.159599E-01  -0.578595E+02
   0.401001E+02   0.329268E+02   0.359616E+02   0.366574E+02   0.389644E+02   0.308761E+02   0.319267E+02   0.284343E+02   0.255602E+02   0.283495E+02   0.301299E+02   0.290981E+02   0.394039E-01   0.275013E-02   0.992477E-02   0.340990E-03   0.128019E-01  -0.515814E+02
   0.323291E+02   0.344481E+02   0.409950E+02   0.349812E+02   0.361489E+02   0.317371E+02   0.326227E+02   0.309892E+02   0.316667E+02   0.241402E+02   0.282516E+02   0.239106E+02   0.990379E-02   0.205489E-01   0.316082E-02   0.534695E-02   0.160508E-01  -0.522743E+02
   0.320853E+02   0.388655E+02   0.300473E+02   0.315093E+02   0.390792E+02   0.347991E+02   0.291438E+02   0.373263E+02   0.285449E+02   0.327211E+02   0.281835E+02   0.208783E+02   0.389878E-01   0.108771E-01   0.371159E-02   0.253870E-01   0.287773E-02  -0.570859E+02
   0.345296E+02   0.331005E+02   0.393646E+02   0.343010E+02   0.366064E+02   0.331424E+02   0.298219E+02   0.241740E+02   0.326978E+02   0.305810E+02   0.230118E+02   0.292405E+02   0.366776E-01   0.888236E-02   0.752249E-02   0.110144E-01   0.683112E-02  -0.510485E+02
   0.277451E+02   0.340044E+02   0.397202E+02   0.343871E+02   0.336631E+02   0.331150E+02   0.331945E+02   0.220032E+02   0.244711E+02   0.282292E+02   0.295480E+02   0.241621E+02   0.281535E-01   0.859461E-02   0.333467E-02   0.985337E-02   0.548414E-02  -0.524290E+02
   0.345192E+02   0.381818E+02   0.460811E+02   0.323192E+02   0.267281E+02   0.373241E+02   0.331434E+02   0.298681E+02   0.226513E+02   0.282292E+02   0.357481E+02   0.241701E+02   0.193361E-01   0.946405E-02   0.157906E-02   0.850002E-02   0.159977E-02  -0.575008E+02
   0.296812E+02   0.355343E+02   0.438191E+02   0.312513E+02   0.326223E+02   0.319144E+02   0.240787E+02   0.314991E+02   0.361379E+02   0.240293E+02   0.238539E+02   0.321521E+02   0.423895E-02   0.169163E-02   0.897332E-02   0.374228E-02   0.455647E-02  -0.553504E+02
   0.380356E+02   0.347767E+02   0.369954E+02   0.303544E+02   0.389673E+02   0.308011E+02   0.299860E+02   0.390001E+02   0.242711E+02   0.284934E+02   0.231315E+02   0.265288E+02   0.272871E-01   0.905561E-02   0.191472E-03   0.519377E-02   0.272595E-02  -0.528646E+02
   0.291169E+02   0.354391E+02   0.341496E+02   0.356613E+02   0.380696E+02   0.318546E+02   0.260556E+02   0.236024E+02   0.289522E+02   0.277726E+02   0.251923E+02   0.358911E+02   0.326533E-01   0.230373E-02   0.191472E-03   0.241469E-01   0.290975E-01  -0.549243E+02
   0.339393E+02   0.366021E+02   0.330014E+02   0.293641E+02   0.296570E+02   0.374879E+02   0.297219E+02   0.328630E+02   0.267514E+02   0.288372E+02   0.371601E+02   0.227993E+02   0.127841E-01   0.979787E-02   0.491208E-02   0.246678E-02   0.538332E-02  -0.574887E+02
   0.382685E+02   0.383838E+02   0.333764E+02   0.346819E+02   0.259221E+02   0.374916E+02   0.276729E+02   0.272945E+02   0.336883E+02   0.334129E+02   0.206615E+02   0.277230E+02   0.400659E-01   0.153179E-01   0.554024E-02   0.193448E-03   0.219453E-01  -0.568125E+02
   0.269626E+02   0.374721E+02   0.391014E+02   0.364142E+02   0.259612E+02   0.391903E+02   0.284582E+02   0.304764E+02   0.269152E+02   0.253899E+02   0.286420E+02   0.330304E+02   0.167046E-01   0.241204E-01   0.581148E-02   0.233151E-01   0.942803E-02  -0.587892E+02
   0.342610E+02   0.310774E+02   0.408033E+02   0.361573E+02   0.284669E+02   0.357496E+02   0.333530E+02   0.345469E+02   0.292961E+02   0.313328E+02   0.232416E+02   0.199265E+02   0.259625E-01   0.201354E-02   0.135942E-01   0.894012E-02   0.804566E-02  -0.540317E+02
   0.329052E+02   0.351763E+02   0.387599E+02   0.385368E+02   0.303781E+02   0.321382E+02   0.265200E+02   0.439194E+02   0.304257E+02   0.322774E+02   0.195927E+02   0.390956E+02   0.168155E-01   0.207302E-02   0.119716E-01   0.170284E-01   0.533695E-02  -0.592690E+02
   0.297104E+02   0.338896E+02   0.389560E+02   0.365413E+02   0.318079E+02   0.340910E+02   0.282185E+02   0.257150E+02   0.270218E+02   0.315397E+02   0.332174E+02   0.153618E+02   0.981684E-02   0.251028E-02   0.332671E-02   0.875701E-02   0.115961E-01  -0.539492E+02
   0.384971E+02   0.365000E+02   0.433620E+02   0.435258E+02   0.294781E+02   0.330777E+02   0.257885E+02   0.257150E+02   0.206179E+02   0.340660E+02   0.316000E+02   0.211205E+02   0.378624E-01   0.701122E-02   0.157687E-01   0.639380E-02   0.146638E-02  -0.591545E+02
