Kmin_MR_a0     Kmin_MR_a1     Kmin_MR_a2     Kmin_MR_a3     Kmin_MR_a4     Kmin_MR_a5     Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Kmin_TR_a4     Kmin_TR_a5     Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.303344E+02   0.105324E+02   0.837373E-01  -0.308822E+01   0.945070E+00  -0.742816E+01   0.285326E+02   0.104541E+01   0.651080E+01  -0.342029E+01  -0.182988E+01  -0.246841E+01   0.374565E-01   0.217350E-02   0.401160E-02   0.104562E-01   0.105052E-01  -0.104126E+04   0.157060E+02   0.000000E+00  -0.105697E+04   0.211393E+04
   0.302671E+02   0.107699E+02   0.837373E-01  -0.308822E+01   0.179223E+00  -0.773948E+01   0.290042E+02   0.274178E+01   0.581593E+01  -0.354158E+01  -0.779432E+00   0.202438E+01   0.374565E-01   0.792251E-03   0.204678E-01   0.508822E-02   0.121852E-01  -0.104145E+04   0.145673E+02   0.000000E+00  -0.105602E+04   0.211203E+04
   0.301945E+02   0.107951E+02   0.312781E+00  -0.270594E+01   0.404704E+00  -0.734906E+01   0.275432E+02   0.223405E+01   0.257323E+01  -0.382604E+01  -0.893810E+00  -0.163857E+01   0.344624E-01   0.792251E-03   0.242021E-01   0.433923E-02   0.405355E-02  -0.104035E+04   0.150820E+02   0.000000E+00  -0.105543E+04   0.211086E+04
   0.304411E+02   0.113330E+02   0.312781E+00  -0.270594E+01   0.642261E+00  -0.749031E+01   0.277717E+02   0.250913E+01   0.431579E+01  -0.301582E+01  -0.162472E+01  -0.240645E+00   0.356891E-01   0.210897E-01   0.511273E-03   0.154217E-01   0.316283E-03  -0.104327E+04   0.146868E+02   0.000000E+00  -0.105796E+04   0.211591E+04
   0.302769E+02   0.110826E+02   0.694438E+00  -0.275681E+01   0.155669E+00  -0.820391E+01   0.291310E+02   0.162974E+01   0.622512E+01  -0.404421E+01  -0.209649E+01   0.281746E+00   0.417471E-01   0.211782E-01   0.331654E-02   0.526693E-02   0.388451E-02  -0.104247E+04   0.150561E+02   0.000000E+00  -0.105753E+04   0.211505E+04
   0.304910E+02   0.110058E+02   0.334536E+00  -0.361165E+01   0.168058E+00  -0.820391E+01   0.287433E+02   0.312513E+01   0.905202E+01  -0.640235E+01   0.177094E+01  -0.305089E+01   0.403212E-01   0.525566E-02   0.115759E-01   0.294021E-02   0.182163E-02  -0.104611E+04   0.162613E+02   0.000000E+00  -0.106237E+04   0.212474E+04
   0.303711E+02   0.109104E+02   0.334536E+00  -0.331093E+01  -0.379655E+00  -0.805139E+01   0.289017E+02   0.314718E+01   0.457840E+01  -0.671255E+01   0.186055E+01  -0.298953E+01   0.379287E-01   0.525566E-02   0.320284E-02   0.822908E-02   0.385537E-03  -0.104106E+04   0.167134E+02   0.000000E+00  -0.105777E+04   0.211555E+04
   0.303381E+02   0.108097E+02  -0.124890E+00  -0.273858E+01  -0.337442E-01  -0.769432E+01   0.287534E+02   0.239375E+01   0.549528E+01  -0.264463E+01  -0.303141E+01   0.181336E+01   0.354456E-01   0.796640E-03   0.365318E-02   0.126756E-01   0.246595E-02  -0.104205E+04   0.164615E+02   0.000000E+00  -0.105851E+04   0.211702E+04
   0.302216E+02   0.111228E+02   0.305814E-02  -0.267551E+01  -0.498915E-01  -0.716111E+01   0.289996E+02   0.239375E+01   0.473782E+01  -0.567478E+01  -0.111026E+01  -0.558089E+01   0.371613E-01   0.973959E-02   0.154917E-02   0.874918E-02   0.190689E-02  -0.104203E+04   0.162262E+02   0.000000E+00  -0.105826E+04   0.211651E+04
   0.303314E+02   0.110602E+02   0.699057E+00  -0.262409E+01  -0.173948E+00  -0.789485E+01   0.285635E+02   0.193107E+01   0.618767E+01  -0.397635E+01  -0.108176E+00  -0.201863E+01   0.328012E-01   0.529013E-01   0.111915E-01   0.643851E-03   0.190998E-01  -0.104570E+04   0.100370E+02   0.000000E+00  -0.105574E+04   0.211147E+04
   0.303437E+02   0.106467E+02   0.270408E+00  -0.293895E+01   0.683936E+00  -0.789485E+01   0.295876E+02   0.137859E+01   0.671405E+01  -0.592318E+01  -0.196351E+01  -0.141408E+01   0.423394E-01   0.269424E-02   0.935721E-02   0.643638E-02   0.195610E-01  -0.104185E+04   0.146158E+02   0.000000E+00  -0.105647E+04   0.211293E+04
   0.304596E+02   0.107865E+02   0.116998E+01  -0.334579E+01   0.418801E+00  -0.875210E+01   0.275620E+02   0.255738E+01   0.571158E+01  -0.369343E+01   0.813899E+00  -0.141195E+01   0.343221E-01   0.978133E-02   0.382999E-01   0.803992E-02   0.419613E-02  -0.104324E+04   0.123890E+02   0.000000E+00  -0.105563E+04   0.211126E+04
   0.302474E+02   0.102042E+02   0.116998E+01  -0.286714E+01   0.101333E+01  -0.875210E+01   0.286949E+02   0.978659E+00   0.562961E+01  -0.450853E+01   0.222806E+01  -0.132543E+01   0.429591E-01   0.239485E-01   0.124632E-01   0.131729E-02   0.627143E-02  -0.104666E+04   0.140206E+02   0.000000E+00  -0.106068E+04   0.212136E+04
   0.306454E+02   0.102042E+02   0.159766E+01  -0.400485E+01   0.201863E+01  -0.957248E+01   0.291953E+02   0.296257E+01   0.949410E+01  -0.493459E+01   0.189476E+01  -0.345587E+01   0.417431E-01   0.153733E-01   0.275322E-01   0.128221E-01   0.103107E-01  -0.105261E+04   0.118169E+02   0.000000E+00  -0.106443E+04   0.212885E+04
   0.306454E+02   0.102481E+02   0.186239E+01  -0.448224E+01   0.165936E+01  -0.960801E+01   0.293849E+02   0.150786E+01   0.806095E+01  -0.582852E+01   0.134417E+01  -0.228698E+01   0.389877E-01   0.338052E-02   0.188160E-01   0.227683E-01   0.127649E-01  -0.104790E+04   0.126477E+02   0.000000E+00  -0.106055E+04   0.212110E+04
   0.303989E+02   0.107294E+02   0.195861E+00  -0.313718E+01   0.545410E+00  -0.715751E+01   0.290555E+02   0.289229E+01   0.697285E+01  -0.566896E+01  -0.152660E+01  -0.228698E+01   0.385852E-01   0.366636E-02   0.251271E-01   0.301292E-01   0.130560E-01  -0.104613E+04   0.112228E+02   0.000000E+00  -0.105735E+04   0.211471E+04
   0.304788E+02   0.108576E+02   0.384686E+00  -0.313718E+01   0.474250E+00  -0.802018E+01   0.285388E+02   0.440515E+01   0.535955E+01  -0.132393E+01  -0.260907E+01   0.445641E+00   0.400448E-01   0.681404E-02   0.619309E-02   0.464057E-02   0.486497E-02  -0.104117E+04   0.161694E+02   0.000000E+00  -0.105734E+04   0.211468E+04
   0.304788E+02   0.105603E+02   0.609686E+00  -0.306700E+01   0.601586E+00  -0.800326E+01   0.285388E+02   0.217695E+01   0.613147E+01  -0.272138E+01  -0.211548E+01  -0.332607E+00   0.358841E-01   0.463267E-02   0.224593E-02   0.133145E-01   0.602909E-02  -0.104191E+04   0.157985E+02   0.000000E+00  -0.105771E+04   0.211542E+04
   0.304070E+02   0.106683E+02   0.920534E+00  -0.389803E+01   0.787996E+00  -0.925846E+01   0.285388E+02   0.274664E+01   0.613147E+01  -0.393892E+01   0.301225E+01  -0.198298E+01   0.380331E-01   0.623833E-03   0.142766E-01   0.647502E-03   0.141330E-02  -0.104337E+04   0.167246E+02   0.000000E+00  -0.106009E+04   0.212019E+04
   0.304037E+02   0.106683E+02   0.436003E+00  -0.284872E+01   0.305940E+00  -0.925846E+01   0.282164E+02   0.268350E+01   0.547985E+01  -0.394765E+01  -0.525126E+00  -0.285888E+01   0.400964E-01   0.186520E-01   0.895039E-02   0.813107E-01   0.141330E-02  -0.104803E+04   0.738804E+01   0.000000E+00  -0.105542E+04   0.211084E+04
   0.303453E+02   0.106982E+02   0.676061E+00  -0.353967E+01   0.148543E+00  -0.878762E+01   0.289529E+02   0.274081E+01   0.507102E+01  -0.419159E+01  -0.209881E+01  -0.309566E+01   0.384288E-01   0.101245E-01   0.121065E-01   0.333616E-01   0.894292E-03  -0.104175E+04   0.127720E+02   0.000000E+00  -0.105452E+04   0.210904E+04
   0.303453E+02   0.107090E+02   0.726463E+00  -0.333976E+01   0.148543E+00  -0.885399E+01   0.280876E+02   0.234944E+01   0.467285E+01  -0.491136E+01  -0.108023E+01  -0.376647E+01   0.324490E-01   0.767969E-02   0.104435E-01   0.444340E-01   0.194844E-02  -0.104164E+04   0.119701E+02   0.000000E+00  -0.105361E+04   0.210722E+04
   0.305031E+02   0.112229E+02   0.726463E+00  -0.317250E+01   0.980788E-01  -0.779607E+01   0.286094E+02   0.236445E+01   0.441344E+01  -0.528201E+01  -0.155538E+01  -0.375058E+01   0.334200E-01   0.609697E-02   0.917831E-02   0.215868E-01   0.696868E-02  -0.104307E+04   0.140376E+02   0.000000E+00  -0.105711E+04   0.211422E+04
   0.304924E+02   0.112088E+02   0.685273E+00  -0.300722E+01  -0.230997E-01  -0.842308E+01   0.284485E+02   0.350230E+01   0.233443E+01  -0.445882E+01  -0.130692E+00  -0.225688E+01   0.383353E-01   0.131597E-01   0.506552E-02   0.119886E-01   0.838784E-02  -0.104326E+04   0.145605E+02   0.000000E+00  -0.105782E+04   0.211564E+04
   0.305191E+02   0.108411E+02   0.268918E+00  -0.379383E+01   0.338867E+00  -0.834708E+01   0.289614E+02   0.191581E+01   0.461520E+01  -0.310611E+01  -0.443141E+00  -0.228173E+01   0.392402E-01   0.508649E-02   0.235631E-01   0.150232E-01   0.760160E-02  -0.104319E+04   0.132932E+02   0.000000E+00  -0.105648E+04   0.211297E+04
   0.306456E+02   0.108275E+02   0.691492E+00  -0.378601E+01  -0.986445E-03  -0.890110E+01   0.289251E+02   0.272116E+01   0.671197E+01  -0.471153E+01   0.729252E+00  -0.177726E+01   0.333452E-01   0.740961E-03   0.116294E-01   0.122707E-01   0.540231E-02  -0.104317E+04   0.154163E+02   0.000000E+00  -0.105859E+04   0.211717E+04
   0.305822E+02   0.108275E+02   0.694331E+00  -0.378601E+01  -0.986445E-03  -0.890110E+01   0.291335E+02   0.105496E+01   0.741349E+01  -0.607899E+01   0.648058E+00  -0.177726E+01   0.369030E-01   0.140599E-01   0.917637E-02   0.723704E-02   0.815288E-03  -0.104065E+04   0.152918E+02   0.000000E+00  -0.105594E+04   0.211188E+04
   0.303089E+02   0.109012E+02  -0.259337E+00  -0.249185E+01   0.171335E+00  -0.713524E+01   0.288255E+02   0.127774E+01   0.319079E+01  -0.398143E+01   0.205340E+00  -0.146217E+01   0.420813E-01   0.586894E-03   0.329643E-02   0.191927E-02   0.266311E-02  -0.104119E+04   0.175741E+02   0.000000E+00  -0.105876E+04   0.211753E+04
   0.304007E+02   0.109012E+02   0.906957E-01  -0.280952E+01  -0.557063E-01  -0.831179E+01   0.292214E+02   0.165697E+01   0.466407E+01  -0.546899E+01   0.342240E+01  -0.215865E+01   0.403665E-01   0.138887E-01   0.170179E-02   0.540465E-02   0.189516E-03  -0.104239E+04   0.163022E+02   0.000000E+00  -0.105869E+04   0.211738E+04
   0.304007E+02   0.109844E+02   0.378033E-01  -0.309636E+01  -0.180664E+00  -0.844729E+01   0.291733E+02   0.232253E+01   0.579509E+01  -0.503240E+01  -0.141757E+00  -0.265246E+01   0.401950E-01   0.325258E-01   0.386227E-02   0.273311E-01   0.634769E-03  -0.104310E+04   0.119853E+02   0.000000E+00  -0.105509E+04   0.211017E+04
   0.303778E+02   0.109844E+02   0.394845E+00  -0.322409E+01  -0.180664E+00  -0.873725E+01   0.279093E+02   0.413822E+01   0.366163E+01  -0.229618E+01  -0.134002E+01   0.483798E+00   0.329181E-01   0.321600E-01   0.550485E-02   0.700663E-02   0.116872E-02  -0.104228E+04   0.138367E+02   0.000000E+00  -0.105612E+04   0.211223E+04
   0.304673E+02   0.107689E+02   0.394845E+00  -0.286972E+01   0.350461E+00  -0.891726E+01   0.278922E+02   0.251130E+01   0.290912E+01  -0.392700E+00  -0.419591E+00   0.185623E+01   0.390208E-01   0.176265E-01   0.550485E-02   0.461960E-02   0.112844E-02  -0.104396E+04   0.155327E+02   0.000000E+00  -0.105949E+04   0.211899E+04
   0.304400E+02   0.108133E+02   0.367719E+00  -0.286972E+01   0.100265E-01  -0.919015E+01   0.283613E+02   0.169465E+01   0.593715E+01  -0.480078E+01  -0.141917E+00  -0.199186E+01   0.364650E-01   0.162614E-01   0.209139E-02   0.156392E-01   0.322758E-01  -0.104277E+04   0.117939E+02   0.000000E+00  -0.105456E+04   0.210913E+04
   0.304400E+02   0.108133E+02   0.367719E+00  -0.273026E+01   0.134854E+00  -0.779495E+01   0.284641E+02   0.194912E+01   0.593715E+01  -0.265939E+01   0.114116E+01  -0.213046E+01   0.390883E-01   0.935505E-02   0.455956E-02   0.948932E-02   0.342526E-02  -0.104051E+04   0.157378E+02   0.000000E+00  -0.105625E+04   0.211250E+04
   0.304581E+02   0.105508E+02   0.397792E+00  -0.399724E+01  -0.635735E-02  -0.872432E+01   0.284641E+02   0.117021E+01   0.471868E+01  -0.265939E+01  -0.139316E+01   0.158536E+00   0.343749E-01   0.257687E-02   0.478353E-01   0.170311E-02   0.202769E-01  -0.104595E+04   0.111815E+02   0.000000E+00  -0.105713E+04   0.211426E+04
   0.304581E+02   0.109851E+02   0.785123E+00  -0.286403E+01  -0.635735E-02  -0.789877E+01   0.274687E+02   0.314887E+01   0.437306E+01  -0.373469E+01  -0.126493E+00  -0.295936E+01   0.326146E-01   0.880969E-04   0.105852E-01   0.114951E-01   0.155246E-01  -0.104098E+04   0.146514E+02   0.000000E+00  -0.105563E+04   0.211126E+04
   0.302416E+02   0.108145E+02   0.748305E-01  -0.314978E+01  -0.476870E-01  -0.828624E+01   0.276358E+02   0.190466E+01   0.420858E+01  -0.690296E+01  -0.154831E+01  -0.449782E+01   0.355680E-01   0.339298E-02   0.274944E-02   0.125574E-02   0.704842E-02  -0.104082E+04   0.169760E+02   0.000000E+00  -0.105780E+04   0.211559E+04
   0.302777E+02   0.110370E+02   0.108125E+00  -0.314978E+01   0.136916E+00  -0.781459E+01   0.281970E+02   0.178100E+01   0.556592E+01  -0.129757E+01  -0.630919E-01   0.546950E+00   0.367767E-01   0.110069E-01   0.491243E-02   0.148301E-02   0.244013E-02  -0.104212E+04   0.164364E+02   0.000000E+00  -0.105856E+04   0.211711E+04
   0.302781E+02   0.110574E+02   0.629213E-01  -0.351073E+01  -0.596094E+00  -0.788238E+01   0.288539E+02   0.177840E+01   0.710881E+01  -0.551695E+01   0.585963E+00  -0.582945E-01   0.338262E-01   0.260870E-02   0.196760E-01   0.250268E-01   0.163141E-01  -0.104637E+04   0.120581E+02   0.000000E+00  -0.105843E+04   0.211686E+04
   0.303186E+02   0.110574E+02   0.120909E+01  -0.289384E+01   0.798860E-01  -0.788238E+01   0.284596E+02   0.190260E+01   0.429248E+01  -0.599347E+01  -0.356066E+00  -0.414522E+00   0.400343E-01   0.119859E-01   0.700954E-02   0.343986E-02   0.573375E-02  -0.104332E+04   0.156038E+02   0.000000E+00  -0.105892E+04   0.211785E+04
   0.303186E+02   0.110574E+02   0.456339E+00  -0.282099E+01   0.616624E-01  -0.819151E+01   0.284596E+02   0.280697E+01   0.522036E+01  -0.226057E+01   0.323964E+00  -0.116794E+01   0.340860E-01   0.118966E-01   0.105924E-01   0.201835E-01   0.278269E-02  -0.104123E+04   0.138752E+02   0.000000E+00  -0.105511E+04   0.211021E+04
   0.302195E+02   0.106666E+02   0.456339E+00  -0.296838E+01  -0.466518E+00  -0.819151E+01   0.274738E+02   0.324094E+01   0.369515E+01  -0.180035E+01  -0.489487E+01  -0.360719E+00   0.375761E-01   0.822725E-02   0.220293E-02   0.325098E-03   0.237064E-01  -0.104497E+04   0.149745E+02   0.000000E+00  -0.105994E+04   0.211989E+04
   0.304141E+02   0.107627E+02   0.336292E+00  -0.367582E+01  -0.466518E+00  -0.873259E+01   0.274728E+02   0.445551E+01   0.197340E+01  -0.114445E+01  -0.500463E+01   0.136038E+01   0.401030E-01   0.549906E-02   0.906536E-02   0.467051E-02   0.107491E-01  -0.104433E+04   0.154223E+02   0.000000E+00  -0.105975E+04   0.211950E+04
   0.301732E+02   0.106766E+02   0.533517E+00  -0.344033E+01  -0.154434E+00  -0.863443E+01   0.277952E+02   0.351917E+01   0.352451E+01  -0.106350E+01   0.378663E+01  -0.390307E+01   0.348074E-01   0.810755E-03   0.205143E-01   0.571273E-02   0.344052E-02  -0.105118E+04   0.153729E+02   0.000000E+00  -0.106655E+04   0.213311E+04
   0.305612E+02   0.106766E+02   0.533517E+00  -0.344033E+01   0.912442E+00  -0.813374E+01   0.282690E+02   0.565754E+01   0.327860E+01  -0.354341E+01  -0.285094E+01  -0.329670E+01   0.338893E-01   0.810755E-03   0.195785E-01   0.549730E-02   0.454170E-02  -0.104464E+04   0.153779E+02   0.000000E+00  -0.106002E+04   0.212004E+04
   0.305612E+02   0.103567E+02   0.463199E+00  -0.383757E+01   0.527393E+00  -0.994367E+01   0.290335E+02   0.267449E+01   0.276269E+01  -0.274010E+01  -0.105867E+01   0.287797E+01   0.443172E-01   0.566346E-02   0.239146E-02   0.452669E-02   0.257542E-01  -0.104804E+04   0.145871E+02   0.000000E+00  -0.106263E+04   0.212525E+04
   0.303189E+02   0.103043E+02   0.500065E+00  -0.383757E+01   0.527393E+00  -0.876338E+01   0.278255E+02   0.547280E+01   0.416148E+01  -0.320856E+01  -0.240387E+01  -0.834687E+00   0.398580E-01   0.846449E-03   0.148261E-01   0.767345E-02   0.240642E-02  -0.104245E+04   0.158454E+02   0.000000E+00  -0.105830E+04   0.211659E+04
   0.302068E+02   0.102472E+02  -0.300406E+00  -0.323849E+01   0.250817E+00  -0.876338E+01   0.275856E+02   0.269255E+01   0.407169E+01  -0.231562E+01  -0.114669E+01   0.422870E+00   0.350433E-01   0.520417E-02   0.106339E-01   0.174944E-01   0.180156E-01  -0.104416E+04   0.132859E+02   0.000000E+00  -0.105745E+04   0.211489E+04
   0.303085E+02   0.107641E+02   0.525844E+00  -0.323849E+01   0.432323E+00  -0.796285E+01   0.280111E+02   0.275156E+01   0.396319E+01  -0.231562E+01   0.300746E+00  -0.235731E+01   0.346280E-01   0.812434E-03   0.106339E-01   0.260123E-02   0.694717E-02  -0.103752E+04   0.163212E+02   0.000000E+00  -0.105384E+04   0.210768E+04
   0.304605E+02   0.103531E+02   0.887343E+00  -0.343908E+01   0.160193E+01  -0.891132E+01   0.293142E+02   0.437547E+00   0.504555E+01  -0.534012E+01   0.212740E+01  -0.133227E+01   0.386003E-01   0.166647E-01   0.444157E-02   0.208810E-02   0.865354E-03  -0.104343E+04   0.160147E+02   0.000000E+00  -0.105944E+04   0.211889E+04
   0.304605E+02   0.103531E+02   0.939951E+00  -0.381151E+01   0.725938E+00  -0.891132E+01   0.280439E+02   0.335568E+01   0.378989E+01  -0.528076E+01  -0.881821E+00  -0.241965E+01   0.329436E-01   0.211922E-02   0.545262E-02   0.296546E-02   0.865354E-03  -0.103766E+04   0.172804E+02   0.000000E+00  -0.105494E+04   0.210988E+04
   0.305071E+02   0.105428E+02   0.382727E+00  -0.381151E+01   0.857852E+00  -0.891132E+01   0.278218E+02   0.198504E+01   0.356340E+01  -0.615048E+01  -0.128850E+01  -0.130554E+01   0.381795E-01   0.211922E-02   0.284614E-02   0.354673E-02   0.147779E-02  -0.103982E+04   0.174217E+02   0.000000E+00  -0.105724E+04   0.211448E+04
   0.305575E+02   0.105428E+02   0.846412E+00  -0.381151E+01   0.117221E+01  -0.837506E+01   0.283313E+02   0.173853E+01   0.556791E+01  -0.437698E+01  -0.128850E+01  -0.768635E+00   0.359105E-01   0.365703E-02   0.203662E-02   0.595349E-02   0.123367E-01  -0.103829E+04   0.160223E+02   0.000000E+00  -0.105431E+04   0.210862E+04
   0.304994E+02   0.105428E+02   0.846412E+00  -0.415482E+01   0.140822E+00  -0.928629E+01   0.286288E+02   0.135613E+01   0.702717E+01  -0.457682E+01  -0.323241E+00  -0.249257E+01   0.381992E-01   0.518856E-02   0.203662E-02   0.125551E-01   0.473746E-02  -0.103890E+04   0.159689E+02   0.000000E+00  -0.105487E+04   0.210974E+04
   0.306289E+02   0.105428E+02   0.846412E+00  -0.415482E+01   0.480845E+00  -0.927012E+01   0.291081E+02   0.996493E+00   0.577977E+01  -0.489939E+01  -0.141576E+00  -0.430710E+01   0.403927E-01   0.393047E-02   0.164217E-01   0.123292E-01   0.255211E-02  -0.104210E+04   0.148973E+02   0.000000E+00  -0.105700E+04   0.211399E+04
   0.306289E+02   0.108811E+02   0.846412E+00  -0.365451E+01   0.556349E+00  -0.832098E+01   0.288299E+02   0.164929E+01   0.505390E+01  -0.481982E+01  -0.101055E+01  -0.181668E+01   0.348069E-01   0.336465E-03   0.974658E-03   0.165497E-01   0.265736E-02  -0.103976E+04   0.163689E+02   0.000000E+00  -0.105613E+04   0.211226E+04
   0.304600E+02   0.105019E+02   0.518460E+00  -0.433382E+01   0.556349E+00  -0.764066E+01   0.289189E+02   0.206266E+01   0.722432E+01  -0.539760E+01  -0.329928E+00  -0.480051E+01   0.415796E-01   0.645631E-02   0.779459E-02   0.394746E-01   0.292603E-01  -0.104999E+04   0.101221E+02   0.000000E+00  -0.106011E+04   0.212022E+04
   0.306611E+02   0.103293E+02   0.522236E+00  -0.466585E+01   0.875172E+00  -0.905606E+01   0.289189E+02   0.878011E+00   0.661526E+01  -0.587915E+01   0.984269E+00  -0.339988E+01   0.406880E-01   0.133225E-02   0.124996E-01   0.287494E-01   0.126788E-01  -0.104540E+04   0.128947E+02   0.000000E+00  -0.105829E+04   0.211659E+04
   0.306611E+02   0.104126E+02   0.104353E+01  -0.408436E+01   0.101675E+01  -0.849359E+01   0.289189E+02   0.177679E+01   0.666659E+01  -0.484259E+01  -0.166885E+00  -0.159455E+01   0.368415E-01   0.723983E-02   0.768556E-02   0.834299E-03   0.143054E-02  -0.104097E+04   0.167017E+02   0.000000E+00  -0.105767E+04   0.211534E+04
   0.305057E+02   0.110739E+02   0.929931E+00  -0.308307E+01   0.825318E+00  -0.798742E+01   0.283000E+02   0.450395E+01   0.497834E+01  -0.310407E+01   0.710974E+00  -0.472809E+01   0.391588E-01   0.920123E-02   0.120917E-01   0.177277E-01   0.100578E-01  -0.104512E+04   0.135128E+02   0.000000E+00  -0.105863E+04   0.211727E+04
   0.305676E+02   0.108192E+02   0.737333E+00  -0.389460E+01   0.768597E+00  -0.791278E+01   0.279091E+02   0.319810E+01   0.619676E+01  -0.542197E+01  -0.507369E+00  -0.420682E+01   0.309725E-01   0.200675E-02   0.261174E-01   0.386663E-02   0.101161E-01  -0.104600E+04   0.142100E+02   0.000000E+00  -0.106021E+04   0.212042E+04
   0.305032E+02   0.108192E+02   0.598482E+00  -0.294955E+01   0.422746E+00  -0.857676E+01   0.287658E+02   0.309199E+01   0.662236E+01  -0.217476E+01  -0.138670E+01  -0.297782E+01   0.389204E-01   0.215547E-01   0.214610E-01   0.121907E-01   0.197490E-03  -0.104379E+04   0.128803E+02   0.000000E+00  -0.105667E+04   0.211334E+04
   0.305189E+02   0.109038E+02   0.854815E+00  -0.387307E+01   0.459034E+00  -0.857676E+01   0.293087E+02   0.106327E+01   0.784292E+01  -0.689162E+01   0.151217E+01  -0.105083E+01   0.396362E-01   0.426925E-02   0.182929E-01   0.111059E-01   0.150651E-01  -0.104418E+04   0.135474E+02   0.000000E+00  -0.105773E+04   0.211545E+04
   0.305189E+02   0.103755E+02   0.112886E+01  -0.417390E+01   0.465878E+00  -0.987384E+01   0.280255E+02   0.987809E+00   0.487941E+01  -0.666637E+01   0.938643E+00  -0.551161E+01   0.352084E-01   0.324277E-02   0.323580E-02   0.419483E-01   0.900568E-02  -0.104618E+04   0.126774E+02   0.000000E+00  -0.105886E+04   0.211771E+04
   0.305189E+02   0.106900E+02   0.826378E+00  -0.373251E+01   0.465878E+00  -0.893430E+01   0.282340E+02   0.269891E+01   0.402055E+01  -0.282392E+01  -0.906830E+00  -0.410159E+00   0.393476E-01   0.176030E-02   0.772451E-02   0.681772E-02   0.179722E-02  -0.103697E+04   0.166107E+02   0.000000E+00  -0.105358E+04   0.210716E+04
   0.306841E+02   0.105537E+02   0.838617E+00  -0.368899E+01   0.116965E+01  -0.893430E+01   0.273556E+02   0.219948E+01   0.350146E+01  -0.158228E+01  -0.204402E+01  -0.337598E+00   0.438913E-01   0.710036E-02   0.261045E-01   0.127221E-01   0.155403E-01  -0.104844E+04   0.122740E+02   0.000000E+00  -0.106071E+04   0.212143E+04
   0.304403E+02   0.104433E+02  -0.114613E+00  -0.384986E+01  -0.485745E-01  -0.922617E+01   0.286204E+02   0.277816E+01   0.350146E+01  -0.496621E+01  -0.148895E+01  -0.433060E+01   0.387113E-01   0.604169E-02   0.189860E-01   0.113124E-01   0.159901E-01  -0.104441E+04   0.131877E+02   0.000000E+00  -0.105760E+04   0.211520E+04
   0.304516E+02   0.105158E+02   0.650266E-01  -0.296968E+01  -0.196407E-01  -0.908247E+01   0.278411E+02   0.231303E+01   0.410604E+01  -0.214477E+01  -0.250493E+01  -0.591913E+00   0.364191E-01   0.302199E-02   0.496607E-02   0.133094E-01   0.892012E-02  -0.104305E+04   0.153989E+02   0.000000E+00  -0.105845E+04   0.211690E+04
   0.301805E+02   0.105158E+02   0.650266E-01  -0.325719E+01   0.168310E+00  -0.896121E+01   0.285969E+02   0.322601E+01   0.618974E+01   0.420045E+00  -0.145156E+01  -0.588132E+00   0.397279E-01   0.302199E-02   0.665005E-03   0.640479E-02   0.107470E-01  -0.104595E+04   0.163368E+02   0.000000E+00  -0.106229E+04   0.212457E+04
   0.304556E+02   0.105158E+02   0.209067E+00  -0.354072E+01   0.168310E+00  -0.937653E+01   0.281401E+02   0.398871E+01   0.526524E+01  -0.400051E+01  -0.102644E+01  -0.415444E+01   0.386128E-01   0.153032E-02   0.762651E-02   0.109782E-01   0.938799E-03  -0.103983E+04   0.163133E+02   0.000000E+00  -0.105614E+04   0.211229E+04
   0.304556E+02   0.108382E+02   0.209067E+00  -0.325555E+01  -0.363182E+00  -0.853878E+01   0.279044E+02   0.387121E+01   0.286698E+01  -0.265951E+01  -0.201134E+01  -0.190979E+01   0.356985E-01   0.859042E-02   0.130749E-01   0.135772E-01   0.255107E-02  -0.103972E+04   0.146413E+02   0.000000E+00  -0.105436E+04   0.210872E+04
   0.305932E+02   0.107650E+02  -0.319123E+00  -0.337922E+01   0.571405E-01  -0.853878E+01   0.278468E+02   0.285453E+01   0.568236E+01  -0.441589E+01  -0.292292E+01   0.972566E+00   0.410171E-01   0.191843E-01   0.140464E-01   0.175238E-01   0.988109E-02  -0.105128E+04   0.123571E+02   0.000000E+00  -0.106364E+04   0.212727E+04
   0.302526E+02   0.105685E+02   0.308619E+00  -0.372157E+01  -0.430022E+00  -0.782013E+01   0.282997E+02   0.201099E+01   0.320515E+01  -0.463867E+01   0.141446E+01  -0.487190E+01   0.410790E-01   0.783580E-02   0.153474E-01   0.247187E-01   0.120130E-01  -0.104711E+04   0.124292E+02   0.000000E+00  -0.105954E+04   0.211908E+04
   0.301668E+02   0.106689E+02   0.383506E+00  -0.282229E+01   0.102365E+00  -0.801218E+01   0.282225E+02   0.273876E+01   0.604233E+01  -0.349719E+01   0.567832E-01  -0.235772E+01   0.356471E-01   0.124009E-01   0.753060E-04   0.315907E-02   0.376883E-01  -0.104019E+04   0.130883E+02   0.000000E+00  -0.105328E+04   0.210656E+04
   0.302323E+02   0.105624E+02   0.295074E+00  -0.324682E+01   0.380948E+00  -0.801218E+01   0.279450E+02   0.273876E+01   0.466830E+01  -0.349719E+01   0.118789E+00  -0.190834E+01   0.346725E-01   0.833290E-02   0.110829E-01   0.297532E-01   0.509911E-02  -0.103909E+04   0.129939E+02   0.000000E+00  -0.105208E+04   0.210417E+04
