Kmin_MR_a0    Kmin_MR_a1    Kmin_MR_a2    Kmin_MR_a3    Kmin_MR_a4    Kmin_MR_a5    Kmin_MR_a6    Kmin_MR_a7    Kmin_TR_a0    Kmin_TR_a1    Kmin_TR_a2    Kmin_TR_a3    Kmin_TR_a4    Kmin_TR_a5    Kmin_TR_a6    Kmin_TR_a7    Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.305785E+02  0.115799E+02  0.451064E+00 -0.133140E+01 -0.163124E-01 -0.435890E+01  0.148667E+01  0.685452E+01  0.281848E+02  0.194566E+01  0.701664E+01 -0.447790E+01  0.130313E+01 -0.335916E+01  0.284210E+01  0.260009E+01  0.232252E-01  0.325000E-02  0.171089E-02  0.279350E-02  0.422652E-01 -0.995016E+03
  0.305785E+02  0.115799E+02  0.451064E+00 -0.133140E+01  0.497915E+00 -0.435890E+01  0.192681E+01  0.685452E+01  0.281848E+02  0.194566E+01  0.526193E+01 -0.447790E+01  0.130313E+01 -0.335916E+01  0.284210E+01  0.260009E+01  0.232252E-01  0.325000E-02  0.171089E-02  0.402905E-02  0.427820E-01 -0.998240E+03
  0.305785E+02  0.115799E+02  0.451064E+00 -0.133140E+01  0.481306E+00 -0.437378E+01  0.192681E+01  0.685452E+01  0.281848E+02  0.194566E+01  0.526193E+01 -0.447790E+01  0.130313E+01 -0.208845E+01  0.284210E+01  0.260009E+01  0.232252E-01  0.406736E-02  0.171089E-02  0.679837E-02  0.427820E-01 -0.997525E+03
  0.305785E+02  0.115799E+02  0.800814E+00 -0.133140E+01  0.481306E+00 -0.437378E+01  0.192681E+01  0.685452E+01  0.282066E+02  0.245452E+01  0.526193E+01 -0.447790E+01  0.134446E+01 -0.208845E+01  0.210340E+01  0.260009E+01  0.232252E-01  0.997346E-02  0.171089E-02  0.661599E-02  0.465608E-01 -0.998014E+03
  0.305785E+02  0.115799E+02  0.800814E+00 -0.133140E+01  0.481306E+00 -0.437378E+01  0.192681E+01  0.685452E+01  0.282066E+02  0.245452E+01  0.526193E+01 -0.447790E+01  0.134446E+01 -0.208845E+01  0.210340E+01  0.184960E+01  0.189141E-01  0.127010E-01  0.171089E-02  0.651433E-02  0.465608E-01 -0.100038E+04
  0.305785E+02  0.115799E+02  0.800814E+00 -0.133140E+01  0.481306E+00 -0.437378E+01  0.251938E+01  0.685452E+01  0.272162E+02  0.245452E+01  0.526193E+01 -0.447790E+01  0.134446E+01 -0.208845E+01  0.210340E+01  0.184960E+01  0.207500E-01  0.597461E-02  0.171089E-02  0.651433E-02  0.184786E-01 -0.995952E+03
  0.306350E+02  0.115799E+02  0.694802E+00 -0.133140E+01  0.481306E+00 -0.437378E+01  0.251938E+01  0.685452E+01  0.272162E+02  0.279220E+01  0.526193E+01 -0.447790E+01  0.134446E+01 -0.208845E+01  0.210340E+01  0.184960E+01  0.207500E-01  0.113786E-01  0.781140E-02  0.132894E-01  0.226605E-01 -0.998275E+03
  0.306350E+02  0.115799E+02  0.694802E+00 -0.133140E+01  0.481306E+00 -0.437378E+01  0.251938E+01  0.685452E+01  0.272162E+02  0.279220E+01  0.526193E+01 -0.364145E+01  0.134446E+01 -0.208845E+01  0.210340E+01  0.184960E+01  0.212895E-01  0.107463E-01  0.119611E-02  0.158342E-01  0.290711E-01 -0.998359E+03
  0.306350E+02  0.115799E+02  0.694802E+00 -0.133140E+01  0.481306E+00 -0.437378E+01  0.251938E+01  0.685452E+01  0.272162E+02  0.279220E+01  0.526193E+01 -0.310903E+01  0.265019E+01 -0.210284E+01  0.154431E+01  0.184960E+01  0.228383E-01  0.190439E-02  0.164781E-01  0.158342E-01  0.249305E-01 -0.100234E+04
  0.306350E+02  0.115799E+02  0.291046E+00 -0.133140E+01  0.481306E+00 -0.437378E+01  0.251938E+01  0.685452E+01  0.277301E+02  0.279220E+01  0.526193E+01 -0.310903E+01  0.265019E+01 -0.210284E+01  0.588246E+01  0.184960E+01  0.228383E-01  0.190439E-02  0.105010E-01  0.113954E-01  0.279542E-01 -0.100146E+04
  0.305991E+02  0.115799E+02  0.291046E+00 -0.111029E+01  0.481306E+00 -0.437378E+01  0.251938E+01  0.640438E+01  0.277301E+02  0.325624E+01  0.526193E+01 -0.335435E+01  0.265019E+01 -0.255338E+01  0.588246E+01  0.193243E+01  0.278591E-01  0.347323E-02  0.178973E-01  0.262253E-01  0.207022E-01 -0.100281E+04
  0.305991E+02  0.115799E+02  0.291046E+00 -0.662428E+00  0.481306E+00 -0.437378E+01  0.251938E+01  0.640438E+01  0.277301E+02  0.325624E+01  0.526193E+01 -0.335435E+01  0.265019E+01 -0.255338E+01  0.588246E+01  0.552920E+01  0.278591E-01  0.584568E-02  0.178973E-01  0.170295E-01  0.178125E-01 -0.100619E+04
  0.305991E+02  0.115799E+02  0.475586E+00 -0.158208E+01  0.481306E+00 -0.437378E+01  0.251938E+01  0.640438E+01  0.277301E+02  0.325624E+01  0.669367E+01 -0.335435E+01  0.265019E+01 -0.255338E+01  0.588246E+01  0.243959E+01  0.229602E-01  0.436639E-02  0.202422E-01  0.170295E-01  0.106192E-01 -0.100123E+04
  0.305991E+02  0.115799E+02  0.475586E+00 -0.158208E+01  0.481306E+00 -0.437378E+01  0.162413E+01  0.640438E+01  0.276486E+02  0.325624E+01  0.484152E+01 -0.335435E+01  0.265019E+01 -0.255338E+01  0.588246E+01  0.243959E+01  0.229602E-01  0.436639E-02  0.767765E-02  0.253882E-01  0.802061E-02 -0.100047E+04
  0.305991E+02  0.115799E+02  0.475586E+00 -0.158208E+01  0.481306E+00 -0.411946E+01  0.162413E+01  0.640438E+01  0.276486E+02  0.325624E+01  0.470941E+01 -0.335435E+01  0.265019E+01 -0.255338E+01  0.588246E+01 -0.590088E+00  0.229602E-01  0.436639E-02  0.355079E-02  0.993430E-02  0.594442E-02 -0.999086E+03
  0.305991E+02  0.115486E+02  0.475586E+00 -0.158208E+01 -0.314050E+00 -0.411946E+01  0.162413E+01  0.640438E+01  0.276486E+02  0.242936E+01  0.522867E+01 -0.335435E+01  0.265019E+01 -0.418641E+01  0.588246E+01 -0.590088E+00  0.234670E-01  0.720295E-02  0.107799E-01  0.836822E-02  0.791638E-02 -0.999938E+03
  0.305991E+02  0.115486E+02  0.475586E+00 -0.158208E+01 -0.314050E+00 -0.411946E+01  0.162413E+01  0.640438E+01  0.276486E+02  0.442660E+01  0.524841E+01 -0.335435E+01  0.266432E+01 -0.418641E+01  0.472742E+01 -0.590088E+00  0.234670E-01  0.437231E-02  0.107799E-01  0.131708E-01  0.537274E-02 -0.999771E+03
  0.305991E+02  0.115486E+02  0.475586E+00 -0.126345E+01 -0.314050E+00 -0.411946E+01  0.572881E+00  0.640438E+01  0.276486E+02  0.442660E+01  0.553080E+01 -0.335435E+01  0.266432E+01 -0.418641E+01  0.472742E+01 -0.590088E+00  0.234670E-01  0.563305E-02  0.355072E-02  0.113754E-01  0.221301E-02 -0.998322E+03
  0.305991E+02  0.115486E+02  0.810712E-01 -0.111310E+01 -0.314050E+00 -0.411946E+01  0.572881E+00  0.640438E+01  0.276486E+02  0.442660E+01  0.553080E+01 -0.335435E+01  0.266432E+01 -0.418641E+01  0.472742E+01  0.870745E+00  0.234670E-01  0.563305E-02  0.355072E-02  0.670697E-02  0.221301E-02 -0.997567E+03
  0.303901E+02  0.115486E+02  0.810712E-01 -0.111310E+01 -0.314050E+00 -0.411946E+01  0.572881E+00  0.597935E+01  0.276486E+02  0.442660E+01  0.553080E+01 -0.455542E+01  0.266432E+01 -0.194156E+01  0.472742E+01  0.870745E+00  0.234670E-01  0.142129E-02  0.355072E-02  0.670697E-02  0.127634E-01 -0.997689E+03
  0.303901E+02  0.115486E+02  0.810712E-01 -0.111310E+01 -0.314050E+00 -0.411946E+01  0.186765E+01  0.597935E+01  0.277517E+02  0.442660E+01  0.553080E+01 -0.455542E+01  0.893286E+00 -0.485307E+01  0.637688E+01  0.348251E-01  0.234670E-01  0.142129E-02  0.104170E-02  0.670697E-02  0.127634E-01 -0.997327E+03
  0.303901E+02  0.115486E+02  0.810712E-01 -0.111310E+01 -0.314050E+00 -0.411946E+01  0.186765E+01  0.597935E+01  0.277517E+02  0.442660E+01  0.553080E+01 -0.455542E+01  0.893286E+00 -0.420085E+01  0.637688E+01  0.348251E-01  0.234670E-01  0.142129E-02  0.426570E-02  0.670697E-02  0.728998E-02 -0.996784E+03
  0.303901E+02  0.113957E+02  0.810712E-01 -0.111310E+01 -0.139807E-01 -0.411946E+01  0.186765E+01  0.597935E+01  0.277517E+02  0.365581E+01  0.553080E+01 -0.455542E+01  0.139869E+01 -0.189799E+01  0.673330E+01  0.393454E+01  0.232955E-01  0.142129E-02  0.624586E-02  0.537272E-02  0.675476E-02 -0.995084E+03
  0.303901E+02  0.113957E+02  0.158971E+00 -0.112679E+01 -0.139807E-01 -0.453034E+01  0.186765E+01  0.597935E+01  0.277899E+02  0.365581E+01  0.553080E+01 -0.455542E+01  0.139869E+01 -0.162938E+01  0.137819E+01  0.393454E+01  0.232955E-01  0.184284E-02  0.826773E-02  0.278734E-02  0.518960E-02 -0.994923E+03
  0.303901E+02  0.113957E+02  0.158971E+00 -0.112679E+01 -0.139807E-01 -0.453034E+01  0.186765E+01  0.583395E+01  0.277899E+02  0.365581E+01  0.553080E+01 -0.455542E+01  0.139869E+01 -0.162938E+01  0.181365E+01  0.350778E+01  0.241074E-01  0.184284E-02  0.741419E-02  0.102322E-01  0.518960E-02 -0.995061E+03
  0.303901E+02  0.113957E+02  0.158971E+00 -0.112679E+01  0.204646E+00 -0.453034E+01  0.186765E+01  0.583395E+01  0.277899E+02  0.365581E+01  0.553080E+01 -0.455542E+01 -0.115937E+01 -0.162938E+01  0.181365E+01  0.350778E+01  0.247976E-01  0.184284E-02  0.741419E-02  0.776019E-03  0.207230E-03 -0.992415E+03
  0.303901E+02  0.114969E+02  0.158971E+00 -0.113196E+01  0.204646E+00 -0.453034E+01  0.186765E+01  0.583395E+01  0.277899E+02  0.365581E+01  0.553080E+01 -0.523935E+01 -0.898784E+00 -0.162938E+01  0.151432E+01  0.373723E+01  0.247976E-01  0.165128E-01  0.202232E-01  0.776019E-03  0.207230E-03 -0.997077E+03
  0.303901E+02  0.114969E+02  0.158971E+00 -0.113196E+01  0.204646E+00 -0.453034E+01  0.186765E+01  0.583395E+01  0.277899E+02  0.365581E+01  0.553080E+01 -0.523935E+01 -0.898784E+00 -0.162938E+01  0.151432E+01  0.373723E+01  0.225919E-01  0.224361E-01  0.143425E-01  0.776019E-03  0.207230E-03 -0.996763E+03
  0.303901E+02  0.114969E+02  0.158971E+00 -0.113196E+01  0.204646E+00 -0.453034E+01  0.186765E+01  0.551564E+01  0.277899E+02  0.365581E+01  0.553080E+01 -0.337421E+01 -0.898784E+00 -0.162938E+01  0.301957E+01  0.494857E+01  0.225919E-01  0.224361E-01  0.928361E-02  0.776019E-03  0.207230E-03 -0.996085E+03
  0.303901E+02  0.114969E+02  0.158971E+00 -0.113196E+01  0.204646E+00 -0.453034E+01  0.186765E+01  0.551564E+01  0.277899E+02  0.365581E+01  0.553080E+01 -0.337421E+01 -0.898784E+00 -0.162938E+01  0.301957E+01  0.494857E+01  0.225919E-01  0.302889E-01  0.928361E-02  0.176788E-02  0.207230E-03 -0.996969E+03
  0.303901E+02  0.114969E+02  0.158971E+00 -0.126062E+01 -0.672186E-02 -0.453034E+01  0.107194E+01  0.551564E+01  0.277899E+02  0.365581E+01  0.553080E+01 -0.337421E+01 -0.898784E+00 -0.162938E+01  0.301957E+01  0.494857E+01  0.225919E-01  0.265504E-01  0.629067E-02  0.474504E-02  0.207230E-03 -0.995913E+03
  0.303901E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.672186E-02 -0.378655E+01  0.153968E+01  0.551564E+01  0.274492E+02  0.365581E+01  0.553080E+01 -0.337421E+01  0.255659E+00 -0.162938E+01  0.301957E+01  0.494857E+01  0.225919E-01  0.256450E-01  0.629067E-02  0.474504E-02  0.281615E-02 -0.999103E+03
  0.303901E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.672186E-02 -0.378655E+01  0.153968E+01  0.551564E+01  0.274492E+02  0.365581E+01  0.553080E+01 -0.337421E+01  0.255659E+00 -0.162938E+01  0.301957E+01  0.387865E+01  0.225919E-01  0.596064E-02  0.629067E-02  0.518333E-02  0.281615E-02 -0.996169E+03
  0.304281E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.672186E-02 -0.378655E+01  0.153968E+01  0.551564E+01  0.274492E+02  0.365581E+01  0.553080E+01 -0.337421E+01  0.255659E+00 -0.162938E+01  0.301957E+01  0.387865E+01  0.225919E-01  0.275882E-02  0.904827E-02  0.158041E-01  0.123511E-01 -0.998419E+03
  0.304281E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.672186E-02 -0.502722E+01  0.153968E+01  0.551564E+01  0.274492E+02  0.365581E+01  0.553080E+01 -0.337421E+01  0.255659E+00  0.170494E+00  0.301957E+01  0.241609E+01  0.211970E-01  0.275882E-02  0.904827E-02  0.830092E-02  0.121490E-01 -0.998930E+03
  0.304281E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.672186E-02 -0.502722E+01  0.153968E+01  0.551564E+01  0.274492E+02  0.365581E+01  0.553080E+01 -0.337421E+01  0.255659E+00  0.170494E+00  0.301957E+01  0.412256E+01  0.211970E-01  0.275882E-02  0.250958E-01  0.830092E-02  0.228397E-01 -0.100117E+04
  0.304281E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.672186E-02 -0.502722E+01  0.153968E+01  0.551564E+01  0.274492E+02  0.365581E+01  0.553080E+01 -0.337421E+01  0.255659E+00  0.170494E+00  0.301957E+01  0.412256E+01  0.206055E-01  0.404620E-02  0.250958E-01  0.152362E-01  0.122847E-01 -0.100112E+04
  0.304281E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.672186E-02 -0.502722E+01  0.186366E+01  0.551564E+01  0.282734E+02  0.365581E+01  0.553080E+01 -0.337421E+01  0.255659E+00  0.170494E+00  0.301957E+01  0.412256E+01  0.206055E-01  0.645723E-02  0.250958E-01  0.152362E-01  0.109359E-01 -0.100301E+04
  0.304087E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.672186E-02 -0.439990E+01  0.927631E+00  0.551564E+01  0.282734E+02  0.270995E+01  0.530556E+01 -0.337421E+01  0.255659E+00  0.158078E+01  0.301957E+01  0.412256E+01  0.196875E-01  0.302037E-02  0.250958E-01  0.732966E-02  0.390887E-02 -0.100083E+04
  0.304087E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.672186E-02 -0.439990E+01  0.927631E+00  0.551564E+01  0.272788E+02  0.270995E+01  0.496210E+01 -0.337421E+01 -0.117294E+01  0.148113E+00  0.301957E+01  0.412256E+01  0.196875E-01  0.302037E-02  0.115020E-01  0.732966E-02  0.390887E-02 -0.997235E+03
  0.304087E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.672186E-02 -0.439990E+01  0.927631E+00  0.551564E+01  0.272788E+02  0.270995E+01  0.496210E+01 -0.337421E+01  0.525082E+00  0.148113E+00  0.301957E+01  0.412256E+01  0.196875E-01  0.302037E-02  0.135471E-01  0.218242E-02  0.939726E-02 -0.997164E+03
  0.304087E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.368680E+00 -0.439990E+01  0.927631E+00  0.551564E+01  0.272788E+02  0.270995E+01  0.496210E+01 -0.337421E+01  0.525082E+00  0.148113E+00  0.301957E+01  0.468331E+01  0.233996E-01  0.642657E-02  0.167222E-01  0.218242E-02  0.633294E-02 -0.996022E+03
  0.304087E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.368680E+00 -0.439990E+01  0.927631E+00  0.551564E+01  0.278304E+02  0.270995E+01  0.496210E+01 -0.337421E+01  0.525082E+00  0.148113E+00  0.301957E+01  0.570238E+01  0.233996E-01  0.122628E-02  0.399036E-03  0.218242E-02  0.633294E-02 -0.993622E+03
  0.304087E+02  0.114969E+02 -0.117971E+00 -0.126062E+01 -0.328226E+00 -0.439990E+01  0.927631E+00  0.618398E+01  0.278304E+02  0.270995E+01  0.633669E+01 -0.336349E+01  0.127278E+01  0.148113E+00  0.301957E+01  0.436604E+00  0.233996E-01  0.122628E-02  0.189220E-01  0.218242E-02  0.159056E-01 -0.997723E+03
  0.304087E+02  0.112533E+02 -0.117971E+00 -0.126062E+01 -0.328226E+00 -0.439990E+01  0.927631E+00  0.618398E+01  0.278304E+02  0.270995E+01  0.633669E+01 -0.336349E+01  0.127278E+01  0.148113E+00  0.301957E+01  0.426254E+01  0.233996E-01  0.122628E-02  0.132642E-01  0.698671E-02  0.202831E-01 -0.994858E+03
  0.304087E+02  0.112533E+02  0.227225E-01 -0.126062E+01 -0.328226E+00 -0.439990E+01  0.927631E+00  0.618398E+01  0.282899E+02  0.270995E+01  0.633669E+01 -0.336349E+01 -0.518881E+00  0.148113E+00  0.301957E+01  0.426254E+01  0.233996E-01  0.122628E-02  0.132642E-01  0.718217E-02  0.202831E-01 -0.995488E+03
  0.304087E+02  0.113762E+02  0.227225E-01 -0.126062E+01  0.369284E+00 -0.439990E+01  0.927631E+00  0.618398E+01  0.282899E+02  0.270995E+01  0.511360E+01 -0.336349E+01 -0.518881E+00  0.148113E+00  0.301957E+01  0.426254E+01  0.238808E-01  0.212553E-02  0.132642E-01  0.718217E-02  0.251404E-01 -0.998452E+03
  0.304087E+02  0.111538E+02  0.227225E-01 -0.126062E+01  0.369284E+00 -0.439990E+01  0.927631E+00  0.618398E+01  0.282899E+02  0.270995E+01  0.511360E+01 -0.336349E+01 -0.518881E+00  0.148113E+00  0.301957E+01  0.434723E+01  0.277746E-01  0.100764E-01  0.104887E-01  0.372718E-02  0.207322E-01 -0.997359E+03
  0.304087E+02  0.111538E+02  0.227225E-01 -0.123393E+01  0.369284E+00 -0.439990E+01  0.144165E+01  0.618398E+01  0.282899E+02  0.357875E+01  0.483035E+01 -0.336349E+01 -0.782415E+00 -0.699552E-01  0.301957E+01  0.434723E+01  0.277746E-01  0.694015E-02  0.104887E-01  0.372718E-02  0.697010E-02 -0.995655E+03
  0.304087E+02  0.111538E+02  0.227225E-01 -0.123393E+01  0.369284E+00 -0.439990E+01  0.144165E+01  0.618398E+01  0.282899E+02  0.292391E+01  0.483035E+01 -0.336349E+01 -0.814271E+00 -0.699552E-01  0.301957E+01  0.434723E+01  0.268676E-01  0.712580E-02  0.991638E-02  0.372718E-02  0.697010E-02 -0.995047E+03
  0.304087E+02  0.111538E+02  0.227225E-01 -0.123393E+01  0.369284E+00 -0.439990E+01  0.144165E+01  0.618398E+01  0.282899E+02  0.352664E+01  0.483035E+01 -0.336349E+01 -0.814271E+00 -0.699552E-01  0.392322E+01  0.434723E+01  0.238880E-01  0.993521E-02  0.583886E-03  0.457101E-02  0.697010E-02 -0.995055E+03
  0.304087E+02  0.111538E+02  0.227225E-01 -0.123393E+01  0.369284E+00 -0.439990E+01  0.144165E+01  0.618398E+01  0.282899E+02  0.528801E+01  0.483035E+01 -0.318025E+01 -0.814271E+00 -0.699552E-01  0.392322E+01  0.434723E+01  0.238880E-01  0.914424E-02  0.583886E-03  0.542108E-02  0.476881E-02 -0.998749E+03
  0.304087E+02  0.111538E+02  0.227225E-01 -0.123393E+01  0.369284E+00 -0.439990E+01  0.144165E+01  0.635745E+01  0.273492E+02  0.528801E+01  0.444583E+01 -0.318025E+01 -0.814271E+00 -0.571205E+00  0.422272E+01  0.434723E+01  0.238880E-01  0.244008E-01  0.583886E-03  0.814669E-02  0.476881E-02 -0.998971E+03
  0.304087E+02  0.111561E+02  0.227225E-01 -0.910921E+00  0.369284E+00 -0.439990E+01  0.144165E+01  0.635745E+01  0.273492E+02  0.455825E+01  0.444583E+01 -0.318025E+01 -0.814271E+00 -0.571205E+00  0.231219E+01  0.440379E+01  0.238880E-01  0.244008E-01  0.583886E-03  0.814669E-02  0.476881E-02 -0.997003E+03
  0.304087E+02  0.111346E+02  0.261452E+00 -0.910921E+00  0.369284E+00 -0.439990E+01  0.144165E+01  0.635745E+01  0.273492E+02  0.455825E+01  0.444583E+01 -0.318025E+01 -0.814271E+00 -0.571205E+00  0.280538E+01  0.190633E+01  0.237610E-01  0.297645E-01  0.583886E-03  0.814669E-02  0.717040E-02 -0.997216E+03
  0.304087E+02  0.111346E+02  0.261452E+00 -0.910921E+00  0.369284E+00 -0.439990E+01  0.144165E+01  0.635745E+01  0.273492E+02  0.455825E+01  0.241497E+01 -0.290947E+01 -0.884059E+00 -0.571205E+00  0.311388E+01  0.190633E+01  0.237610E-01  0.329389E-01  0.583886E-03  0.814669E-02  0.184269E-01 -0.999189E+03
  0.304087E+02  0.111346E+02  0.334329E+00 -0.910921E+00  0.369284E+00 -0.439990E+01  0.144165E+01  0.730538E+01  0.273492E+02  0.455825E+01  0.241497E+01 -0.290947E+01 -0.884059E+00 -0.571205E+00  0.311388E+01  0.190633E+01  0.230514E-01  0.243616E-01  0.583886E-03  0.814669E-02  0.184269E-01 -0.999324E+03
  0.304087E+02  0.111346E+02  0.334329E+00 -0.910921E+00  0.358596E+00 -0.439990E+01  0.144165E+01  0.730538E+01  0.271319E+02  0.383282E+01  0.241497E+01 -0.290947E+01 -0.884059E+00 -0.571205E+00  0.311388E+01  0.190633E+01  0.277972E-01  0.443924E-01  0.583886E-03  0.814669E-02  0.259359E-01 -0.100308E+04
  0.304087E+02  0.111346E+02  0.127156E+00 -0.910921E+00 -0.360034E+00 -0.367276E+01  0.144165E+01  0.730538E+01  0.268627E+02  0.383282E+01  0.241497E+01 -0.477789E+01 -0.884059E+00 -0.571205E+00  0.311388E+01  0.190633E+01  0.272584E-01  0.443924E-01  0.113125E-01  0.814669E-02  0.175505E-01 -0.100698E+04
  0.304087E+02  0.111346E+02  0.127156E+00 -0.114389E+01 -0.360034E+00 -0.367276E+01  0.144165E+01  0.730538E+01  0.268627E+02  0.312586E+01  0.241497E+01 -0.477789E+01 -0.884059E+00 -0.420777E+01  0.311388E+01  0.190633E+01  0.272584E-01  0.443924E-01  0.587628E-02  0.814669E-02  0.175505E-01 -0.100513E+04
  0.304087E+02  0.114834E+02  0.127156E+00 -0.114389E+01 -0.360034E+00 -0.367276E+01  0.144165E+01  0.730538E+01  0.274175E+02  0.312586E+01  0.241497E+01 -0.479122E+01 -0.884059E+00 -0.420777E+01  0.311388E+01  0.190633E+01  0.272584E-01  0.496656E-01  0.587628E-02  0.814669E-02  0.752230E-02 -0.100236E+04
  0.304087E+02  0.114834E+02  0.127156E+00 -0.114389E+01 -0.360034E+00 -0.367276E+01  0.144165E+01  0.730538E+01  0.274175E+02  0.312586E+01  0.537924E+01 -0.369343E+01  0.691269E+00  0.629047E+00  0.311388E+01  0.190633E+01  0.241750E-01  0.496656E-01  0.587628E-02  0.421175E-02  0.125072E-01 -0.998424E+03
  0.304087E+02  0.114834E+02  0.127156E+00 -0.114389E+01 -0.360034E+00 -0.367276E+01  0.144165E+01  0.730538E+01  0.278447E+02  0.312586E+01  0.537924E+01 -0.369343E+01  0.691269E+00  0.629047E+00  0.311388E+01  0.190633E+01  0.241750E-01  0.467150E-01  0.379559E-02  0.404632E-02  0.125072E-01 -0.997120E+03
  0.304087E+02  0.114834E+02  0.190860E+00 -0.581092E+00 -0.360034E+00 -0.322604E+01  0.144165E+01  0.730538E+01  0.278447E+02  0.312586E+01  0.537924E+01 -0.369343E+01  0.646904E+00 -0.307663E+01  0.311388E+01  0.190633E+01  0.262291E-01  0.485228E-01  0.589442E-02  0.353704E-02  0.125072E-01 -0.997835E+03
  0.304087E+02  0.114834E+02  0.190860E+00 -0.581092E+00 -0.360034E+00 -0.322604E+01  0.144165E+01  0.730538E+01  0.278447E+02  0.383921E+01  0.537924E+01 -0.369343E+01  0.646904E+00 -0.307663E+01  0.311388E+01  0.292342E+01  0.262291E-01  0.439619E-01  0.117382E-02  0.353704E-02  0.163532E-01 -0.998171E+03
  0.304087E+02  0.115037E+02  0.670895E+00 -0.581092E+00 -0.360034E+00 -0.322604E+01  0.144165E+01  0.730538E+01  0.278447E+02  0.383921E+01  0.537924E+01 -0.369343E+01 -0.294358E-01 -0.223548E+01  0.311388E+01  0.292342E+01  0.267059E-01  0.467728E-01  0.117382E-02  0.353704E-02  0.725612E-02 -0.999486E+03
  0.304087E+02  0.115037E+02  0.670895E+00 -0.581092E+00 -0.360034E+00 -0.280901E+01  0.308267E+00  0.730538E+01  0.278447E+02  0.333838E+01  0.537924E+01 -0.369343E+01 -0.294358E-01 -0.370323E+00  0.311388E+01  0.292342E+01  0.263891E-01  0.467728E-01  0.117382E-02  0.353704E-02  0.727763E-03 -0.999593E+03
  0.304087E+02  0.115037E+02  0.670895E+00 -0.581092E+00 -0.360034E+00 -0.446669E+01  0.124422E+01  0.730538E+01  0.278447E+02  0.333838E+01  0.537924E+01 -0.369343E+01 -0.294358E-01 -0.370323E+00  0.311388E+01  0.292342E+01  0.263891E-01  0.467728E-01  0.117382E-02  0.353704E-02  0.727763E-03 -0.999311E+03
  0.304087E+02  0.115037E+02  0.670895E+00 -0.581092E+00 -0.360034E+00 -0.446669E+01  0.124422E+01  0.730538E+01  0.278447E+02  0.333838E+01  0.537924E+01 -0.280279E+01 -0.294358E-01 -0.370323E+00  0.306971E+01  0.292342E+01  0.234031E-01  0.368641E-01  0.117382E-02  0.353704E-02  0.727763E-03 -0.997989E+03
  0.304087E+02  0.115037E+02  0.670895E+00 -0.123959E+01 -0.169760E+00 -0.446669E+01  0.124422E+01  0.730538E+01  0.278447E+02  0.333838E+01  0.622131E+01 -0.280279E+01  0.822512E+00 -0.143937E+01  0.306971E+01  0.292342E+01  0.235557E-01  0.445723E-01  0.117382E-02  0.245731E-02  0.528869E-02 -0.999294E+03
  0.304146E+02  0.115037E+02  0.670895E+00 -0.123959E+01 -0.169760E+00 -0.446669E+01  0.124422E+01  0.730538E+01  0.278447E+02  0.333838E+01  0.637326E+01 -0.280279E+01  0.157681E+01 -0.143937E+01  0.306971E+01  0.292342E+01  0.235557E-01  0.368195E-01  0.398662E-02  0.245731E-02  0.528869E-02 -0.999168E+03
  0.304146E+02  0.111768E+02 -0.182533E-01 -0.123959E+01 -0.169760E+00 -0.386324E+01  0.124422E+01  0.730538E+01  0.278447E+02  0.333838E+01  0.583874E+01 -0.280279E+01  0.141027E+00 -0.143937E+01  0.306971E+01  0.292342E+01  0.260671E-01  0.393886E-01  0.398662E-02  0.245731E-02  0.528869E-02 -0.995658E+03
  0.304973E+02  0.111890E+02 -0.182533E-01 -0.169780E+01 -0.169760E+00 -0.386324E+01  0.124422E+01  0.730538E+01  0.278447E+02  0.333838E+01  0.583874E+01 -0.337951E+01  0.141027E+00 -0.143937E+01  0.306971E+01  0.458618E+01  0.260671E-01  0.481407E-01  0.398662E-02  0.389969E-02  0.227162E-02 -0.998077E+03
  0.304973E+02  0.111890E+02 -0.182533E-01 -0.169780E+01 -0.169760E+00 -0.386324E+01  0.125409E+01  0.730538E+01  0.278447E+02  0.333838E+01  0.583874E+01 -0.337951E+01  0.141027E+00  0.184505E+00  0.306971E+01  0.458618E+01  0.260671E-01  0.481407E-01  0.398662E-02  0.170809E-01  0.227162E-02 -0.999316E+03
  0.304973E+02  0.111890E+02  0.366589E+00 -0.169780E+01 -0.169760E+00 -0.386324E+01  0.125409E+01  0.730538E+01  0.278447E+02  0.333838E+01  0.583874E+01 -0.337951E+01  0.141027E+00 -0.146112E+01  0.319493E+01  0.419981E+01  0.260671E-01  0.479814E-01  0.398662E-02  0.122928E-01  0.859532E-02 -0.999169E+03
