Kmin_MR_a0    Kmin_MR_a1    Kmin_MR_a2    Kmin_MR_a3    Kmin_MR_a4    Kmin_TR_a0    Kmin_TR_a1    Kmin_TR_a2    Kmin_TR_a3    Kmin_TR_a4    Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.304335E+02  0.114380E+02 -0.839155E+00 -0.544743E+00 -0.204645E+01  0.270140E+02  0.666767E+01 -0.382233E+01  0.581066E+01 -0.935138E+01  0.539189E-01  0.168378E-01  0.151082E-01  0.161584E-01  0.379457E-02 -0.111231E+04
  0.304335E+02  0.114380E+02 -0.839155E+00 -0.544743E+00 -0.548478E+00  0.270140E+02  0.666767E+01 -0.382233E+01  0.522518E+01 -0.935138E+01  0.539189E-01  0.168378E-01  0.151082E-01  0.161584E-01  0.201238E-02 -0.111150E+04
  0.304335E+02  0.114380E+02 -0.832644E+00 -0.544743E+00 -0.548478E+00  0.265690E+02  0.666767E+01 -0.382233E+01  0.522518E+01 -0.935138E+01  0.539189E-01  0.503333E-02  0.158873E-01  0.997679E-02  0.142902E-01 -0.110955E+04
  0.304735E+02  0.114320E+02 -0.832644E+00 -0.544743E+00 -0.548478E+00  0.265690E+02  0.666767E+01 -0.382233E+01  0.505778E+01 -0.940133E+01  0.539189E-01  0.698781E-02  0.755100E-02  0.997679E-02  0.220810E-01 -0.110955E+04
  0.304735E+02  0.114320E+02 -0.832644E+00 -0.544743E+00 -0.548478E+00  0.264586E+02  0.666767E+01 -0.382233E+01  0.503370E+01 -0.940133E+01  0.539189E-01  0.119243E-01  0.760705E-02  0.195839E-01  0.220810E-01 -0.111130E+04
  0.304735E+02  0.114320E+02 -0.832644E+00 -0.544743E+00 -0.548478E+00  0.264586E+02  0.666767E+01 -0.382233E+01  0.503370E+01 -0.940133E+01  0.429197E-01  0.119243E-01  0.759380E-02  0.195839E-01  0.244902E-01 -0.111436E+04
  0.304735E+02  0.114320E+02 -0.832644E+00 -0.544743E+00 -0.548478E+00  0.264586E+02  0.666767E+01 -0.382233E+01  0.503370E+01 -0.940133E+01  0.429197E-01  0.119243E-01  0.702820E-02  0.850608E-02  0.726896E-02 -0.111148E+04
  0.304735E+02  0.114320E+02 -0.832644E+00 -0.108332E+00 -0.548478E+00  0.264586E+02  0.666767E+01 -0.382233E+01  0.503370E+01 -0.934902E+01  0.456297E-01  0.119243E-01  0.254918E-02  0.850608E-02  0.365438E-01 -0.111099E+04
  0.304735E+02  0.114320E+02 -0.832644E+00 -0.108332E+00 -0.548478E+00  0.264586E+02  0.666767E+01 -0.382233E+01  0.503370E+01 -0.944980E+01  0.530959E-01  0.119243E-01  0.254918E-02  0.850608E-02  0.305276E-01 -0.110958E+04
  0.305688E+02  0.114320E+02 -0.832644E+00 -0.108332E+00 -0.548478E+00  0.264586E+02  0.666767E+01 -0.382233E+01  0.503370E+01 -0.944980E+01  0.530959E-01  0.155813E-01  0.254918E-02  0.850608E-02  0.305276E-01 -0.111069E+04
  0.305688E+02  0.114320E+02 -0.832644E+00 -0.108332E+00 -0.548478E+00  0.264586E+02  0.666767E+01 -0.382233E+01  0.503370E+01 -0.944980E+01  0.530959E-01  0.155813E-01  0.154508E-01  0.701411E-02  0.347018E-01 -0.111225E+04
  0.305688E+02  0.114320E+02 -0.832644E+00 -0.108332E+00 -0.548478E+00  0.264586E+02  0.666767E+01 -0.382233E+01  0.503370E+01 -0.944980E+01  0.530959E-01  0.183001E-01  0.278261E-01  0.701411E-02  0.348904E-01 -0.111378E+04
  0.302716E+02  0.113799E+02 -0.832644E+00 -0.108332E+00 -0.548478E+00  0.264586E+02  0.666767E+01 -0.382233E+01  0.446147E+01 -0.944980E+01  0.455895E-01  0.135160E-01  0.278261E-01  0.916160E-02  0.348904E-01 -0.111593E+04
  0.302716E+02  0.113799E+02 -0.832644E+00 -0.108332E+00 -0.548478E+00  0.259546E+02  0.666767E+01 -0.354472E+01  0.481062E+01 -0.944980E+01  0.451048E-01  0.135160E-01  0.236345E-01  0.725861E-02  0.348904E-01 -0.111453E+04
  0.302716E+02  0.112510E+02 -0.832644E+00 -0.108332E+00 -0.548478E+00  0.259546E+02  0.671500E+01 -0.312830E+01  0.481062E+01 -0.944980E+01  0.451048E-01  0.578302E-02  0.182937E-01  0.153983E-02  0.533219E-01 -0.111469E+04
  0.302716E+02  0.112510E+02 -0.429547E+00 -0.108332E+00 -0.548478E+00  0.261365E+02  0.741285E+01 -0.312830E+01  0.481062E+01 -0.944980E+01  0.487351E-01  0.578302E-02  0.182937E-01  0.153983E-02  0.533219E-01 -0.111341E+04
  0.302716E+02  0.112510E+02 -0.429547E+00 -0.108332E+00 -0.548478E+00  0.267413E+02  0.741285E+01 -0.312172E+01  0.492955E+01 -0.944980E+01  0.430551E-01  0.578302E-02  0.180147E-01  0.153983E-02  0.533219E-01 -0.111362E+04
  0.302716E+02  0.112510E+02 -0.429547E+00 -0.108332E+00 -0.548478E+00  0.267413E+02  0.741285E+01 -0.312172E+01  0.492955E+01 -0.944980E+01  0.552315E-01  0.578302E-02  0.211014E-01  0.153983E-02  0.374533E-01 -0.111046E+04
  0.301544E+02  0.112510E+02 -0.429547E+00 -0.108332E+00 -0.618707E+00  0.267413E+02  0.741285E+01 -0.345314E+01  0.492955E+01 -0.938810E+01  0.552315E-01  0.578302E-02  0.127461E-01  0.153983E-02  0.426099E-01 -0.110927E+04
  0.301544E+02  0.112510E+02 -0.429547E+00 -0.108332E+00 -0.618707E+00  0.267413E+02  0.741285E+01 -0.345314E+01  0.492955E+01 -0.938810E+01  0.552315E-01  0.578302E-02  0.127461E-01  0.153983E-02  0.348064E-01 -0.110849E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00 -0.618707E+00  0.267413E+02  0.741285E+01 -0.345314E+01  0.492955E+01 -0.938810E+01  0.552315E-01  0.578302E-02  0.892047E-03  0.153983E-02  0.274781E-01 -0.110632E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00 -0.618707E+00  0.268344E+02  0.714798E+01 -0.345314E+01  0.492955E+01 -0.971995E+01  0.552315E-01  0.525906E-02  0.892047E-03  0.152633E-02  0.225316E-01 -0.110565E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00 -0.618707E+00  0.268344E+02  0.714798E+01 -0.345314E+01  0.515084E+01 -0.971995E+01  0.578602E-01  0.525906E-02  0.892047E-03  0.152633E-02  0.225316E-01 -0.110770E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00 -0.618707E+00  0.268344E+02  0.714798E+01 -0.321687E+01  0.515084E+01 -0.971995E+01  0.588673E-01  0.133900E-01  0.892047E-03  0.152633E-02  0.153128E-01 -0.110772E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00 -0.618707E+00  0.268344E+02  0.714798E+01 -0.321687E+01  0.515084E+01 -0.971995E+01  0.588673E-01  0.145582E-01  0.892047E-03  0.152633E-02  0.153216E-01 -0.110784E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00 -0.618707E+00  0.268344E+02  0.714798E+01 -0.321687E+01  0.515084E+01 -0.971995E+01  0.588673E-01  0.110984E-02  0.892047E-03  0.152633E-02  0.300389E-02 -0.110527E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00 -0.618707E+00  0.268344E+02  0.714798E+01 -0.321687E+01  0.515084E+01 -0.971995E+01  0.449405E-01  0.110984E-02  0.892047E-03  0.152633E-02  0.300389E-02 -0.110414E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00  0.318419E+00  0.268344E+02  0.714798E+01 -0.321687E+01  0.515084E+01 -0.971995E+01  0.449405E-01  0.110984E-02  0.892047E-03  0.152633E-02  0.300389E-02 -0.110455E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00  0.318419E+00  0.268344E+02  0.714798E+01 -0.307981E+01  0.515084E+01 -0.100005E+02  0.449405E-01  0.110984E-02  0.448126E-02  0.152633E-02  0.300389E-02 -0.110572E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00  0.318419E+00  0.270245E+02  0.714798E+01 -0.307981E+01  0.515084E+01 -0.100005E+02  0.523695E-01  0.110984E-02  0.448126E-02  0.152633E-02  0.300389E-02 -0.110315E+04
  0.301544E+02  0.110075E+02 -0.429547E+00 -0.108332E+00  0.318419E+00  0.270245E+02  0.714798E+01 -0.313872E+01  0.515084E+01 -0.100005E+02  0.478151E-01  0.110984E-02  0.448126E-02  0.152633E-02  0.563472E-02 -0.110376E+04
  0.301544E+02  0.110075E+02 -0.189223E-01 -0.108332E+00 -0.102197E+01  0.270245E+02  0.714798E+01 -0.313872E+01  0.515084E+01 -0.100005E+02  0.478151E-01  0.110984E-02  0.448126E-02  0.152633E-02  0.563472E-02 -0.110661E+04
  0.301544E+02  0.110075E+02 -0.189223E-01 -0.108332E+00 -0.102197E+01  0.270245E+02  0.724640E+01 -0.322378E+01  0.515084E+01 -0.100005E+02  0.478151E-01  0.110984E-02  0.448126E-02  0.152633E-02  0.559088E-02 -0.110491E+04
  0.301544E+02  0.110075E+02 -0.189223E-01 -0.108332E+00  0.604062E+00  0.272635E+02  0.724640E+01 -0.322378E+01  0.515084E+01 -0.100005E+02  0.591118E-01  0.110984E-02  0.717997E-02  0.152633E-02  0.559088E-02 -0.110623E+04
  0.302350E+02  0.110075E+02 -0.189223E-01  0.152648E+01  0.604062E+00  0.272635E+02  0.724640E+01 -0.322378E+01  0.515084E+01 -0.100005E+02  0.597989E-01  0.110984E-02  0.717997E-02  0.152633E-02  0.559088E-02 -0.110972E+04
  0.302350E+02  0.114515E+02  0.602120E+00  0.152648E+01  0.604062E+00  0.272635E+02  0.724640E+01 -0.318317E+01  0.515084E+01 -0.100005E+02  0.597989E-01  0.110984E-02  0.717997E-02  0.152633E-02  0.559088E-02 -0.110845E+04
  0.299703E+02  0.114515E+02  0.602120E+00  0.152648E+01  0.604062E+00  0.272635E+02  0.724640E+01 -0.338191E+01  0.515084E+01 -0.100005E+02  0.597989E-01  0.110984E-02  0.717997E-02  0.152633E-02  0.107747E-01 -0.111286E+04
  0.299703E+02  0.114515E+02  0.602120E+00  0.152648E+01  0.604062E+00  0.272635E+02  0.724640E+01 -0.338191E+01  0.515084E+01 -0.100005E+02  0.597989E-01  0.110984E-02  0.717997E-02  0.152633E-02  0.107747E-01 -0.111286E+04
  0.307463E+02  0.114515E+02  0.602120E+00  0.152648E+01  0.250768E+01  0.274073E+02  0.697189E+01 -0.338191E+01  0.515084E+01 -0.100005E+02  0.632914E-01  0.141132E-02  0.104402E-02  0.152633E-02  0.107747E-01 -0.111797E+04
  0.304753E+02  0.114515E+02  0.756702E+00  0.152648E+01  0.250768E+01  0.274073E+02  0.697189E+01 -0.338191E+01  0.515084E+01 -0.100005E+02  0.556964E-01  0.141132E-02  0.104402E-02  0.116462E-01  0.112166E-01 -0.111297E+04
  0.304753E+02  0.121383E+02  0.151646E+01  0.152648E+01  0.407931E+00  0.274073E+02  0.697189E+01 -0.338191E+01  0.515084E+01 -0.101841E+02  0.556964E-01  0.141132E-02  0.104402E-02  0.281712E-02  0.147055E-02 -0.110932E+04
  0.305146E+02  0.121383E+02  0.148517E+01  0.152648E+01  0.407931E+00  0.274073E+02  0.697189E+01 -0.338191E+01  0.515084E+01 -0.101841E+02  0.556964E-01  0.141132E-02  0.890705E-02  0.281712E-02  0.107444E-01 -0.111091E+04
  0.305146E+02  0.121383E+02  0.148517E+01  0.152648E+01  0.407931E+00  0.274073E+02  0.697189E+01 -0.338191E+01  0.515084E+01 -0.101841E+02  0.489973E-01  0.141132E-02  0.135003E-01  0.281712E-02  0.107444E-01 -0.111151E+04
  0.305146E+02  0.121383E+02  0.148517E+01  0.152648E+01  0.444497E+00  0.274073E+02  0.697189E+01 -0.355093E+01  0.511385E+01 -0.101841E+02  0.519727E-01  0.141132E-02  0.135003E-01  0.281712E-02  0.669938E-03 -0.110838E+04
  0.306084E+02  0.119563E+02  0.148517E+01  0.152648E+01  0.444497E+00  0.274073E+02  0.697189E+01 -0.355093E+01  0.511385E+01 -0.101841E+02  0.519727E-01  0.141132E-02  0.135003E-01  0.348555E-02  0.669938E-03 -0.110978E+04
  0.306084E+02  0.119563E+02  0.148517E+01  0.152648E+01  0.444497E+00  0.274073E+02  0.697189E+01 -0.355093E+01  0.511385E+01 -0.101841E+02  0.519727E-01  0.141132E-02  0.420818E-02  0.348555E-02  0.669938E-03 -0.110885E+04
  0.306084E+02  0.119563E+02 -0.132184E+00  0.152648E+01 -0.381698E+00  0.272837E+02  0.697189E+01 -0.350161E+01  0.511385E+01 -0.101841E+02  0.519727E-01  0.831388E-03  0.420818E-02  0.348555E-02  0.617689E-03 -0.110597E+04
  0.306084E+02  0.119563E+02  0.252084E+00  0.152648E+01 -0.381698E+00  0.272837E+02  0.697189E+01 -0.350161E+01  0.511385E+01 -0.101841E+02  0.507033E-01  0.795890E-02  0.420818E-02  0.148658E-01  0.617689E-03 -0.110688E+04
  0.306084E+02  0.119563E+02  0.252084E+00  0.152648E+01  0.461609E+00  0.272837E+02  0.697189E+01 -0.350161E+01  0.511385E+01 -0.101841E+02  0.507033E-01  0.795890E-02  0.499236E-02  0.164367E-01  0.617689E-03 -0.110616E+04
  0.306084E+02  0.119563E+02  0.252084E+00  0.152648E+01  0.461609E+00  0.271732E+02  0.697218E+01 -0.350161E+01  0.511385E+01 -0.101841E+02  0.507033E-01  0.795890E-02  0.951196E-02  0.179182E-01  0.301228E-03 -0.110719E+04
  0.306084E+02  0.119563E+02  0.252084E+00  0.152648E+01  0.461609E+00  0.271732E+02  0.697218E+01 -0.350161E+01  0.500146E+01 -0.101841E+02  0.463865E-01  0.795890E-02  0.951196E-02  0.157759E-01  0.301228E-03 -0.110750E+04
  0.306084E+02  0.119563E+02  0.252084E+00  0.152648E+01  0.838315E-01  0.270063E+02  0.697218E+01 -0.346224E+01  0.500146E+01 -0.101841E+02  0.463865E-01  0.125308E-01  0.140303E-02  0.565243E-02  0.301228E-03 -0.110630E+04
  0.306084E+02  0.119563E+02  0.252084E+00  0.152648E+01  0.838315E-01  0.270063E+02  0.697218E+01 -0.346224E+01  0.500146E+01 -0.101841E+02  0.463865E-01  0.272542E-01  0.140303E-02  0.565243E-02  0.301228E-03 -0.110777E+04
  0.306084E+02  0.119563E+02  0.252084E+00  0.177568E+01  0.838315E-01  0.270063E+02  0.697218E+01 -0.346224E+01  0.494503E+01 -0.101841E+02  0.463865E-01  0.154649E-01  0.140303E-02  0.565243E-02  0.301228E-03 -0.110749E+04
  0.306084E+02  0.119563E+02  0.252084E+00  0.177568E+01  0.838315E-01  0.270063E+02  0.704580E+01 -0.346224E+01  0.492044E+01 -0.101841E+02  0.511259E-01  0.621777E-02  0.140303E-02  0.565243E-02  0.301228E-03 -0.110582E+04
  0.306084E+02  0.120387E+02  0.547390E+00  0.177568E+01  0.838315E-01  0.271352E+02  0.704580E+01 -0.346224E+01  0.492044E+01 -0.101841E+02  0.516269E-01  0.621777E-02  0.140303E-02  0.864750E-02  0.301228E-03 -0.110575E+04
  0.306084E+02  0.120387E+02  0.547390E+00  0.177568E+01  0.838315E-01  0.271352E+02  0.704580E+01 -0.354626E+01  0.492044E+01 -0.101841E+02  0.515598E-01  0.725703E-03  0.293955E-02  0.446873E-02  0.301228E-03 -0.110472E+04
  0.306084E+02  0.120387E+02  0.547390E+00  0.177568E+01  0.838315E-01  0.270986E+02  0.704580E+01 -0.354626E+01  0.492044E+01 -0.100148E+02  0.515598E-01  0.535898E-02  0.293955E-02  0.242440E-02  0.602879E-02 -0.110617E+04
  0.306084E+02  0.120387E+02  0.547390E+00  0.177568E+01  0.838315E-01  0.270986E+02  0.725728E+01 -0.354626E+01  0.492044E+01 -0.100148E+02  0.515598E-01  0.535898E-02  0.102199E-01  0.242440E-02  0.602879E-02 -0.110690E+04
  0.306084E+02  0.120387E+02  0.547390E+00  0.177568E+01  0.838315E-01  0.273211E+02  0.725728E+01 -0.354626E+01  0.492044E+01 -0.100148E+02  0.515598E-01  0.535898E-02  0.902905E-03  0.242440E-02  0.602879E-02 -0.110606E+04
  0.304569E+02  0.120509E+02  0.547390E+00  0.177568E+01  0.838315E-01  0.271110E+02  0.725728E+01 -0.354626E+01  0.492044E+01 -0.946015E+01  0.515598E-01  0.535898E-02  0.902905E-03  0.242440E-02  0.602879E-02 -0.110839E+04
  0.304569E+02  0.120509E+02  0.547390E+00  0.177568E+01  0.838315E-01  0.271110E+02  0.771319E+01 -0.354626E+01  0.487178E+01 -0.946015E+01  0.491977E-01  0.535898E-02  0.902905E-03  0.242440E-02  0.602879E-02 -0.110525E+04
  0.304569E+02  0.120509E+02  0.547390E+00  0.899445E+00  0.838315E-01  0.271110E+02  0.771319E+01 -0.354626E+01  0.487178E+01 -0.946015E+01  0.491977E-01  0.535898E-02  0.442845E-02  0.255763E-02  0.602879E-02 -0.110407E+04
  0.305612E+02  0.120509E+02  0.627990E+00  0.899445E+00  0.838315E-01  0.271110E+02  0.770087E+01 -0.354626E+01  0.487178E+01 -0.946015E+01  0.491977E-01  0.535898E-02  0.139023E-01  0.255763E-02  0.602879E-02 -0.110468E+04
  0.305612E+02  0.120509E+02  0.627990E+00  0.899445E+00  0.838315E-01  0.271259E+02  0.770087E+01 -0.354626E+01  0.487178E+01 -0.946015E+01  0.563652E-01  0.535898E-02  0.139023E-01  0.241320E-02  0.602879E-02 -0.110654E+04
  0.305612E+02  0.121022E+02  0.627990E+00  0.135929E+01  0.838315E-01  0.271259E+02  0.770087E+01 -0.354626E+01  0.487178E+01 -0.957022E+01  0.559999E-01  0.535898E-02  0.115901E-01  0.160437E-01  0.602879E-02 -0.110851E+04
  0.305612E+02  0.121022E+02  0.627990E+00  0.135929E+01  0.838315E-01  0.271259E+02  0.770087E+01 -0.359117E+01  0.487178E+01 -0.957022E+01  0.513496E-01  0.819309E-02  0.907798E-02  0.160437E-01  0.602879E-02 -0.110775E+04
  0.305612E+02  0.121022E+02  0.627990E+00  0.135929E+01  0.838315E-01  0.271259E+02  0.770087E+01 -0.359117E+01  0.487178E+01 -0.957022E+01  0.513496E-01  0.573597E-02  0.907798E-02  0.136266E-01  0.602879E-02 -0.110726E+04
  0.305338E+02  0.118435E+02  0.627990E+00  0.167207E+01  0.384153E+00  0.271259E+02  0.770087E+01 -0.359117E+01  0.487178E+01 -0.957336E+01  0.513496E-01  0.573597E-02  0.907798E-02  0.399950E-02  0.180500E-03 -0.110516E+04
  0.305338E+02  0.118435E+02  0.627990E+00  0.114742E+01  0.384153E+00  0.271259E+02  0.770087E+01 -0.359117E+01  0.487178E+01 -0.957336E+01  0.494552E-01  0.166807E-01  0.907798E-02  0.399950E-02  0.180500E-03 -0.110521E+04
  0.305338E+02  0.118435E+02  0.650588E+00  0.114742E+01  0.384153E+00  0.271259E+02  0.770087E+01 -0.359117E+01  0.487178E+01 -0.957336E+01  0.494552E-01  0.225004E-01  0.161918E-01  0.654373E-02  0.180500E-03 -0.110674E+04
  0.305338E+02  0.119167E+02  0.650588E+00  0.114742E+01  0.384153E+00  0.271259E+02  0.770087E+01 -0.363075E+01  0.449360E+01 -0.957336E+01  0.494552E-01  0.200180E-01  0.107892E-01  0.136366E-02  0.180500E-03 -0.110584E+04
  0.305338E+02  0.119167E+02  0.650588E+00  0.114742E+01  0.642667E+00  0.271259E+02  0.770087E+01 -0.385188E+01  0.449360E+01 -0.957336E+01  0.494552E-01  0.200180E-01  0.657668E-03  0.136366E-02  0.852937E-04 -0.110407E+04
  0.305338E+02  0.119167E+02  0.650588E+00  0.114742E+01  0.642667E+00  0.271259E+02  0.752738E+01 -0.385188E+01  0.449360E+01 -0.957336E+01  0.519659E-01  0.339424E-01  0.435575E-02  0.136366E-02  0.852937E-04 -0.110621E+04
  0.305338E+02  0.119167E+02  0.650588E+00  0.869506E+00  0.642667E+00  0.269509E+02  0.739030E+01 -0.385188E+01  0.449360E+01 -0.958553E+01  0.533929E-01  0.149730E-01  0.435575E-02  0.359824E-02  0.852937E-04 -0.110456E+04
  0.305338E+02  0.119167E+02  0.650588E+00  0.869506E+00  0.642667E+00  0.269509E+02  0.739030E+01 -0.385188E+01  0.449360E+01 -0.958553E+01  0.472436E-01  0.365244E-02  0.651906E-02  0.230427E-02  0.852937E-04 -0.110313E+04
  0.305338E+02  0.119167E+02  0.650588E+00  0.869506E+00  0.642667E+00  0.269509E+02  0.739030E+01 -0.385188E+01  0.449360E+01 -0.958553E+01  0.472436E-01  0.365244E-02  0.147077E-01  0.230427E-02  0.311707E-02 -0.110426E+04
  0.305338E+02  0.119167E+02  0.650588E+00  0.869506E+00  0.642667E+00  0.269509E+02  0.743719E+01 -0.385188E+01  0.449360E+01 -0.958553E+01  0.470473E-01  0.365244E-02  0.147077E-01  0.230427E-02  0.311707E-02 -0.110423E+04
  0.305338E+02  0.119167E+02  0.650588E+00  0.869506E+00  0.642667E+00  0.271209E+02  0.743719E+01 -0.385188E+01  0.449360E+01 -0.958553E+01  0.470473E-01  0.104343E-01  0.274059E-01  0.230427E-02  0.311707E-02 -0.110715E+04
  0.305338E+02  0.119167E+02  0.151818E+00  0.869506E+00  0.642667E+00  0.271068E+02  0.757847E+01 -0.385188E+01  0.449360E+01 -0.958553E+01  0.470473E-01  0.104343E-01  0.194216E-01  0.229907E-01  0.118101E-01 -0.110884E+04
  0.305651E+02  0.118628E+02  0.151818E+00  0.672139E+00  0.642667E+00  0.271068E+02  0.757847E+01 -0.385188E+01  0.449360E+01 -0.958553E+01  0.470473E-01  0.127418E-01  0.626370E-02  0.206228E-01  0.118101E-01 -0.110736E+04
  0.304346E+02  0.118628E+02  0.151818E+00  0.672139E+00  0.642667E+00  0.271068E+02  0.749702E+01 -0.385188E+01  0.449360E+01 -0.958553E+01  0.470473E-01  0.127418E-01  0.626370E-02  0.206228E-01  0.457082E-02 -0.110644E+04
  0.304346E+02  0.118628E+02  0.151818E+00  0.672139E+00  0.642667E+00  0.271068E+02  0.749702E+01 -0.385188E+01  0.411615E+01 -0.958553E+01  0.470473E-01  0.152646E-01  0.327186E-01  0.153499E-01  0.457082E-02 -0.111078E+04
  0.304346E+02  0.118628E+02  0.151818E+00 -0.108210E+00  0.642667E+00  0.271068E+02  0.749702E+01 -0.415146E+01  0.411615E+01 -0.958553E+01  0.510237E-01  0.511487E-02  0.267586E-01  0.110148E-01  0.457082E-02 -0.110875E+04
  0.304346E+02  0.117181E+02  0.151818E+00 -0.108210E+00  0.642667E+00  0.271068E+02  0.749702E+01 -0.415146E+01  0.439586E+01 -0.958553E+01  0.463581E-01  0.794238E-02  0.329178E-01  0.110148E-01  0.457082E-02 -0.111170E+04
  0.304346E+02  0.107469E+02  0.151818E+00 -0.108210E+00  0.855297E+00  0.271068E+02  0.749702E+01 -0.415146E+01  0.439586E+01 -0.958553E+01  0.599565E-01  0.794238E-02  0.290603E-01  0.110148E-01  0.126025E-01 -0.111322E+04
  0.304346E+02  0.107469E+02  0.151818E+00 -0.108210E+00  0.562657E+00  0.271068E+02  0.749702E+01 -0.415146E+01  0.439586E+01 -0.958553E+01  0.485614E-01  0.128720E-03  0.235169E-01  0.491867E-02  0.589357E-02 -0.111023E+04
  0.304346E+02  0.107469E+02  0.151818E+00 -0.108210E+00  0.562657E+00  0.271068E+02  0.749702E+01 -0.415146E+01  0.439586E+01 -0.958553E+01  0.470511E-01  0.128720E-03  0.235169E-01  0.464554E-04  0.589357E-02 -0.111070E+04
  0.304346E+02  0.107469E+02  0.151818E+00 -0.108210E+00  0.562657E+00  0.271068E+02  0.749702E+01 -0.415146E+01  0.439586E+01 -0.958553E+01  0.538001E-01  0.128720E-03  0.218625E-01  0.203257E-01  0.188164E-02 -0.110990E+04
  0.304346E+02  0.108020E+02  0.151818E+00 -0.108210E+00  0.562657E+00  0.271068E+02  0.749702E+01 -0.415146E+01  0.439586E+01 -0.958553E+01  0.507358E-01  0.128720E-03  0.218625E-01  0.203257E-01  0.188164E-02 -0.110958E+04
  0.304346E+02  0.108020E+02  0.151818E+00 -0.108210E+00  0.562657E+00  0.270087E+02  0.749702E+01 -0.415146E+01  0.438756E+01 -0.958553E+01  0.507358E-01  0.128720E-03  0.187511E-01  0.203257E-01  0.713794E-02 -0.110965E+04
  0.304346E+02  0.108020E+02  0.151818E+00 -0.884977E-01  0.562657E+00  0.270087E+02  0.749702E+01 -0.415146E+01  0.438756E+01 -0.954974E+01  0.540627E-01  0.128720E-03  0.187511E-01  0.153596E-02  0.713794E-02 -0.110753E+04
  0.301792E+02  0.108020E+02 -0.788735E+00 -0.884977E-01  0.562657E+00  0.270087E+02  0.706336E+01 -0.415146E+01  0.438756E+01 -0.954974E+01  0.540627E-01  0.128720E-03  0.187511E-01  0.153596E-02  0.713794E-02 -0.110866E+04
  0.301792E+02  0.110747E+02 -0.788735E+00  0.950521E-01  0.562657E+00  0.270087E+02  0.706336E+01 -0.423048E+01  0.438756E+01 -0.942069E+01  0.540627E-01  0.128720E-03  0.850834E-02  0.153596E-02  0.713794E-02 -0.110669E+04
  0.301792E+02  0.110747E+02 -0.788735E+00  0.950521E-01  0.562657E+00  0.270429E+02  0.706336E+01 -0.457769E+01  0.438756E+01 -0.942069E+01  0.556823E-01  0.128720E-03  0.497238E-02  0.965496E-02  0.178224E-01 -0.110852E+04
  0.301792E+02  0.110747E+02 -0.601309E+00  0.950521E-01  0.562657E+00  0.270429E+02  0.706336E+01 -0.458564E+01  0.438289E+01 -0.942069E+01  0.507267E-01  0.144204E-02  0.497238E-02  0.965496E-02  0.153946E-02 -0.110561E+04
  0.303988E+02  0.113688E+02 -0.601309E+00  0.950521E-01  0.562657E+00  0.270429E+02  0.706336E+01 -0.458564E+01  0.438289E+01 -0.942069E+01  0.507267E-01  0.144204E-02  0.497238E-02  0.106772E-02  0.153946E-02 -0.110442E+04
  0.302979E+02  0.113688E+02 -0.601309E+00  0.124478E+00  0.562657E+00  0.270429E+02  0.706336E+01 -0.457875E+01  0.438289E+01 -0.942069E+01  0.507267E-01  0.144204E-02  0.497238E-02  0.106772E-02  0.121637E-02 -0.110466E+04
  0.302979E+02  0.113688E+02 -0.601309E+00  0.124478E+00  0.562657E+00  0.270429E+02  0.689292E+01 -0.457875E+01  0.438289E+01 -0.942069E+01  0.507267E-01  0.144204E-02  0.393568E-02  0.229906E-01  0.302714E-02 -0.110671E+04
  0.302979E+02  0.113688E+02 -0.601309E+00  0.124478E+00  0.562657E+00  0.270320E+02  0.689292E+01 -0.457875E+01  0.410538E+01 -0.942069E+01  0.583163E-01  0.144204E-02  0.393568E-02  0.229906E-01  0.302714E-02 -0.110958E+04
  0.302979E+02  0.113688E+02 -0.601309E+00  0.124478E+00  0.562657E+00  0.270320E+02  0.689292E+01 -0.457875E+01  0.410538E+01 -0.942069E+01  0.597712E-01  0.343551E-02  0.393568E-02  0.229906E-01  0.302714E-02 -0.111053E+04
  0.302979E+02  0.113688E+02 -0.601309E+00  0.124478E+00  0.562657E+00  0.270320E+02  0.689292E+01 -0.470229E+01  0.410538E+01 -0.955787E+01  0.597712E-01  0.343551E-02  0.393568E-02  0.229906E-01  0.302714E-02 -0.110974E+04
  0.302979E+02  0.113688E+02 -0.601309E+00  0.124478E+00  0.562657E+00  0.270320E+02  0.689292E+01 -0.470229E+01  0.410538E+01 -0.955787E+01  0.580250E-01  0.649440E-02  0.207801E-03  0.874835E-02  0.302714E-02 -0.110730E+04
