Kmin_MC_a0     Kmin_MC_a1     Kmin_MC_a2     Kmin_MC_a3     Kmin_MC_a4     Kmin_TR_a0     Kmin_TR_a1     Kmin_TR_a2     Kmin_TR_a3     Kmin_TR_a4     Q_mult_e1_n1   Q_mult_e1_n2   Q_mult_e2_n1   Q_mult_e2_n2   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.325023E+02   0.118602E+02  -0.286984E+00  -0.953177E+00  -0.656070E+00   0.354866E+02   0.566085E+01   0.285180E+00  -0.352044E+01  -0.971946E+00   0.106622E+01   0.103118E+01   0.113904E+01   0.136709E+01   0.470002E-01   0.249442E-01   0.144679E-01   0.124655E-01   0.643543E-04  -0.104679E+04   0.122347E+02   0.000000E+00  -0.105902E+04   0.211805E+04
   0.323503E+02   0.111267E+02  -0.788103E+00   0.100969E+00   0.242212E+00   0.348369E+02   0.466626E+01   0.156671E+01  -0.632752E+00  -0.526261E+01   0.106699E+01   0.115112E+01   0.115850E+01   0.127710E+01   0.528916E-01   0.510837E-02   0.518636E-02   0.204164E-01   0.244804E-01  -0.104723E+04   0.125647E+02   0.000000E+00  -0.105979E+04   0.211959E+04
   0.325475E+02   0.117192E+02   0.984209E+00   0.597080E+00   0.242212E+00   0.339301E+02   0.310817E+01   0.192782E+01  -0.110247E+01  -0.284287E+01   0.106699E+01   0.932356E+00   0.119148E+01   0.127710E+01   0.496962E-01   0.806599E-02   0.293507E-01   0.129318E-01   0.997992E-02  -0.104527E+04   0.125264E+02   0.000000E+00  -0.105780E+04   0.211559E+04
   0.324788E+02   0.117192E+02  -0.869876E-02  -0.234326E+00  -0.180746E+00   0.338142E+02   0.466011E+01   0.164597E+01  -0.482691E+01  -0.914594E+00   0.107177E+01   0.119997E+01   0.114967E+01   0.127710E+01   0.490124E-01   0.457699E-02   0.200852E-01   0.983397E-02   0.446436E-02  -0.104146E+04   0.135578E+02   0.000000E+00  -0.105502E+04   0.211004E+04
   0.325908E+02   0.116550E+02  -0.869876E-02  -0.789039E+00   0.625508E+00   0.336329E+02   0.440609E+01   0.164597E+01  -0.508138E+01  -0.990410E+00   0.107177E+01   0.104450E+01   0.115177E+01   0.127710E+01   0.485517E-01   0.204178E-02   0.209252E-01   0.170723E-01   0.755889E-02  -0.104252E+04   0.143722E+02   0.000000E+00  -0.105689E+04   0.211378E+04
   0.324713E+02   0.117005E+02   0.681498E+00   0.196396E+00   0.319133E+00   0.338105E+02   0.261636E+01   0.440076E+01  -0.174484E+01  -0.116762E+01   0.106962E+01   0.985333E+00   0.116406E+01   0.127710E+01   0.549080E-01   0.368047E-02   0.795408E-02   0.701925E-02   0.190918E-02  -0.103745E+04   0.170674E+02   0.000000E+00  -0.105452E+04   0.210903E+04
   0.326944E+02   0.116611E+02   0.681498E+00   0.196396E+00   0.319133E+00   0.344181E+02   0.279694E+01   0.363861E+01  -0.293559E+01   0.886463E+00   0.108497E+01   0.105035E+01   0.116406E+01   0.129314E+01   0.538087E-01   0.418138E-02   0.414561E-02   0.241903E-02   0.144129E-01  -0.103956E+04   0.159883E+02   0.000000E+00  -0.105555E+04   0.211110E+04
   0.324999E+02   0.117187E+02   0.745012E+00   0.270899E+00   0.186930E+00   0.341126E+02   0.446270E+01   0.623440E+01  -0.423108E+01  -0.340775E+01   0.107144E+01   0.978369E+00   0.116656E+01   0.128431E+01   0.449530E-01   0.799176E-02   0.886424E-03   0.298574E-01   0.386944E-02  -0.104504E+04   0.146641E+02   0.000000E+00  -0.105970E+04   0.211941E+04
   0.326969E+02   0.119335E+02   0.218620E+00   0.730601E+00   0.599360E+00   0.344375E+02   0.526319E+01   0.230524E+01  -0.355104E+01  -0.662459E+00   0.107512E+01   0.103685E+01   0.116656E+01   0.130732E+01   0.434710E-01   0.567837E-02   0.134730E-01   0.667827E-02   0.103084E-01  -0.104303E+04   0.147057E+02   0.000000E+00  -0.105774E+04   0.211547E+04
   0.325742E+02   0.117906E+02   0.770343E+00  -0.108748E+00   0.269284E+00   0.321590E+02   0.641697E+01   0.140668E+01  -0.669249E+00  -0.196152E+01   0.107657E+01   0.127094E+01   0.115910E+01   0.122316E+01   0.444449E-01   0.197843E-02   0.202600E-01   0.944430E-03   0.788348E-02  -0.104617E+04   0.139209E+02   0.000000E+00  -0.106009E+04   0.212018E+04
   0.331599E+02   0.123971E+02   0.661754E+00   0.569543E+00   0.408772E+00   0.331597E+02   0.319126E+01   0.953973E+00  -0.188030E+01  -0.313285E+00   0.108137E+01   0.118397E+01   0.117371E+01   0.125000E+01   0.554497E-01   0.479612E-01   0.467847E-02   0.100640E-01   0.987662E-03  -0.104664E+04   0.114515E+02   0.000000E+00  -0.105809E+04   0.211618E+04
   0.334000E+02   0.120979E+02   0.149600E+01  -0.818705E+00   0.513973E+00   0.330851E+02   0.374425E+01   0.463078E+01  -0.234747E+01  -0.658073E+00   0.108826E+01   0.102700E+01   0.120630E+01   0.124352E+01   0.488476E-01   0.330306E-01   0.908630E-02   0.206508E-01   0.108291E-01  -0.104970E+04   0.115518E+02   0.000000E+00  -0.106125E+04   0.212250E+04
   0.332153E+02   0.120794E+02   0.998064E+00   0.203720E+00   0.220358E-01   0.341272E+02   0.349059E+01   0.499056E+01  -0.510157E+01   0.257632E+01   0.109613E+01   0.993616E+00   0.120630E+01   0.126549E+01   0.483046E-01   0.536418E-02   0.158725E-01   0.253857E-02   0.115896E-01  -0.104580E+04   0.149561E+02   0.000000E+00  -0.106076E+04   0.212151E+04
   0.330312E+02   0.115235E+02   0.166628E+00  -0.125990E+01   0.220358E-01   0.341926E+02   0.339326E+01   0.442796E+01   0.229470E+00  -0.268768E+01   0.108721E+01   0.109016E+01   0.118842E+01   0.126115E+01   0.484766E-01   0.498615E-02   0.331302E-03   0.210080E-01   0.231727E-01  -0.104312E+04   0.135270E+02   0.000000E+00  -0.105665E+04   0.211329E+04
   0.329694E+02   0.118965E+02  -0.271498E+00   0.297424E+00   0.548067E+00   0.347141E+02   0.281538E+01   0.399457E+01  -0.207195E+01  -0.268768E+01   0.108258E+01   0.102390E+01   0.119164E+01   0.128162E+01   0.478410E-01   0.285148E-02   0.102882E-01   0.121666E-01   0.344871E-01  -0.104546E+04   0.124915E+02   0.000000E+00  -0.105795E+04   0.211590E+04
   0.327567E+02   0.113425E+02   0.464370E+00  -0.167135E+00   0.597262E+00   0.348545E+02   0.281538E+01   0.368819E+01  -0.196995E+01  -0.261290E+01   0.107553E+01   0.947012E+00   0.117894E+01   0.132650E+01   0.488006E-01   0.729150E-02   0.632424E-02   0.216891E-01   0.118823E-01  -0.104163E+04   0.130113E+02   0.000000E+00  -0.105464E+04   0.210928E+04
   0.327736E+02   0.112019E+02   0.270769E+00  -0.844485E+00   0.707478E+00   0.337694E+02   0.281538E+01   0.242037E+01  -0.495719E+01  -0.155309E+01   0.108358E+01   0.985779E+00   0.117894E+01   0.128956E+01   0.525451E-01   0.208185E-01   0.436348E-02   0.848433E-02   0.112593E-01  -0.104230E+04   0.140570E+02   0.000000E+00  -0.105636E+04   0.211271E+04
   0.329010E+02   0.120211E+02   0.270769E+00   0.445436E+00   0.276401E+00   0.338552E+02   0.317171E+01   0.197580E+01  -0.173053E+01  -0.311575E+01   0.107962E+01   0.117883E+01   0.117894E+01   0.130123E+01   0.431670E-01   0.135289E-01   0.126126E-01   0.705951E-02   0.103164E-02  -0.104168E+04   0.133946E+02   0.000000E+00  -0.105507E+04   0.211015E+04
   0.331030E+02   0.120155E+02   0.961863E+00   0.464067E+00   0.453457E+00   0.350010E+02   0.172163E+01   0.624962E+01  -0.527769E+01   0.377796E+00   0.108577E+01   0.106967E+01   0.119452E+01   0.128687E+01   0.491316E-01   0.169963E-01   0.389537E-01   0.261887E-02   0.424733E-02  -0.104421E+04   0.117684E+02   0.000000E+00  -0.105598E+04   0.211196E+04
   0.330713E+02   0.117145E+02   0.228543E+00  -0.386667E+00  -0.103885E+01   0.338018E+02   0.243323E+01   0.348915E+01  -0.362647E+01  -0.389784E-01   0.108391E+01   0.900135E+00   0.117696E+01   0.126691E+01   0.494680E-01   0.155534E-01   0.124644E-02   0.261887E-02   0.585322E-03  -0.104325E+04   0.165760E+02   0.000000E+00  -0.105983E+04   0.211965E+04
   0.329033E+02   0.121095E+02   0.779158E+00   0.114568E+01   0.573494E+00   0.345959E+02   0.426177E+01   0.210874E+00  -0.679040E+01  -0.271234E+00   0.108381E+01   0.895052E+00   0.116386E+01   0.126367E+01   0.571473E-01   0.212485E-01   0.289953E-01   0.266741E-04   0.585322E-03  -0.105272E+04   0.136862E+02   0.000000E+00  -0.106641E+04   0.213281E+04
   0.324629E+02   0.113407E+02   0.742144E+00  -0.742309E+00   0.841605E+00   0.340663E+02   0.170591E-01   0.540612E+01  -0.366383E+01  -0.116727E+01   0.107488E+01   0.108726E+01   0.117368E+01   0.128074E+01   0.556077E-01   0.192134E-01   0.148617E-01   0.969137E-02   0.159407E-02  -0.104560E+04   0.139015E+02   0.000000E+00  -0.105950E+04   0.211900E+04
   0.324629E+02   0.114313E+02   0.658260E+00  -0.413986E+00   0.934349E+00   0.343855E+02   0.385911E+01   0.368714E+01  -0.269368E+01  -0.410398E+01   0.107140E+01   0.980501E+00   0.118137E+01   0.127003E+01   0.454796E-01   0.198145E-02   0.671587E-02   0.742225E-02   0.203257E-02  -0.104197E+04   0.171818E+02   0.000000E+00  -0.105915E+04   0.211830E+04
   0.322916E+02   0.123801E+02   0.737126E+00   0.129615E+01   0.471802E+00   0.351505E+02   0.237244E+01   0.194754E+01  -0.172421E+01  -0.257548E+01   0.105634E+01   0.104408E+01   0.113886E+01   0.131663E+01   0.440966E-01   0.208576E-02   0.449324E-03   0.103404E-01   0.158886E-01  -0.104111E+04   0.157039E+02   0.000000E+00  -0.105681E+04   0.211363E+04
   0.322216E+02   0.122139E+02   0.588594E+00   0.960918E+00   0.588363E+00   0.344203E+02   0.111664E+01   0.570528E+01  -0.221627E+01   0.185641E+01   0.106540E+01   0.105437E+01   0.113774E+01   0.131663E+01   0.545712E-01   0.171461E-02   0.501374E-01   0.653982E-03   0.431855E-02  -0.104811E+04   0.127956E+02   0.000000E+00  -0.106091E+04   0.212181E+04
   0.323514E+02   0.118628E+02   0.892353E+00   0.373751E+00   0.156480E+01   0.349259E+02   0.301437E+01   0.271282E+01  -0.438956E+01   0.641421E-01   0.106324E+01   0.122772E+01   0.113782E+01   0.130757E+01   0.499124E-01   0.226463E-02   0.650797E-03   0.589063E-02   0.401162E-01  -0.104188E+04   0.116775E+02   0.000000E+00  -0.105356E+04   0.210711E+04
   0.323418E+02   0.116508E+02  -0.305993E+00   0.268276E+00   0.382863E-01   0.326905E+02   0.364802E+01   0.271282E+01   0.108321E+00   0.639085E-01   0.107004E+01   0.109794E+01   0.114521E+01   0.126773E+01   0.472634E-01   0.163003E-01   0.634158E-02   0.112984E-02   0.269075E-02  -0.104149E+04   0.163764E+02   0.000000E+00  -0.105787E+04   0.211573E+04
   0.323418E+02   0.114633E+02   0.371135E+00  -0.109843E+00   0.417439E+00   0.351491E+02   0.293989E+01   0.285201E+01  -0.430898E+01  -0.296767E+01   0.106752E+01   0.114342E+01   0.116114E+01   0.131084E+01   0.500840E-01   0.468653E-02   0.120085E-01   0.850187E-02   0.179256E-01  -0.103892E+04   0.131329E+02   0.000000E+00  -0.105205E+04   0.210411E+04
   0.324271E+02   0.113674E+02   0.275656E+00  -0.693068E+00   0.385504E+00   0.338510E+02   0.530976E+01   0.944185E+00  -0.849002E+00  -0.303983E+01   0.107096E+01   0.994167E+00   0.116114E+01   0.131084E+01   0.544083E-01   0.337165E-01   0.162378E-01   0.909543E-02   0.154990E-01  -0.104491E+04   0.110018E+02   0.000000E+00  -0.105591E+04   0.211182E+04
   0.324449E+02   0.113674E+02  -0.227671E+00   0.336408E+00  -0.144791E+00   0.358239E+02   0.303088E+01   0.355183E+01  -0.117805E+01   0.571478E+00   0.106697E+01   0.114643E+01   0.116114E+01   0.132204E+01   0.554799E-01   0.623322E-01   0.188101E-01   0.264640E-01   0.714144E-02  -0.105055E+04   0.569363E+01   0.000000E+00  -0.105624E+04   0.211249E+04
   0.322626E+02   0.117219E+02   0.583218E+00  -0.358025E+00   0.242811E+00   0.347431E+02   0.376156E+01   0.344646E+01  -0.393224E+01  -0.463340E+01   0.106336E+01   0.119973E+01   0.113375E+01   0.135754E+01   0.480711E-01   0.231852E-01   0.203842E-03   0.329248E-01   0.488380E-02  -0.104474E+04   0.985437E+01   0.000000E+00  -0.105459E+04   0.210919E+04
   0.321015E+02   0.117219E+02   0.713835E+00   0.895064E+00   0.116951E+01   0.341914E+02   0.498480E+01   0.267186E+01  -0.306613E+01  -0.524824E+01   0.105642E+01   0.110261E+01   0.113533E+01   0.130537E+01   0.463949E-01   0.217083E-02   0.370259E-01   0.168884E-01   0.488380E-02  -0.104340E+04   0.123285E+02   0.000000E+00  -0.105573E+04   0.211146E+04
   0.321015E+02   0.124076E+02   0.713835E+00   0.114583E+01  -0.132956E+00   0.341914E+02   0.533356E+01   0.181436E+01   0.120768E+00  -0.619435E+01   0.105642E+01   0.904407E+00   0.113214E+01   0.127959E+01   0.437809E-01   0.449431E-02   0.204667E-01   0.176093E-01   0.348822E-02  -0.104633E+04   0.145597E+02   0.000000E+00  -0.106089E+04   0.212178E+04
   0.321015E+02   0.116706E+02  -0.260775E+00   0.823897E+00  -0.113807E+01   0.343216E+02   0.291010E+01   0.189460E+01   0.122450E+00  -0.440391E+01   0.105766E+01   0.111996E+01   0.117040E+01   0.129568E+01   0.506931E-01   0.116926E-02   0.905962E-02   0.303189E-01   0.180756E-01  -0.104653E+04   0.121154E+02   0.000000E+00  -0.105865E+04   0.211729E+04
   0.325127E+02   0.110949E+02  -0.602228E+00  -0.203662E+01  -0.113807E+01   0.335399E+02   0.189705E+01   0.292535E+01  -0.131088E+01  -0.970249E+00   0.106930E+01   0.103490E+01   0.117040E+01   0.126532E+01   0.534146E-01   0.152178E-01   0.580780E-02   0.379073E-01   0.883747E-02  -0.104873E+04   0.123942E+02   0.000000E+00  -0.106112E+04   0.212225E+04
   0.332552E+02   0.120822E+02   0.663169E-01  -0.348455E+00  -0.259952E+00   0.357205E+02   0.290090E+01   0.434730E+01  -0.335734E+01  -0.207323E+01   0.108606E+01   0.120380E+01   0.117040E+01   0.135681E+01   0.526112E-01   0.139517E-01   0.410317E-01   0.357409E-01   0.536509E-03  -0.104871E+04   0.614439E+01   0.000000E+00  -0.105485E+04   0.210971E+04
   0.333848E+02   0.114920E+02  -0.444756E+00  -0.129006E+01   0.635620E+00   0.356352E+02   0.294175E+01   0.393587E+01  -0.223900E+01  -0.272746E+01   0.109607E+01   0.110589E+01   0.117362E+01   0.131590E+01   0.547045E-01   0.319703E-02   0.168140E-01   0.137224E-01   0.189459E-01  -0.104568E+04   0.120835E+02   0.000000E+00  -0.105776E+04   0.211553E+04
   0.331432E+02   0.109760E+02  -0.657511E+00  -0.137304E+01   0.584209E+00   0.345763E+02   0.294175E+01   0.556965E+01  -0.185585E+01  -0.251372E+01   0.108854E+01   0.111408E+01   0.118995E+01   0.129348E+01   0.550656E-01   0.121810E-01   0.144886E-02   0.260516E-02   0.516201E-02  -0.104418E+04   0.154247E+02   0.000000E+00  -0.105960E+04   0.211921E+04
   0.329432E+02   0.108647E+02  -0.643564E+00  -0.126243E+01  -0.267536E+00   0.353024E+02   0.361915E+01   0.238978E+01   0.345087E+00  -0.803714E+00   0.109367E+01   0.999633E+00   0.120096E+01   0.129348E+01   0.526520E-01   0.303833E-02   0.119166E-01   0.129334E-01   0.127392E-02  -0.104574E+04   0.151208E+02   0.000000E+00  -0.106086E+04   0.212172E+04
   0.334159E+02   0.117017E+02   0.845747E+00  -0.119836E+01   0.883753E+00   0.334380E+02   0.296127E+01   0.258456E+01  -0.140197E+01  -0.332739E+01   0.109619E+01   0.111818E+01   0.120231E+01   0.131593E+01   0.492496E-01   0.132716E-01   0.213205E-01   0.940140E-02   0.151645E-01  -0.104773E+04   0.108655E+02   0.000000E+00  -0.105860E+04   0.211719E+04
   0.333243E+02   0.119128E+02   0.705139E+00   0.359451E+00   0.588419E+00   0.343091E+02   0.307271E+01   0.128689E+01  -0.207801E+01  -0.184019E+01   0.108982E+01   0.122455E+01   0.117240E+01   0.131322E+01   0.537368E-01   0.391525E-02   0.592618E-03   0.543495E-02   0.389940E-02  -0.103964E+04   0.144520E+02   0.000000E+00  -0.105409E+04   0.210818E+04
   0.331912E+02   0.118445E+02   0.165509E+01  -0.232996E+00   0.209844E+01   0.345243E+02   0.382129E+01   0.301144E+01  -0.298097E+01   0.132431E+01   0.108574E+01   0.113994E+01   0.116072E+01   0.129179E+01   0.520121E-01   0.933333E-02   0.119035E-02   0.242217E-02   0.389940E-02  -0.104178E+04   0.160682E+02   0.000000E+00  -0.105785E+04   0.211570E+04
   0.327530E+02   0.118680E+02   0.738125E+00   0.810667E+00   0.144019E+01   0.342669E+02   0.562540E+01   0.996457E+00  -0.137760E+01  -0.234306E+01   0.107954E+01   0.856167E+00   0.115417E+01   0.131725E+01   0.514725E-01   0.266732E-02   0.233282E-01   0.120968E-01   0.270838E-02  -0.104359E+04   0.132122E+02   0.000000E+00  -0.105680E+04   0.211360E+04
   0.328243E+02   0.118025E+02   0.119158E+00  -0.183685E+00  -0.118662E+00   0.349306E+02   0.585538E+01   0.152640E+01  -0.275285E+01  -0.112275E+01   0.108665E+01   0.107968E+01   0.116663E+01   0.132584E+01   0.542766E-01   0.953303E-02   0.648374E-02   0.975377E-03   0.197068E-02  -0.104095E+04   0.156588E+02   0.000000E+00  -0.105661E+04   0.211322E+04
   0.328801E+02   0.119755E+02   0.119158E+00  -0.105302E+01  -0.118662E+00   0.340904E+02   0.326214E+01   0.283612E+01   0.777808E-02  -0.113274E+01   0.107946E+01   0.894082E+00   0.115344E+01   0.128126E+01   0.524377E-01   0.137256E-01   0.705366E-02   0.337308E-02   0.237899E-01  -0.104294E+04   0.137967E+02   0.000000E+00  -0.105674E+04   0.211347E+04
   0.329445E+02   0.120393E+02   0.119158E+00  -0.784952E+00  -0.124069E+01   0.341007E+02   0.245061E+01   0.306514E+01  -0.215878E+01  -0.340587E+01   0.109262E+01   0.114266E+01   0.117621E+01   0.130523E+01   0.472783E-01   0.236645E-01   0.114574E-01   0.450302E-02   0.208834E-01  -0.104825E+04   0.111074E+02   0.000000E+00  -0.105936E+04   0.211871E+04
   0.330767E+02   0.115301E+02  -0.278462E+00  -0.104108E+01   0.314756E+00   0.347204E+02   0.399180E+01   0.400319E+01  -0.368447E+01  -0.281670E+01   0.109262E+01   0.118112E+01   0.116957E+01   0.132394E+01   0.482433E-01   0.215440E-02   0.145648E-01   0.113509E-01   0.163330E-02  -0.104171E+04   0.133509E+02   0.000000E+00  -0.105506E+04   0.211012E+04
   0.331041E+02   0.114376E+02  -0.396470E+00  -0.645230E+00   0.139567E+01   0.345973E+02   0.399180E+01   0.289495E+01  -0.369382E+01  -0.291945E+01   0.109387E+01   0.118229E+01   0.116957E+01   0.131289E+01   0.477183E-01   0.463420E-02   0.213883E-01   0.558405E-02   0.295245E-02  -0.104495E+04   0.130766E+02   0.000000E+00  -0.105803E+04   0.211605E+04
   0.331041E+02   0.114376E+02  -0.595544E-01  -0.491133E+00   0.273044E+00   0.345817E+02   0.465515E+01   0.210729E+01  -0.110493E+01  -0.176349E+01   0.109388E+01   0.109059E+01   0.119055E+01   0.135088E+01   0.531258E-01   0.975113E-02   0.674830E-03   0.472157E-03   0.297573E-01  -0.104201E+04   0.124158E+02   0.000000E+00  -0.105443E+04   0.210885E+04
   0.333569E+02   0.114376E+02   0.372775E+00  -0.702000E+00   0.294378E+00   0.348984E+02   0.114028E+01   0.210729E+01  -0.421458E+01  -0.200421E+01   0.109196E+01   0.130955E+01   0.120551E+01   0.130176E+01   0.568030E-01   0.358961E-04   0.248347E-02   0.141189E-01   0.194854E-01  -0.104463E+04   0.102872E+02   0.000000E+00  -0.105492E+04   0.210983E+04
   0.332825E+02   0.116137E+02   0.799083E+00  -0.944499E-01   0.145604E-01   0.334793E+02   0.436319E+01   0.193090E+01  -0.479405E+01  -0.278772E+01   0.108795E+01   0.108048E+01   0.120551E+01   0.124323E+01   0.520797E-01   0.219005E-03   0.231279E-02   0.341291E-01   0.286472E-01  -0.104631E+04   0.120867E+02   0.000000E+00  -0.105840E+04   0.211679E+04
   0.334509E+02   0.117802E+02   0.644923E+00  -0.944499E-01   0.283250E+00   0.322275E+02   0.424619E+01   0.185438E+01  -0.128193E+01  -0.188436E+01   0.109003E+01   0.106417E+01   0.120551E+01   0.121195E+01   0.570638E-01   0.447593E-02   0.269578E-01   0.113975E-01   0.144832E-01  -0.104714E+04   0.135370E+02   0.000000E+00  -0.106068E+04   0.212135E+04
   0.333159E+02   0.123416E+02   0.644923E+00  -0.320310E+00  -0.735887E+00   0.331461E+02   0.296137E+00   0.598597E+01  -0.257343E+01  -0.143486E+01   0.109738E+01   0.912815E+00   0.118691E+01   0.117530E+01   0.555340E-01   0.139713E-02   0.749872E-02   0.171988E-01   0.145106E-01  -0.105010E+04   0.159397E+02   0.000000E+00  -0.106604E+04   0.213208E+04
   0.338284E+02   0.119785E+02  -0.512849E-01  -0.966417E+00   0.475640E+00   0.319120E+02   0.244319E+01   0.832000E+00  -0.789108E+00  -0.691131E+00   0.110792E+01   0.925494E+00   0.122456E+01   0.120133E+01   0.538747E-01   0.139713E-02   0.254590E-01   0.306588E-01   0.852659E-02  -0.105247E+04   0.123809E+02   0.000000E+00  -0.106485E+04   0.212970E+04
   0.334222E+02   0.114052E+02   0.225751E+00  -0.359588E+00  -0.315669E+00   0.341444E+02   0.335496E+01   0.116907E+01  -0.789108E+00  -0.129749E+01   0.110284E+01   0.125552E+01   0.120889E+01   0.131836E+01   0.484804E-01   0.114142E-01   0.519745E-02   0.322959E-02   0.526003E-02  -0.104218E+04   0.119667E+02   0.000000E+00  -0.105415E+04   0.210829E+04
   0.334222E+02   0.118076E+02   0.336768E+00   0.838395E-01   0.112224E-01   0.340851E+02   0.298379E+01   0.127465E+01   0.289123E+00  -0.540987E+01   0.108896E+01   0.111039E+01   0.120190E+01   0.133510E+01   0.510797E-01   0.206084E-01   0.699693E-02   0.941283E-02   0.885003E-02  -0.104637E+04   0.119270E+02   0.000000E+00  -0.105830E+04   0.211659E+04
   0.335524E+02   0.118990E+02   0.532291E+00  -0.987187E-01  -0.812304E+00   0.349046E+02   0.543403E+01   0.419648E+01  -0.984961E+00  -0.351256E+01   0.110410E+01   0.989894E+00   0.118811E+01   0.131234E+01   0.495882E-01   0.130190E-02   0.740543E-02   0.449684E-02   0.127282E-01  -0.104601E+04   0.151539E+02   0.000000E+00  -0.106116E+04   0.212233E+04
   0.335969E+02   0.110419E+02   0.119666E+00  -0.937408E+00   0.828155E+00   0.338285E+02   0.226485E+01   0.325713E+01  -0.341828E+01  -0.268828E+01   0.110423E+01   0.120675E+01   0.119405E+01   0.132391E+01   0.541525E-01   0.155120E-02   0.688374E-02   0.113479E-01   0.545445E-02  -0.104557E+04   0.129199E+02   0.000000E+00  -0.105849E+04   0.211698E+04
   0.333704E+02   0.115981E+02   0.227414E+00  -0.439639E+00  -0.373519E-01   0.344764E+02   0.427962E+01   0.345524E+01  -0.284921E+01  -0.555551E+00   0.109181E+01   0.106303E+01   0.119978E+01   0.134533E+01   0.529035E-01   0.211832E-04   0.730335E-02   0.859795E-02   0.112595E-02  -0.104108E+04   0.149917E+02   0.000000E+00  -0.105607E+04   0.211214E+04
   0.331815E+02   0.116615E+02   0.131724E+00  -0.849481E+00  -0.809593E+00   0.335979E+02   0.224778E+01   0.345524E+01  -0.155850E+01  -0.972834E+00   0.108380E+01   0.129594E+01   0.119978E+01   0.125317E+01   0.464530E-01   0.211832E-04   0.244177E-01   0.220365E-01   0.479522E-02  -0.104550E+04   0.101915E+02   0.000000E+00  -0.105569E+04   0.211138E+04
   0.329657E+02   0.111585E+02  -0.582786E+00  -0.849481E+00  -0.809593E+00   0.343529E+02   0.425414E+01   0.172056E+01  -0.176209E+01  -0.174163E+01   0.108439E+01   0.120732E+01   0.119978E+01   0.132080E+01   0.529039E-01   0.211832E-04   0.207771E-02   0.680260E-01   0.460674E-02  -0.104704E+04   0.811980E+01   0.000000E+00  -0.105516E+04   0.211032E+04
   0.329657E+02   0.115361E+02   0.862065E+00  -0.842585E-01   0.785397E+00   0.340057E+02   0.520733E+01   0.145092E+01  -0.156728E+01  -0.335011E+01   0.108439E+01   0.126530E+01   0.116994E+01   0.129135E+01   0.477597E-01   0.881323E-02   0.561921E-02   0.752487E-01   0.172086E-02  -0.104646E+04   0.648886E+01   0.000000E+00  -0.105295E+04   0.210590E+04
   0.329126E+02   0.115230E+02  -0.384336E-01  -0.312360E+00   0.785397E+00   0.335426E+02   0.127414E+01   0.224745E+01  -0.250177E+01  -0.363579E+01   0.108615E+01   0.107505E+01   0.116530E+01   0.125954E+01   0.508438E-01   0.881323E-02   0.222713E-01   0.259564E-01   0.339457E-01  -0.104637E+04   0.988224E+01   0.000000E+00  -0.105625E+04   0.211250E+04
   0.329366E+02   0.114531E+02  -0.232205E+00   0.658936E-01   0.785397E+00   0.328502E+02   0.173030E+01   0.464853E+01  -0.279108E+01  -0.127596E+01   0.108621E+01   0.943565E+00   0.117528E+01   0.122203E+01   0.492758E-01   0.881323E-02   0.200487E-02   0.881975E-02   0.574826E-02  -0.104123E+04   0.172049E+02   0.000000E+00  -0.105843E+04   0.211687E+04
   0.328652E+02   0.118308E+02   0.134071E+00  -0.308813E+00  -0.362291E+00   0.338379E+02   0.397033E+01   0.447864E+01  -0.281049E+01   0.495909E+00   0.108499E+01   0.104739E+01   0.118377E+01   0.125972E+01   0.488851E-01   0.533161E-02   0.144908E-02   0.108059E-01   0.402944E-02  -0.103810E+04   0.167378E+02   0.000000E+00  -0.105484E+04   0.210968E+04
   0.331111E+02   0.119445E+02   0.989431E-01  -0.308813E+00   0.117324E+01   0.334719E+02   0.477506E+01   0.126215E+01   0.154010E+01  -0.416237E+01   0.109416E+01   0.834204E+00   0.115649E+01   0.125972E+01   0.532070E-01   0.333364E-02   0.448761E-02   0.157119E-01   0.101480E-02  -0.104435E+04   0.154451E+02   0.000000E+00  -0.105980E+04   0.211959E+04
   0.330569E+02   0.116829E+02   0.676404E+00  -0.724711E+00   0.117324E+01   0.349833E+02   0.221469E+01   0.466542E+01  -0.429312E+01  -0.259311E-01   0.109027E+01   0.110749E+01   0.115201E+01   0.131267E+01   0.500536E-01   0.330575E-02   0.224477E-01   0.942927E-02   0.650627E-02  -0.104242E+04   0.135875E+02   0.000000E+00  -0.105601E+04   0.211201E+04
   0.330964E+02   0.116829E+02   0.676404E+00   0.350170E+00   0.455516E+00   0.344098E+02   0.138397E+01   0.338262E+01  -0.334079E+01  -0.117147E+01   0.108459E+01   0.934038E+00   0.118008E+01   0.131512E+01   0.490385E-01   0.510153E-02   0.839457E-02   0.655296E-02   0.802776E-02  -0.104145E+04   0.150099E+02   0.000000E+00  -0.105646E+04   0.211292E+04
   0.330479E+02   0.110028E+02   0.930438E+00  -0.520536E+00   0.675348E+00   0.346360E+02   0.221801E+01   0.409344E+01  -0.192459E+01  -0.796148E+00   0.108495E+01   0.105275E+01   0.119925E+01   0.131556E+01   0.555608E-01   0.211766E-03   0.982534E-02   0.179236E-02   0.144330E-01  -0.104259E+04   0.148639E+02   0.000000E+00  -0.105745E+04   0.211491E+04
