Kmin_MR_a0    Kmin_MR_a1    Kmin_MR_a2    Kmin_MR_a3    Kmin_MR_a4    Kmin_MR_a5    Kmin_MR_a6    Kmin_MR_a7    Kmin_MR_a8    Kmin_TR_a0    Kmin_TR_a1    Kmin_TR_a2    Kmin_TR_a3    Kmin_TR_a4    Kmin_TR_a5    Kmin_TR_a6    Kmin_TR_a7    Kmin_TR_a8    Y1_intercept  Y2_intercept  Y3_intercept  Y4_intercept  Y5_intercept  LogPost       
  0.304326E+02  0.114222E+02  0.459488E+00 -0.509137E+00  0.625168E-01 -0.407910E+01  0.266718E+01  0.653978E+01  0.126249E+01  0.277784E+02  0.282307E+01  0.441472E+01 -0.113757E+00 -0.404717E+01  0.579499E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.190576E-01  0.767520E-02  0.122240E-01  0.151588E-02  0.264005E-01 -0.984566E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.407910E+01  0.266718E+01  0.653978E+01  0.126249E+01  0.277784E+02  0.282307E+01  0.449904E+01 -0.113757E+00 -0.404717E+01  0.579499E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.177629E-01  0.586784E-02  0.133340E-01  0.151588E-02  0.245810E-01 -0.984306E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.407910E+01  0.266718E+01  0.653978E+01  0.208902E+01  0.277784E+02  0.282307E+01  0.449904E+01 -0.113757E+00 -0.404717E+01  0.579499E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.185885E-01  0.423211E-02  0.123968E-01  0.123610E-03  0.227043E-01 -0.986440E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.407910E+01  0.266718E+01  0.591467E+01  0.807602E+00  0.277784E+02  0.282307E+01  0.449904E+01 -0.113757E+00 -0.404717E+01  0.579499E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.185885E-01  0.548076E-02  0.114493E-01  0.123610E-03  0.268138E-01 -0.982472E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.407910E+01  0.266718E+01  0.591467E+01  0.807602E+00  0.277784E+02  0.282307E+01  0.449904E+01 -0.113757E+00 -0.404717E+01  0.579499E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.184749E-01  0.548076E-02  0.124705E-01  0.211894E-03  0.273330E-01 -0.982638E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.353183E+01  0.266718E+01  0.603554E+01  0.807602E+00  0.277784E+02  0.281687E+01  0.449904E+01 -0.113757E+00 -0.404717E+01  0.579499E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.184749E-01  0.702792E-02  0.939007E-02  0.130081E-02  0.258413E-01 -0.981537E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.359122E+01  0.266718E+01  0.603554E+01  0.807602E+00  0.277784E+02  0.281687E+01  0.449904E+01 -0.113757E+00 -0.404717E+01  0.579499E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.184749E-01  0.789308E-02  0.960120E-02  0.190555E-02  0.270292E-01 -0.981832E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.359122E+01  0.227050E+01  0.603554E+01  0.807602E+00  0.277784E+02  0.281687E+01  0.449904E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.170609E-01  0.607898E-02  0.108105E-01  0.740481E-03  0.281978E-01 -0.980499E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.359122E+01  0.227050E+01  0.603554E+01  0.807602E+00  0.277784E+02  0.281687E+01  0.449904E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.157969E-01  0.544157E-02  0.105513E-01  0.191604E-02  0.302849E-01 -0.981038E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.359122E+01  0.227050E+01  0.618154E+01  0.807602E+00  0.277784E+02  0.281687E+01  0.449904E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.167336E-01  0.525895E-02  0.103228E-01  0.404820E-03  0.254514E-01 -0.980095E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.359122E+01  0.227050E+01  0.618154E+01  0.807602E+00  0.277784E+02  0.281687E+01  0.449904E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.168440E-01  0.505007E-02  0.958599E-02  0.404820E-03  0.249044E-01 -0.979925E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.359122E+01  0.227050E+01  0.618154E+01  0.797784E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.162878E-01  0.856597E-02  0.103292E-01  0.404820E-03  0.256421E-01 -0.980819E+03
  0.304326E+02  0.114222E+02  0.616678E+00 -0.509137E+00  0.625168E-01 -0.359122E+01  0.227050E+01  0.618154E+01  0.797784E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.406480E+01  0.884361E+01 -0.502124E+01  0.169457E-01  0.856597E-02  0.642386E-02  0.287209E-02  0.256421E-01 -0.980532E+03
  0.304326E+02  0.114222E+02  0.409543E+00 -0.585871E+00  0.625168E-01 -0.359122E+01  0.227050E+01  0.618154E+01  0.797784E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.406480E+01  0.884361E+01 -0.517294E+01  0.181206E-01  0.822788E-02  0.620414E-02  0.217543E-02  0.275039E-01 -0.980860E+03
  0.304326E+02  0.111991E+02  0.409543E+00 -0.585871E+00  0.625168E-01 -0.359122E+01  0.227050E+01  0.649155E+01  0.797784E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.884361E+01 -0.517294E+01  0.169035E-01  0.822788E-02  0.453683E-02  0.145713E-02  0.300945E-01 -0.980910E+03
  0.304326E+02  0.111991E+02  0.381341E+00 -0.585871E+00 -0.385642E+00 -0.359122E+01  0.227050E+01  0.649155E+01  0.797784E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.891652E+01 -0.517294E+01  0.169035E-01  0.773961E-02  0.117051E-02  0.445124E-03  0.289744E-01 -0.980733E+03
  0.304326E+02  0.111991E+02  0.381341E+00 -0.585871E+00 -0.385642E+00 -0.359122E+01  0.195789E+01  0.649155E+01  0.797784E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.891652E+01 -0.517294E+01  0.191629E-01  0.868562E-02  0.183885E-02  0.445124E-03  0.321924E-01 -0.980387E+03
  0.304326E+02  0.111991E+02  0.267625E+00 -0.585871E+00 -0.385642E+00 -0.359122E+01  0.195789E+01  0.649155E+01  0.797784E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.891652E+01 -0.517294E+01  0.187375E-01  0.784817E-02  0.413588E-02  0.503049E-02  0.332616E-01 -0.980948E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.585871E+00 -0.385642E+00 -0.359122E+01  0.195789E+01  0.660725E+01  0.797784E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.891652E+01 -0.517294E+01  0.188559E-01  0.100143E-01  0.413588E-02  0.815816E-02  0.316829E-01 -0.981375E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.585871E+00 -0.385642E+00 -0.359122E+01  0.195789E+01  0.660725E+01  0.921408E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.891652E+01 -0.517294E+01  0.194993E-01  0.986847E-02  0.750167E-02  0.815816E-02  0.336326E-01 -0.982148E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.585871E+00 -0.385642E+00 -0.331616E+01  0.195789E+01  0.660725E+01  0.921408E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.891652E+01 -0.517294E+01  0.194993E-01  0.127204E-01  0.242171E-02  0.925748E-02  0.354095E-01 -0.981873E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.585871E+00 -0.385642E+00 -0.331616E+01  0.195789E+01  0.660725E+01  0.921408E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.895520E+01 -0.517294E+01  0.210613E-01  0.149665E-01  0.472910E-03  0.951860E-02  0.358042E-01 -0.982783E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.585871E+00 -0.385642E+00 -0.331616E+01  0.195789E+01  0.660725E+01  0.796563E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.895520E+01 -0.507882E+01  0.204807E-01  0.177165E-01  0.139097E-02  0.402525E-02  0.324566E-01 -0.981275E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.585871E+00 -0.596963E+00 -0.331616E+01  0.195789E+01  0.646776E+01  0.796563E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.895520E+01 -0.507882E+01  0.164836E-01  0.211744E-01  0.263070E-02  0.477609E-02  0.312038E-01 -0.982132E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.585871E+00 -0.596963E+00 -0.331616E+01  0.195789E+01  0.646776E+01  0.796563E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.895520E+01 -0.507882E+01  0.152376E-01  0.161004E-01  0.451350E-02  0.477609E-02  0.342692E-01 -0.982543E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.522506E+00 -0.596963E+00 -0.331616E+01  0.195789E+01  0.646776E+01  0.796563E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.895520E+01 -0.507882E+01  0.174283E-01  0.192247E-01  0.365651E-02  0.300444E-02  0.342692E-01 -0.982154E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.522506E+00 -0.105668E+00 -0.331616E+01  0.195789E+01  0.646776E+01  0.963741E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.895520E+01 -0.507882E+01  0.165348E-01  0.194558E-01  0.415456E-02  0.380099E-02  0.373806E-01 -0.982666E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.522506E+00 -0.105668E+00 -0.331616E+01  0.195789E+01  0.614053E+01  0.963741E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.895520E+01 -0.507882E+01  0.130003E-01  0.145715E-01  0.644121E-02  0.699384E-02  0.336270E-01 -0.983918E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.522506E+00 -0.105668E+00 -0.331616E+01  0.195789E+01  0.614053E+01  0.729468E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.404717E+01  0.583842E+01 -0.404090E+01  0.895520E+01 -0.507882E+01  0.137726E-01  0.156551E-01  0.508864E-02  0.352279E-02  0.387591E-01 -0.982809E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.522506E+00 -0.105668E+00 -0.331616E+01  0.195789E+01  0.666431E+01  0.818673E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.394631E+01  0.583842E+01 -0.404090E+01  0.895520E+01 -0.507882E+01  0.137726E-01  0.160615E-01  0.595662E-02  0.352279E-02  0.382496E-01 -0.983857E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.522506E+00 -0.105668E+00 -0.331616E+01  0.195789E+01  0.666431E+01  0.818673E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.394631E+01  0.583842E+01 -0.404090E+01  0.895520E+01 -0.507882E+01  0.154639E-01  0.155152E-01  0.794085E-02  0.656264E-02  0.398764E-01 -0.983635E+03
  0.304326E+02  0.112975E+02  0.267625E+00 -0.522506E+00 -0.367256E+00 -0.331616E+01  0.195789E+01  0.666431E+01 -0.118520E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.394631E+01  0.597621E+01 -0.404090E+01  0.895520E+01 -0.487825E+01  0.196070E-01  0.159629E-01  0.773002E-02  0.480349E-03  0.387163E-01 -0.981709E+03
  0.304326E+02  0.114876E+02  0.267625E+00 -0.522506E+00 -0.367256E+00 -0.331616E+01  0.195789E+01  0.666431E+01 -0.118520E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.394631E+01  0.605875E+01 -0.404090E+01  0.895520E+01 -0.487825E+01  0.193634E-01  0.105545E-01  0.684885E-02  0.480349E-03  0.363177E-01 -0.982553E+03
  0.304326E+02  0.114876E+02  0.267625E+00 -0.207043E+00 -0.367256E+00 -0.331616E+01  0.195789E+01  0.666431E+01 -0.118520E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.394631E+01  0.605875E+01 -0.404090E+01  0.895520E+01 -0.487825E+01  0.209414E-01  0.127188E-01  0.684525E-02  0.480349E-03  0.376080E-01 -0.983385E+03
  0.304326E+02  0.114876E+02  0.267625E+00 -0.207043E+00 -0.367256E+00 -0.331616E+01  0.195789E+01  0.666431E+01 -0.118520E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.113757E+00 -0.394631E+01  0.605875E+01 -0.404090E+01  0.895520E+01 -0.487825E+01  0.207645E-01  0.125748E-01  0.870695E-02  0.480349E-03  0.316054E-01 -0.982895E+03
  0.304326E+02  0.114876E+02  0.267625E+00 -0.207043E+00 -0.367256E+00 -0.331616E+01  0.195789E+01  0.666431E+01 -0.129481E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.228291E+00 -0.394631E+01  0.605875E+01 -0.404090E+01  0.895520E+01 -0.488390E+01  0.199615E-01  0.143791E-01  0.971082E-02  0.267768E-02  0.298775E-01 -0.982763E+03
  0.304326E+02  0.114876E+02  0.267625E+00 -0.207043E+00 -0.367256E+00 -0.331616E+01  0.195789E+01  0.666431E+01 -0.129481E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.228291E+00 -0.394631E+01  0.605875E+01 -0.404090E+01  0.895520E+01 -0.488390E+01  0.199615E-01  0.150695E-01  0.668605E-02  0.267768E-02  0.294171E-01 -0.982483E+03
  0.304326E+02  0.114876E+02  0.267625E+00 -0.207043E+00 -0.262872E+00 -0.331616E+01  0.195789E+01  0.666431E+01 -0.129481E+00  0.277784E+02  0.281687E+01  0.453567E+01 -0.228291E+00 -0.394631E+01  0.605875E+01 -0.404090E+01  0.895520E+01 -0.488390E+01  0.193142E-01  0.137374E-01  0.513818E-02  0.401210E-02  0.294171E-01 -0.982285E+03
  0.304326E+02  0.114876E+02  0.267625E+00 -0.207043E+00 -0.262872E+00 -0.331616E+01  0.195789E+01  0.666431E+01 -0.129481E+00  0.277784E+02  0.277824E+01  0.453567E+01 -0.228291E+00 -0.394631E+01  0.605875E+01 -0.404090E+01  0.895520E+01 -0.488390E+01  0.193142E-01  0.129792E-01  0.513818E-02  0.422791E-02  0.313164E-01 -0.982539E+03
  0.304326E+02  0.114876E+02  0.576539E+00 -0.207043E+00 -0.262872E+00 -0.339819E+01  0.195789E+01  0.666431E+01 -0.329373E+00  0.277784E+02  0.277824E+01  0.453567E+01 -0.228291E+00 -0.394631E+01  0.605875E+01 -0.404090E+01  0.895520E+01 -0.488390E+01  0.193142E-01  0.153862E-01  0.907329E-02  0.377582E-02  0.316207E-01 -0.983292E+03
  0.304326E+02  0.114876E+02  0.576539E+00 -0.207043E+00 -0.262872E+00 -0.339819E+01  0.195789E+01  0.626324E+01 -0.329373E+00  0.277784E+02  0.277824E+01  0.453567E+01 -0.212591E+00 -0.394631E+01  0.605875E+01 -0.404090E+01  0.895520E+01 -0.488390E+01  0.194484E-01  0.152028E-01  0.885973E-02  0.377582E-02  0.302613E-01 -0.982774E+03
  0.304326E+02  0.114876E+02  0.576539E+00 -0.207043E+00 -0.262872E+00 -0.339819E+01  0.195789E+01  0.626324E+01 -0.329373E+00  0.277784E+02  0.277824E+01  0.453567E+01 -0.212591E+00 -0.394631E+01  0.605875E+01 -0.404090E+01  0.895520E+01 -0.488390E+01  0.194484E-01  0.166968E-01  0.639214E-02  0.377582E-02  0.334052E-01 -0.982990E+03
  0.304326E+02  0.114876E+02  0.576539E+00 -0.779531E+00 -0.262872E+00 -0.339819E+01  0.127248E+01  0.626324E+01 -0.329373E+00  0.280802E+02  0.277824E+01  0.453567E+01 -0.212591E+00 -0.394631E+01  0.643882E+01 -0.404090E+01  0.895520E+01 -0.488390E+01  0.225928E-01  0.157650E-01  0.643635E-02  0.118431E-02  0.339094E-01 -0.984354E+03
  0.305667E+02  0.114876E+02  0.576539E+00 -0.779531E+00 -0.206095E+00 -0.339819E+01  0.125454E+01  0.626324E+01 -0.329373E+00  0.280802E+02  0.277824E+01  0.453567E+01 -0.212591E+00 -0.394631E+01  0.643882E+01 -0.404090E+01  0.890224E+01 -0.488390E+01  0.229501E-01  0.123391E-01  0.364132E-02  0.118431E-02  0.293870E-01 -0.981171E+03
  0.305667E+02  0.114876E+02  0.576539E+00 -0.779531E+00 -0.206095E+00 -0.339819E+01  0.125454E+01  0.626324E+01 -0.329373E+00  0.280802E+02  0.277824E+01  0.453567E+01 -0.212591E+00 -0.394631E+01  0.643882E+01 -0.404090E+01  0.890224E+01 -0.503373E+01  0.202256E-01  0.113512E-01  0.554695E-02  0.118431E-02  0.297750E-01 -0.980527E+03
  0.305667E+02  0.114876E+02  0.576539E+00 -0.429651E+00 -0.206095E+00 -0.339819E+01  0.125454E+01  0.626324E+01 -0.329373E+00  0.280802E+02  0.277824E+01  0.453567E+01 -0.212591E+00 -0.394631E+01  0.643882E+01 -0.404090E+01  0.890224E+01 -0.503373E+01  0.168130E-01  0.104583E-01  0.404531E-02  0.350204E-02  0.310854E-01 -0.979768E+03
  0.305667E+02  0.114876E+02  0.576539E+00 -0.668430E+00 -0.206095E+00 -0.339819E+01  0.125454E+01  0.626324E+01 -0.329373E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.212591E+00 -0.394631E+01  0.643882E+01 -0.404090E+01  0.890224E+01 -0.503373E+01  0.168130E-01  0.104583E-01  0.696708E-02  0.309674E-02  0.323537E-01 -0.980601E+03
  0.305667E+02  0.114876E+02  0.576539E+00 -0.668430E+00 -0.206095E+00 -0.339819E+01  0.125454E+01  0.626324E+01 -0.329373E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.212591E+00 -0.394631E+01  0.643882E+01 -0.404090E+01  0.890224E+01 -0.503373E+01  0.197300E-01  0.126001E-01  0.100550E-01  0.161925E-02  0.315626E-01 -0.980675E+03
  0.305667E+02  0.114876E+02  0.649631E+00 -0.668430E+00 -0.336800E+00 -0.339819E+01  0.170951E+01  0.626324E+01 -0.329373E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.212591E+00 -0.394631E+01  0.643882E+01 -0.404090E+01  0.890224E+01 -0.503373E+01  0.225575E-01  0.126001E-01  0.100550E-01  0.391727E-03  0.295180E-01 -0.980922E+03
  0.305667E+02  0.114876E+02  0.649631E+00 -0.668430E+00 -0.336800E+00 -0.339819E+01  0.902100E+00  0.626324E+01 -0.329373E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.212591E+00 -0.394631E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.503373E+01  0.225575E-01  0.105577E-01  0.810420E-02  0.219865E-02  0.291631E-01 -0.981383E+03
  0.305667E+02  0.114876E+02  0.649631E+00 -0.668430E+00 -0.336800E+00 -0.339819E+01  0.902100E+00  0.557164E+01 -0.639797E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.212591E+00 -0.394631E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.501107E+01  0.217913E-01  0.109938E-01  0.115050E-01  0.219865E-02  0.290454E-01 -0.982824E+03
  0.305667E+02  0.114876E+02  0.649631E+00 -0.668430E+00 -0.336800E+00 -0.339819E+01  0.902100E+00  0.557164E+01 -0.639797E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.212591E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.501107E+01  0.208713E-01  0.121738E-01  0.115050E-01  0.545342E-02  0.299658E-01 -0.982286E+03
  0.305667E+02  0.114876E+02  0.649631E+00 -0.668430E+00 -0.336800E+00 -0.339819E+01  0.902100E+00  0.557164E+01 -0.639797E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.212591E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.501107E+01  0.208713E-01  0.121738E-01  0.125241E-01  0.640950E-02  0.303109E-01 -0.982518E+03
  0.305667E+02  0.114876E+02  0.649631E+00 -0.668430E+00 -0.424001E+00 -0.339819E+01  0.902100E+00  0.557164E+01 -0.639797E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.302087E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.208713E-01  0.871593E-02  0.130169E-01  0.387384E-02  0.312669E-01 -0.982624E+03
  0.305667E+02  0.114876E+02  0.649631E+00 -0.668430E+00 -0.424001E+00 -0.339819E+01  0.902100E+00  0.557164E+01 -0.639797E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.302087E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.219724E-01  0.119008E-01  0.147371E-01  0.287497E-02  0.344236E-01 -0.983636E+03
  0.305667E+02  0.114876E+02  0.649631E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.902100E+00  0.557164E+01 -0.639797E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.302087E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.219724E-01  0.105771E-01  0.126933E-01  0.597618E-02  0.362059E-01 -0.984424E+03
  0.305667E+02  0.114876E+02  0.446313E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.862145E+00  0.557164E+01 -0.639797E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.302087E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.194487E-01  0.860524E-02  0.160536E-01  0.933792E-02  0.349366E-01 -0.984343E+03
  0.305667E+02  0.114876E+02  0.446313E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.862145E+00  0.557164E+01 -0.639797E+00  0.280802E+02  0.276812E+01  0.453193E+01 -0.302087E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.180732E-01  0.109307E-01  0.143632E-01  0.116183E-01  0.360496E-01 -0.984915E+03
  0.305667E+02  0.114876E+02  0.446313E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.862145E+00  0.557164E+01  0.332458E-01  0.280802E+02  0.276812E+01  0.453193E+01 -0.302087E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.210470E-01  0.830423E-02  0.106802E-01  0.925284E-02  0.378921E-01 -0.984646E+03
  0.305667E+02  0.114876E+02  0.446313E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.862145E+00  0.557164E+01  0.332458E-01  0.280802E+02  0.268680E+01  0.453193E+01 -0.155211E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.210470E-01  0.165885E-01  0.114987E-01  0.808241E-02  0.350895E-01 -0.985744E+03
  0.305667E+02  0.114876E+02  0.446313E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.933440E+00  0.557164E+01  0.332458E-01  0.280802E+02  0.268680E+01  0.453193E+01 -0.155211E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.213786E-01  0.153643E-01  0.839219E-02  0.310215E-02  0.306717E-01 -0.984248E+03
  0.305667E+02  0.114876E+02  0.595806E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.933440E+00  0.557164E+01  0.332458E-01  0.280802E+02  0.268680E+01  0.453193E+01 -0.155211E+00 -0.406610E+01  0.643882E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.236378E-01  0.138628E-01  0.492946E-02  0.516572E-02  0.306717E-01 -0.984823E+03
  0.305667E+02  0.114876E+02  0.595806E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.135605E+01  0.557164E+01  0.332458E-01  0.280802E+02  0.268680E+01  0.453193E+01 -0.155211E+00 -0.406610E+01  0.647446E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.258301E-01  0.154563E-01  0.189260E-02  0.516572E-02  0.315673E-01 -0.986131E+03
  0.304637E+02  0.114876E+02  0.595806E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.135605E+01  0.557164E+01  0.332458E-01  0.283377E+02  0.268680E+01  0.453193E+01 -0.155211E+00 -0.406610E+01  0.647446E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.258301E-01  0.141215E-01  0.129466E-02  0.174073E-02  0.249618E-01 -0.985943E+03
  0.304136E+02  0.114876E+02  0.595806E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.135605E+01  0.557164E+01  0.332458E-01  0.283377E+02  0.294766E+01  0.453193E+01 -0.155211E+00 -0.406610E+01  0.647446E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.258301E-01  0.127091E-01  0.134272E-02  0.174073E-02  0.302211E-01 -0.987682E+03
  0.304136E+02  0.114876E+02  0.595806E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.214815E+01  0.557164E+01  0.332458E-01  0.283377E+02  0.294766E+01  0.453193E+01 -0.155211E+00 -0.406610E+01  0.647446E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.250720E-01  0.115886E-01  0.175096E-02  0.174073E-02  0.242498E-01 -0.986842E+03
  0.304136E+02  0.114876E+02  0.595806E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.214815E+01  0.557164E+01  0.332458E-01  0.283377E+02  0.294766E+01  0.461136E+01 -0.155211E+00 -0.406610E+01  0.647446E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.227194E-01  0.578510E-02  0.304838E-02  0.174073E-02  0.212850E-01 -0.983765E+03
  0.304136E+02  0.114876E+02  0.595806E+00 -0.827343E-01 -0.424001E+00 -0.339819E+01  0.805530E+00  0.557164E+01 -0.822826E-01  0.283377E+02  0.294766E+01  0.461136E+01 -0.155211E+00 -0.406610E+01  0.647446E+01 -0.404090E+01  0.882786E+01 -0.522144E+01  0.227194E-01  0.209562E-02  0.304838E-02  0.189339E-03  0.223900E-01 -0.983731E+03
