Kmin_MC_a0     Kmin_TR_a0     Q_mult_e1_n1   Q_mult_e1_n2   Q_mult_e2_n1   Q_mult_e2_n2   Y1_intercept   Y2_intercept   Y3_intercept   Y4_intercept   Y5_intercept   LogPost        LogPrior       LogHyper       LogLkh         Deviance       
   0.347816E+02   0.345319E+02   0.117912E+01   0.886303E+00   0.157998E+01   0.124053E+01   0.167668E+00   0.823865E-02   0.483670E-02   0.126692E-01   0.212594E-02  -0.121424E+04   0.558124E+01   0.000000E+00  -0.121982E+04   0.243964E+04
   0.347002E+02   0.366207E+02   0.115931E+01   0.120745E+01   0.151856E+01   0.123144E+01   0.175510E+00   0.921880E-03   0.611985E-02   0.727687E-02   0.381954E-02  -0.121440E+04   0.741644E+01   0.000000E+00  -0.122182E+04   0.244363E+04
   0.351641E+02   0.350528E+02   0.117332E+01   0.118697E+01   0.153265E+01   0.146115E+01   0.174361E+00   0.645206E-02   0.168565E-01   0.705888E-02   0.290893E-02  -0.121722E+04   0.436894E+00   0.000000E+00  -0.121766E+04   0.243531E+04
   0.358568E+02   0.347455E+02   0.117332E+01   0.130195E+01   0.161725E+01   0.131242E+01   0.182312E+00   0.183912E-01   0.887424E-02   0.451176E-02   0.236039E-01  -0.121829E+04  -0.276840E+01   0.000000E+00  -0.121552E+04   0.243104E+04
   0.348945E+02   0.332833E+02   0.113869E+01   0.113303E+01   0.155829E+01   0.122899E+01   0.180785E+00   0.244016E-02   0.887424E-02   0.775461E-02   0.226937E-02  -0.121260E+04   0.732917E+01   0.000000E+00  -0.121993E+04   0.243986E+04
   0.344803E+02   0.334239E+02   0.113340E+01   0.119622E+01   0.159553E+01   0.114764E+01   0.168053E+00   0.131607E-02   0.319970E-02   0.335528E-02   0.614760E-02  -0.121207E+04   0.739280E+01   0.000000E+00  -0.121946E+04   0.243893E+04
   0.350716E+02   0.333023E+02   0.113949E+01   0.946180E+00   0.164389E+01   0.130613E+01   0.175878E+00   0.254481E-02   0.880124E-02   0.120880E-02   0.853756E-02  -0.121632E+04   0.408106E+01   0.000000E+00  -0.122040E+04   0.244080E+04
   0.364489E+02   0.352189E+02   0.118643E+01   0.116941E+01   0.167822E+01   0.112050E+01   0.160727E+00   0.839569E-02   0.502004E-02   0.591161E-02   0.622415E-02  -0.121669E+04   0.370574E+01   0.000000E+00  -0.122040E+04   0.244079E+04
   0.353694E+02   0.337864E+02   0.117482E+01   0.102610E+01   0.156263E+01   0.112844E+01   0.193318E+00   0.111216E-01   0.132931E-01   0.156883E-02   0.408238E-02  -0.121487E+04   0.817110E+01   0.000000E+00  -0.122304E+04   0.244608E+04
   0.362426E+02   0.340212E+02   0.122646E+01   0.952327E+00   0.159074E+01   0.122640E+01   0.178868E+00   0.156098E-02   0.344652E-02   0.156883E-02   0.123951E-01  -0.121446E+04   0.617522E+01   0.000000E+00  -0.122064E+04   0.244127E+04
   0.369795E+02   0.333337E+02   0.122646E+01   0.114518E+01   0.164013E+01   0.133181E+01   0.166004E+00   0.339088E-02   0.250460E-02   0.156883E-02   0.217877E-01  -0.121807E+04   0.561346E+00   0.000000E+00  -0.121863E+04   0.243726E+04
   0.356271E+02   0.356040E+02   0.118944E+01   0.950033E+00   0.160449E+01   0.126233E+01   0.154059E+00   0.135100E-01   0.939264E-02   0.786474E-03   0.108604E-01  -0.121554E+04   0.414537E+01   0.000000E+00  -0.121969E+04   0.243937E+04
   0.364297E+02   0.363298E+02   0.118944E+01   0.963584E+00   0.160138E+01   0.125364E+01   0.178271E+00   0.277224E-01   0.157430E-01   0.813707E-02   0.117182E-01  -0.121962E+04   0.157559E+01   0.000000E+00  -0.122120E+04   0.244239E+04
   0.366986E+02   0.339708E+02   0.122381E+01   0.116100E+01   0.164437E+01   0.125697E+01   0.176179E+00   0.127250E-01   0.117948E-03   0.947091E-02   0.125016E-01  -0.121598E+04   0.125909E+01   0.000000E+00  -0.121724E+04   0.243448E+04
   0.356609E+02   0.359343E+02   0.119327E+01   0.110346E+01   0.165748E+01   0.122067E+01   0.189962E+00   0.224327E-02   0.858977E-02   0.760936E-02   0.228185E-01  -0.121746E+04   0.204927E+01   0.000000E+00  -0.121951E+04   0.243902E+04
   0.359827E+02   0.344265E+02   0.117618E+01   0.929016E+00   0.164594E+01   0.126003E+01   0.198591E+00   0.741017E-03   0.322752E-02   0.148041E-01   0.323928E-02  -0.121704E+04   0.426141E+01   0.000000E+00  -0.122130E+04   0.244260E+04
   0.353668E+02   0.357510E+02   0.117421E+01   0.134189E+01   0.161388E+01   0.115145E+01   0.157493E+00   0.971985E-02   0.431503E-02   0.123349E-01   0.323928E-02  -0.121714E+04   0.185712E+01   0.000000E+00  -0.121900E+04   0.243799E+04
   0.356792E+02   0.355718E+02   0.118065E+01   0.118822E+01   0.152005E+01   0.128741E+01   0.174240E+00   0.259257E-02   0.418269E-02   0.584285E-02   0.109612E-01  -0.121377E+04   0.576304E+01   0.000000E+00  -0.121953E+04   0.243907E+04
   0.354855E+02   0.349677E+02   0.115412E+01   0.118387E+01   0.165273E+01   0.110842E+01   0.174185E+00   0.579787E-02   0.321316E-02   0.277255E-01   0.228919E-01  -0.121814E+04   0.147166E+01   0.000000E+00  -0.121961E+04   0.243922E+04
   0.350929E+02   0.339701E+02   0.113625E+01   0.101755E+01   0.158427E+01   0.131693E+01   0.171146E+00   0.188690E-02   0.284469E-02   0.296064E-02   0.379454E-02  -0.121224E+04   0.671982E+01   0.000000E+00  -0.121896E+04   0.243792E+04
   0.356050E+02   0.327431E+02   0.117160E+01   0.996443E+00   0.154349E+01   0.119246E+01   0.203680E+00   0.514655E-02   0.985699E-02   0.629651E-02   0.710061E-02  -0.121889E+04   0.812671E+01   0.000000E+00  -0.122702E+04   0.245403E+04
   0.348642E+02   0.354828E+02   0.117160E+01   0.111013E+01   0.158537E+01   0.123897E+01   0.173620E+00   0.739471E-03   0.225437E-01   0.191380E-01   0.247195E-01  -0.121621E+04   0.158997E+01   0.000000E+00  -0.121780E+04   0.243560E+04
   0.347445E+02   0.334017E+02   0.117160E+01   0.107601E+01   0.153203E+01   0.118288E+01   0.164802E+00   0.135812E-01   0.243956E-02   0.109680E-01   0.111057E-01  -0.121450E+04   0.728773E+01   0.000000E+00  -0.122179E+04   0.244358E+04
   0.345365E+02   0.353478E+02   0.114518E+01   0.102768E+01   0.153721E+01   0.115152E+01   0.173170E+00   0.136657E-02   0.109434E-01   0.207112E-01   0.125317E-01  -0.121466E+04   0.747105E+01   0.000000E+00  -0.122213E+04   0.244426E+04
   0.351288E+02   0.345802E+02   0.115511E+01   0.114297E+01   0.151175E+01   0.130381E+01   0.169122E+00   0.143301E-02   0.172164E-02   0.958774E-02   0.179838E-01  -0.121308E+04   0.593532E+01   0.000000E+00  -0.121902E+04   0.243803E+04
   0.342095E+02   0.343727E+02   0.114078E+01   0.111130E+01   0.150521E+01   0.126845E+01   0.179216E+00   0.395041E-01   0.463572E-03   0.260677E-01   0.154352E-01  -0.121785E+04   0.231137E+01   0.000000E+00  -0.122016E+04   0.244032E+04
   0.343206E+02   0.332762E+02   0.113220E+01   0.121467E+01   0.155065E+01   0.130544E+01   0.179351E+00   0.462816E-02   0.236038E-01   0.308551E-01   0.318092E-04  -0.121817E+04   0.118380E+01   0.000000E+00  -0.121935E+04   0.243871E+04
   0.348923E+02   0.358036E+02   0.118273E+01   0.144504E+01   0.156809E+01   0.123175E+01   0.172302E+00   0.187468E-02   0.131441E-01   0.109025E-01   0.176586E-01  -0.121952E+04  -0.207239E+01   0.000000E+00  -0.121745E+04   0.243490E+04
   0.354214E+02   0.329863E+02   0.117149E+01   0.142339E+01   0.157369E+01   0.116492E+01   0.163342E+00   0.291831E-01   0.108343E-01   0.345748E-01   0.206536E-01  -0.122344E+04  -0.561595E+01   0.000000E+00  -0.121782E+04   0.243565E+04
   0.353154E+02   0.346007E+02   0.118031E+01   0.107141E+01   0.153535E+01   0.125471E+01   0.170670E+00   0.305206E-02   0.126246E-01   0.242142E-01   0.402048E-02  -0.121359E+04   0.529576E+01   0.000000E+00  -0.121889E+04   0.243777E+04
   0.359928E+02   0.325051E+02   0.119522E+01   0.107900E+01   0.158869E+01   0.117384E+01   0.170283E+00   0.177929E-02   0.180600E-02   0.119609E-02   0.166452E-02  -0.121250E+04   0.855521E+01   0.000000E+00  -0.122106E+04   0.244211E+04
   0.354254E+02   0.354162E+02   0.118880E+01   0.114394E+01   0.156817E+01   0.126085E+01   0.168244E+00   0.351722E-02   0.188889E-01   0.586043E-02   0.930591E-02  -0.121348E+04   0.400203E+01   0.000000E+00  -0.121748E+04   0.243496E+04
   0.353321E+02   0.367336E+02   0.118880E+01   0.120566E+01   0.157719E+01   0.132609E+01   0.182710E+00   0.209437E-02   0.418083E-01   0.673554E-02   0.150743E-03  -0.121883E+04   0.170643E+00   0.000000E+00  -0.121900E+04   0.243800E+04
   0.350616E+02   0.339850E+02   0.113139E+01   0.101679E+01   0.157716E+01   0.115471E+01   0.173207E+00   0.607477E-02   0.171620E-01   0.199701E-01   0.516604E-02  -0.121549E+04   0.618821E+01   0.000000E+00  -0.122168E+04   0.244336E+04
   0.343002E+02   0.347890E+02   0.113856E+01   0.101679E+01   0.151778E+01   0.116582E+01   0.177596E+00   0.608394E-03   0.681013E-02   0.931895E-02   0.182729E-01  -0.121325E+04   0.899956E+01   0.000000E+00  -0.122225E+04   0.244450E+04
   0.349725E+02   0.350818E+02   0.112241E+01   0.111228E+01   0.159571E+01   0.125553E+01   0.167724E+00   0.718336E-02   0.929388E-02   0.181193E-01   0.135874E-01  -0.121617E+04   0.347870E+01   0.000000E+00  -0.121965E+04   0.243930E+04
   0.355542E+02   0.337291E+02   0.116811E+01   0.123693E+01   0.159463E+01   0.134622E+01   0.160407E+00   0.109373E-01   0.357726E-03   0.970681E-02   0.111980E-01  -0.121564E+04   0.828326E+00   0.000000E+00  -0.121647E+04   0.243294E+04
   0.344141E+02   0.338772E+02   0.114576E+01   0.101602E+01   0.159337E+01   0.127458E+01   0.175192E+00   0.426714E-02   0.867714E-02   0.686650E-02   0.121379E-01  -0.121352E+04   0.516760E+01   0.000000E+00  -0.121869E+04   0.243738E+04
   0.349772E+02   0.335330E+02   0.115536E+01   0.106499E+01   0.154037E+01   0.121141E+01   0.164008E+00   0.353413E-01   0.112209E-01   0.170999E-01   0.589485E-02  -0.121646E+04   0.375616E+01   0.000000E+00  -0.122022E+04   0.244043E+04
   0.336545E+02   0.350002E+02   0.111608E+01   0.115178E+01   0.156392E+01   0.124227E+01   0.179101E+00   0.203278E-02   0.462824E-03   0.182593E-02   0.306043E-02  -0.121210E+04   0.834800E+01   0.000000E+00  -0.122045E+04   0.244090E+04
   0.346754E+02   0.334985E+02   0.113275E+01   0.111769E+01   0.152649E+01   0.128430E+01   0.147705E+00   0.819612E-02   0.122438E-02   0.177146E-01   0.260621E-02  -0.121813E+04   0.660062E+01   0.000000E+00  -0.122473E+04   0.244946E+04
   0.334300E+02   0.336974E+02   0.114019E+01   0.101461E+01   0.153034E+01   0.122563E+01   0.163493E+00   0.119015E-01   0.119250E-01   0.442817E-03   0.415025E-02  -0.121682E+04   0.834576E+01   0.000000E+00  -0.122517E+04   0.245033E+04
   0.347667E+02   0.346715E+02   0.118100E+01   0.112401E+01   0.159381E+01   0.123123E+01   0.173882E+00   0.717754E-04   0.802881E-02   0.442817E-03   0.443308E-02  -0.121168E+04   0.660587E+01   0.000000E+00  -0.121829E+04   0.243657E+04
   0.352143E+02   0.357817E+02   0.116961E+01   0.933472E+00   0.150196E+01   0.125278E+01   0.172820E+00   0.145930E-01   0.804999E-02   0.425470E-03   0.178517E-01  -0.121583E+04   0.686643E+01   0.000000E+00  -0.122270E+04   0.244539E+04
   0.348760E+02   0.333549E+02   0.116961E+01   0.110999E+01   0.164361E+01   0.106088E+01   0.184167E+00   0.644397E-02   0.893655E-02   0.108492E-01   0.871748E-02  -0.121691E+04   0.535193E+01   0.000000E+00  -0.122226E+04   0.244452E+04
   0.348090E+02   0.335931E+02   0.116961E+01   0.101614E+01   0.160496E+01   0.117307E+01   0.180659E+00   0.491175E-02   0.978852E-02   0.219136E-01   0.930163E-02  -0.121490E+04   0.485309E+01   0.000000E+00  -0.121975E+04   0.243951E+04
   0.358647E+02   0.339783E+02   0.117846E+01   0.112754E+01   0.162080E+01   0.126977E+01   0.190079E+00   0.658481E-02   0.150416E-01   0.485139E-02   0.336888E-02  -0.121505E+04   0.338321E+01   0.000000E+00  -0.121843E+04   0.243687E+04
   0.358647E+02   0.347015E+02   0.117693E+01   0.121053E+01   0.163697E+01   0.122771E+01   0.173474E+00   0.482005E-02   0.168803E-02   0.489078E-02   0.106116E-01  -0.121223E+04   0.330087E+01   0.000000E+00  -0.121553E+04   0.243106E+04
   0.342826E+02   0.359588E+02   0.115399E+01   0.108908E+01   0.159545E+01   0.133196E+01   0.183630E+00   0.643766E-02   0.903827E-02   0.126697E-01   0.742788E-02  -0.121659E+04   0.300560E+01   0.000000E+00  -0.121960E+04   0.243919E+04
   0.351944E+02   0.351123E+02   0.114589E+01   0.108174E+01   0.158853E+01   0.125665E+01   0.167887E+00   0.104790E-01   0.168214E-02   0.233044E-01   0.994024E-02  -0.121372E+04   0.395367E+01   0.000000E+00  -0.121767E+04   0.243535E+04
   0.342853E+02   0.355131E+02   0.112980E+01   0.112811E+01   0.150630E+01   0.126365E+01   0.167909E+00   0.534544E-02   0.211152E-02   0.357136E-02   0.170370E-01  -0.121286E+04   0.766244E+01   0.000000E+00  -0.122052E+04   0.244104E+04
   0.342853E+02   0.331207E+02   0.115524E+01   0.105980E+01   0.153042E+01   0.119732E+01   0.167909E+00   0.286966E-02   0.205627E-01   0.952153E-02   0.245732E-01  -0.121654E+04   0.550878E+01   0.000000E+00  -0.122205E+04   0.244410E+04
   0.344230E+02   0.340786E+02   0.115367E+01   0.946900E+00   0.155038E+01   0.114760E+01   0.182908E+00   0.187955E-01   0.946156E-02   0.539963E-01   0.308982E-02  -0.121912E+04   0.302403E+01   0.000000E+00  -0.122214E+04   0.244429E+04
   0.350729E+02   0.351940E+02   0.116040E+01   0.104711E+01   0.162281E+01   0.114123E+01   0.173965E+00   0.172849E-01   0.946156E-02   0.355995E-02   0.211197E-01  -0.121513E+04   0.419597E+01   0.000000E+00  -0.121933E+04   0.243865E+04
   0.344267E+02   0.327339E+02   0.116040E+01   0.874015E+00   0.158990E+01   0.125450E+01   0.184417E+00   0.279607E-03   0.264624E-02   0.101516E-02   0.127492E-02  -0.121565E+04   0.739595E+01   0.000000E+00  -0.122305E+04   0.244609E+04
   0.351886E+02   0.346428E+02   0.117051E+01   0.120519E+01   0.157664E+01   0.112109E+01   0.179515E+00   0.279607E-03   0.285256E-02   0.336124E-01   0.362107E-02  -0.121469E+04   0.500603E+01   0.000000E+00  -0.121970E+04   0.243939E+04
   0.347768E+02   0.349806E+02   0.113622E+01   0.113194E+01   0.160631E+01   0.122174E+01   0.176511E+00   0.229337E-02   0.487669E-02   0.137462E-01   0.736897E-03  -0.121183E+04   0.604421E+01   0.000000E+00  -0.121787E+04   0.243575E+04
   0.347768E+02   0.357842E+02   0.114491E+01   0.108921E+01   0.150397E+01   0.127549E+01   0.171219E+00   0.450221E-02   0.190766E-02   0.660806E-02   0.131984E-01  -0.121286E+04   0.789255E+01   0.000000E+00  -0.122075E+04   0.244151E+04
   0.345045E+02   0.336200E+02   0.114491E+01   0.102424E+01   0.153055E+01   0.127549E+01   0.182736E+00   0.112923E-01   0.247427E-01   0.242291E-02   0.197956E-01  -0.121612E+04   0.433893E+01   0.000000E+00  -0.122046E+04   0.244092E+04
   0.356331E+02   0.349005E+02   0.118834E+01   0.945315E+00   0.154666E+01   0.130340E+01   0.168927E+00   0.122083E-01   0.807998E-02   0.190764E-02   0.141116E-01  -0.121407E+04   0.484050E+01   0.000000E+00  -0.121891E+04   0.243782E+04
   0.363021E+02   0.350043E+02   0.119393E+01   0.905694E+00   0.161101E+01   0.117170E+01   0.186028E+00   0.783085E-02   0.235994E-01   0.299393E-01   0.772083E-02  -0.121971E+04   0.164600E+01   0.000000E+00  -0.122136E+04   0.244271E+04
   0.348165E+02   0.347308E+02   0.114955E+01   0.917755E+00   0.157426E+01   0.126211E+01   0.175081E+00   0.180355E-02   0.719287E-02   0.107024E-01   0.160298E-01  -0.121316E+04   0.529729E+01   0.000000E+00  -0.121846E+04   0.243691E+04
   0.350203E+02   0.339786E+02   0.114955E+01   0.941751E+00   0.156602E+01   0.117305E+01   0.169547E+00   0.506184E-02   0.645185E-02   0.163418E-01   0.542859E-02  -0.121299E+04   0.745505E+01   0.000000E+00  -0.122045E+04   0.244089E+04
   0.355901E+02   0.337879E+02   0.114955E+01   0.115354E+01   0.158221E+01   0.115670E+01   0.162109E+00   0.378530E-02   0.304999E-01   0.519192E-02   0.130930E-01  -0.121690E+04   0.423489E+01   0.000000E+00  -0.122113E+04   0.244227E+04
   0.347124E+02   0.341954E+02   0.113818E+01   0.108184E+01   0.158184E+01   0.119195E+01   0.186165E+00   0.216192E-02   0.520138E-03   0.807032E-02   0.169750E-01  -0.121268E+04   0.713646E+01   0.000000E+00  -0.121982E+04   0.243963E+04
   0.353771E+02   0.353597E+02   0.120473E+01   0.111560E+01   0.153287E+01   0.119195E+01   0.164376E+00   0.911898E-02   0.532841E-02   0.289515E-02   0.104443E-02  -0.121515E+04   0.822119E+01   0.000000E+00  -0.122337E+04   0.244674E+04
   0.353771E+02   0.331278E+02   0.115416E+01   0.113342E+01   0.152753E+01   0.126184E+01   0.176026E+00   0.399632E-02   0.111513E-01   0.106700E-01   0.683003E-02  -0.121481E+04   0.627511E+01   0.000000E+00  -0.122109E+04   0.244217E+04
   0.363566E+02   0.350439E+02   0.119383E+01   0.108956E+01   0.162711E+01   0.130751E+01   0.163441E+00   0.814190E-02   0.929130E-03   0.203517E-02   0.530408E-03  -0.121185E+04   0.439296E+01   0.000000E+00  -0.121624E+04   0.243249E+04
   0.354819E+02   0.350534E+02   0.117534E+01   0.108507E+01   0.158815E+01   0.133929E+01   0.177867E+00   0.145068E-02   0.193344E-02   0.488520E-02   0.521769E-03  -0.121079E+04   0.547409E+01   0.000000E+00  -0.121626E+04   0.243253E+04
   0.344445E+02   0.351000E+02   0.114509E+01   0.992211E+00   0.157755E+01   0.115521E+01   0.168988E+00   0.682806E-02   0.245609E-02   0.554873E-02   0.196420E-02  -0.121170E+04   0.919502E+01   0.000000E+00  -0.122090E+04   0.244179E+04
   0.344445E+02   0.353091E+02   0.115083E+01   0.120635E+01   0.154249E+01   0.114819E+01   0.186093E+00   0.274808E-02   0.189236E-01   0.381155E-02   0.375297E-02  -0.121457E+04   0.703906E+01   0.000000E+00  -0.122161E+04   0.244322E+04
   0.340206E+02   0.346841E+02   0.111829E+01   0.999719E+00   0.154255E+01   0.128079E+01   0.171547E+00   0.619413E-02   0.472122E-01   0.564964E-02   0.802544E-02  -0.121679E+04   0.337410E+01   0.000000E+00  -0.122016E+04   0.244033E+04
   0.353098E+02   0.341977E+02   0.116197E+01   0.114336E+01   0.163300E+01   0.118454E+01   0.166811E+00   0.278062E-02   0.271301E-02   0.410414E-02   0.311206E-01  -0.121337E+04   0.345582E+01   0.000000E+00  -0.121683E+04   0.243365E+04
   0.348535E+02   0.361529E+02   0.116197E+01   0.103739E+01   0.156723E+01   0.136664E+01   0.187126E+00   0.155691E-02   0.802665E-02   0.282583E-02   0.147615E-01  -0.121508E+04   0.412331E+01   0.000000E+00  -0.121920E+04   0.243841E+04
   0.353666E+02   0.344244E+02   0.116796E+01   0.120195E+01   0.159854E+01   0.116186E+01   0.158649E+00   0.145718E-01   0.185111E-02   0.191158E-01   0.554972E-03  -0.121395E+04   0.436289E+01   0.000000E+00  -0.121831E+04   0.243663E+04
   0.353666E+02   0.333940E+02   0.118522E+01   0.116410E+01   0.160586E+01   0.121062E+01   0.158649E+00   0.146718E-01   0.747914E-02   0.104805E-01   0.270248E-01  -0.121674E+04   0.136053E+01   0.000000E+00  -0.121810E+04   0.243620E+04
   0.347209E+02   0.345310E+02   0.116209E+01   0.994508E+00   0.161577E+01   0.115961E+01   0.187116E+00   0.151440E-01   0.409155E-02   0.183740E-02   0.161846E-01  -0.121475E+04   0.571968E+01   0.000000E+00  -0.122047E+04   0.244094E+04
   0.344004E+02   0.328395E+02   0.115090E+01   0.126548E+01   0.152146E+01   0.121756E+01   0.186018E+00   0.927100E-02   0.690968E-02   0.149440E-02   0.244790E-01  -0.121755E+04   0.424420E+01   0.000000E+00  -0.122179E+04   0.244359E+04
   0.347180E+02   0.346073E+02   0.115090E+01   0.106135E+01   0.149180E+01   0.128287E+01   0.191482E+00   0.471606E-02   0.839858E-02   0.149440E-02   0.863650E-03  -0.121286E+04   0.929206E+01   0.000000E+00  -0.122215E+04   0.244430E+04
   0.343200E+02   0.335396E+02   0.113282E+01   0.116046E+01   0.147711E+01   0.122984E+01   0.165824E+00   0.999847E-02   0.162029E-02   0.156528E-01   0.453336E-02  -0.121464E+04   0.827087E+01   0.000000E+00  -0.122291E+04   0.244582E+04
   0.348419E+02   0.365619E+02   0.113993E+01   0.130946E+01   0.157122E+01   0.144613E+01   0.170929E+00   0.189960E-01   0.162029E-02   0.221928E-01   0.637183E-02  -0.122057E+04  -0.368893E+01   0.000000E+00  -0.121688E+04   0.243376E+04
   0.345246E+02   0.343597E+02   0.116601E+01   0.996563E+00   0.147767E+01   0.132065E+01   0.169706E+00   0.217616E-03   0.393271E-03   0.581514E-02   0.448293E-02  -0.121299E+04   0.937473E+01   0.000000E+00  -0.122236E+04   0.244473E+04
   0.343790E+02   0.337745E+02   0.116224E+01   0.993929E+00   0.151627E+01   0.124280E+01   0.178638E+00   0.451766E-03   0.673541E-02   0.397296E-02   0.997203E-02  -0.121274E+04   0.890631E+01   0.000000E+00  -0.122165E+04   0.244329E+04
   0.351570E+02   0.366165E+02   0.115008E+01   0.113303E+01   0.156902E+01   0.125335E+01   0.164290E+00   0.612799E-03   0.664241E-02   0.108853E-01   0.166654E-01  -0.121521E+04   0.508104E+01   0.000000E+00  -0.122029E+04   0.244058E+04
   0.352388E+02   0.355395E+02   0.116321E+01   0.944525E+00   0.164819E+01   0.127855E+01   0.170532E+00   0.425013E-02   0.901412E-02   0.380196E-02   0.375368E-01  -0.121656E+04   0.846793E+00   0.000000E+00  -0.121741E+04   0.243481E+04
   0.358573E+02   0.339000E+02   0.118933E+01   0.111815E+01   0.162584E+01   0.128236E+01   0.182089E+00   0.806974E-02   0.115092E-01   0.380196E-02   0.889013E-02  -0.121421E+04   0.267796E+01   0.000000E+00  -0.121689E+04   0.243378E+04
   0.355718E+02   0.329004E+02   0.116207E+01   0.898905E+00   0.156106E+01   0.116332E+01   0.182137E+00   0.212556E-01   0.490383E-01   0.135095E-01   0.158299E-01  -0.122279E+04   0.593927E+00   0.000000E+00  -0.122338E+04   0.244677E+04
   0.348803E+02   0.333645E+02   0.114462E+01   0.121493E+01   0.157187E+01   0.109459E+01   0.158938E+00   0.372790E-02   0.182000E-01   0.480716E-02   0.299851E-02  -0.121557E+04   0.666648E+01   0.000000E+00  -0.122224E+04   0.244447E+04
   0.353867E+02   0.331650E+02   0.114227E+01   0.960615E+00   0.158007E+01   0.132561E+01   0.176290E+00   0.114149E-01   0.653687E-02   0.172118E-02   0.197279E-01  -0.121763E+04   0.378108E+01   0.000000E+00  -0.122141E+04   0.244282E+04
   0.341506E+02   0.343150E+02   0.113932E+01   0.117646E+01   0.153732E+01   0.114629E+01   0.191222E+00   0.438968E-02   0.443258E-02   0.402263E-02   0.208208E-02  -0.121324E+04   0.925318E+01   0.000000E+00  -0.122249E+04   0.244499E+04
   0.347601E+02   0.348636E+02   0.114349E+01   0.108989E+01   0.157631E+01   0.118811E+01   0.173977E+00   0.438968E-02   0.180582E-01   0.506271E-02   0.208208E-02  -0.121167E+04   0.703833E+01   0.000000E+00  -0.121871E+04   0.243742E+04
   0.352190E+02   0.336499E+02   0.116984E+01   0.106438E+01   0.156121E+01   0.119682E+01   0.177986E+00   0.182137E-01   0.620579E-02   0.396916E-02   0.128056E-01  -0.121321E+04   0.603064E+01   0.000000E+00  -0.121924E+04   0.243848E+04
   0.354526E+02   0.357923E+02   0.116886E+01   0.950080E+00   0.158175E+01   0.119645E+01   0.180644E+00   0.481178E-02   0.414289E-02   0.405156E-01   0.488363E-02  -0.121618E+04   0.430775E+01   0.000000E+00  -0.122049E+04   0.244098E+04
   0.354848E+02   0.330708E+02   0.118169E+01   0.110820E+01   0.162816E+01   0.121342E+01   0.177198E+00   0.323808E-02   0.748847E-03   0.374640E-03   0.138826E-03  -0.121114E+04   0.688196E+01   0.000000E+00  -0.121802E+04   0.243604E+04
   0.351578E+02   0.337291E+02   0.118169E+01   0.104243E+01   0.154786E+01   0.119671E+01   0.159198E+00   0.680329E-02   0.809079E-02   0.589488E-02   0.354452E-02  -0.121322E+04   0.806179E+01   0.000000E+00  -0.122128E+04   0.244256E+04
   0.354167E+02   0.351221E+02   0.118025E+01   0.107499E+01   0.148865E+01   0.135729E+01   0.178023E+00   0.393926E-02   0.737948E-02   0.660773E-02   0.304404E-02  -0.121419E+04   0.670089E+01   0.000000E+00  -0.122089E+04   0.244178E+04
   0.347588E+02   0.342978E+02   0.113301E+01   0.100551E+01   0.156299E+01   0.126671E+01   0.165258E+00   0.393926E-02   0.809778E-02   0.390941E-02   0.304404E-02  -0.121164E+04   0.769419E+01   0.000000E+00  -0.121933E+04   0.243867E+04
   0.348469E+02   0.335557E+02   0.117153E+01   0.946993E+00   0.157800E+01   0.125984E+01   0.182325E+00   0.212059E-01   0.182916E-02   0.623002E-02   0.544749E-03  -0.121408E+04   0.571015E+01   0.000000E+00  -0.121979E+04   0.243958E+04
   0.351288E+02   0.338873E+02   0.116001E+01   0.111712E+01   0.155287E+01   0.120772E+01   0.188359E+00   0.101827E-01   0.967301E-02   0.781680E-02   0.108295E-01  -0.121408E+04   0.603652E+01   0.000000E+00  -0.122012E+04   0.244023E+04
   0.357416E+02   0.335718E+02   0.118907E+01   0.106545E+01   0.160884E+01   0.121804E+01   0.178769E+00   0.225267E-01   0.607485E-02   0.135430E-02   0.282474E-02  -0.121312E+04   0.481661E+01   0.000000E+00  -0.121794E+04   0.243587E+04
   0.347295E+02   0.363385E+02   0.116185E+01   0.111083E+01   0.160151E+01   0.115599E+01   0.178754E+00   0.411370E-02   0.238784E-03   0.558220E-02   0.143823E-01  -0.121474E+04   0.683478E+01   0.000000E+00  -0.122157E+04   0.244315E+04
   0.347295E+02   0.336096E+02   0.116185E+01   0.101965E+01   0.154964E+01   0.122599E+01   0.172790E+00   0.184271E-01   0.434955E-02   0.173893E-02   0.556972E-02  -0.121219E+04   0.732249E+01   0.000000E+00  -0.121951E+04   0.243902E+04
   0.345613E+02   0.356290E+02   0.113659E+01   0.124551E+01   0.159631E+01   0.116957E+01   0.156304E+00   0.183120E-01   0.355248E-02   0.333436E-03   0.812953E-02  -0.121613E+04   0.455733E+01   0.000000E+00  -0.122069E+04   0.244137E+04
   0.351615E+02   0.341188E+02   0.114359E+01   0.119754E+01   0.155886E+01   0.127082E+01   0.166709E+00   0.226176E-01   0.488377E-02   0.102742E-01   0.360789E-02  -0.121417E+04   0.356720E+01   0.000000E+00  -0.121774E+04   0.243547E+04
   0.334621E+02   0.331592E+02   0.114359E+01   0.104203E+01   0.160952E+01   0.125317E+01   0.166123E+00   0.185772E-01   0.249289E-03   0.182862E-01   0.577102E-02  -0.122253E+04   0.393283E+01   0.000000E+00  -0.122646E+04   0.245293E+04
